key	kind	kima_linked	kima_id	wikidata	lat	lon	name_heb	name_rom	names_all	occurrences	n_editions	editions	context_sample
H-LOC_66	authority	yes	18583	Q682544	48.805283	16.6376881	"נ""ש"	Mikulov	"נ""ש | ניקל שבארג | ניקלשבורג | ניקלשפורג | ניקלשפור | יקלשפורג | הקלשפורג | ניקולשבורג | ניקיל שפורג | ניקול שפורג | ניקולשפורג | נקלשפורג | Mikulov"	92	19	Derech-Haemuna; Khal-Hasidim; Khal-Kdoshim; Likutim-Hadashim; Maasim-Tovim; Maasiot-Pliot; Maasiot-veSihot-Zadikim; MaasyiotMzadikeiYesodeiOlam; Maim-Rabim; Mifalot-HaZadikim; PeerMikdoshim; Seva-Ratzon; Shemen-Hatov; Shivhei-Habesht; Shlosha-edrei-zon; SipureiAnsheiShem; Smichat-Moshe; maase-zadikim; shivheiZadikim	"ויהי שמות האחים הצדיקים הלוך וגדול והרב הקדוש מו""ה שמעלקא נתקבל לאבד״ק ניקלשפורג והרב הק׳ מוהר""פ נתקבל לאבד״ק פראנקפורט דמיין ויהי כאשר בא הרב מוהר""ש לניקלשפורג. ויבקש מאוד כי יניחו לו כשתי … ⟦SEP⟧ ובימים האלה כאשר היה הרה""ק בניקלשפורג בא הרב הקדוש מו""ה אלימלך ז""ל לשחר פני ריעו בביתו כי היו יחדיו תלמידים של הרב המגיד דמעזריטש ז""ל. ויהי ביום שב… ⟦SEP⟧ הרב הק' ר' שמעלקא ואחיו הרב מ' פנחס נבג""מ נתבקשו ביחד על כסא הרבנות בק""ק פפד״מ ובק""ק ניקלשפורג להיות שק""ק פפד""מ היה קהלה גדולה ונכבדת מק""ק נ""ש לא הכריעו אנשי הקהילות ביניהם מי ישב על כסא הרבנות בפפד""מ ומי… ⟦SEP⟧ …' פנחס נבג""מ נתבקשו ביחד על כסא הרבנות בק""ק פפד״מ ובק""ק ניקלשפורג להיות שק""ק פפד""מ היה קהלה גדולה ונכבדת מק""ק נ""ש לא הכריעו אנשי הקהילות ביניהם מי ישב על כסא הרבנות בפפד""מ ומי יהיה בק""ק נ""ש ואמרו שהם בעצמם יכריעו ביניהם. וה… ⟦SEP⟧ …חר המעשה מהרב האי גאון קדוש ד' מכובד בוצינא קדישא אספקלריא המאירה מרן ר׳ שמעלקי זצ״ל בעת אשר נתקבל לאב״ד בק""ק ניקלשפורג :"
H-LOC_225	authority	yes	7313	Q36	52.0	19.0	פולין	Poland	פולין | פולאה | Poland	83	18	Adat-Zadikim; Derech-Haemuna; Hitgalut-HaZadikim; Khal-Hasidim; Maasiot-veSihot-Zadikim; MaasyiotMzadikeiYesodeiOlam; Mifalot-HaZadikim; Sefer-Moraim-Gdolim; Seva-Ratzon; Shemen-Hatov; Shivhei-Harav; Shlosha-edrei-zon; Sipurei-Kdoshim; Sipurei-Zadikim; Sipurim-Nehmadim; Smichat-Moshe; Toldot-Haniflaot; maase-zadikim	"… נאכל בו. ענה לה השי״ת יזמין לנו. והוא ישב כל היום עה״פ בביהמ""ד ויהי לפנות ערב ממש והנה איש א' נוסע מארץ מארץ פולין בהרחוב אשר התאכסן שם הבע״ש ז""ל וישאל איה פה ר׳ ישראל בר׳ אליעזר מארץ פולין אשר הגידו לו כי הוא מתאכסן פה וירא… ⟦SEP⟧ …ייב להאדונים עבור שכירת הכפר ואין לנו במה לשלם ובעלינו נמלטו ותפסו אותנו להמית אותנו (כי כן התנהגו לפנים שרי הפולין עם אבותינו) אמר להם האיש כי נכמרו רחמיו אל תבכו אנכי אפדה אתכם ויאמר להשוטרים הוליכוני לבית האדונים ואנכי אשל… ⟦SEP⟧ …ודעים הנוצרים אשר עברים נזהרים לילך ביום הזה בהרחוב. ועתה כאשר יראה אתכם אתכם מי מהנוצרים כי באו לכאן יהודים מפולין הלא כולכם לטבח תובלו. וגם לנו יאונה רעה על ידיכם ועתה מהרו לברוח מחוץ לעיר צעקה הזקינה הזאת בבכי' ואנחה וידיה… ⟦SEP⟧ …שכלו כי הי' חכם גדול מאוד. וישאל את החולה מי הוא רבך אשר הגיד כזאת ויספר לו האיש האמת אנכי נסעתי דרך עיר אחת מפולין ושמה מעזריטש : ושמעתי מכבר כי גר שם רב אחד גדול וקדוש אולם אנכי לא נתתי אומן להשמועה והלכתי בעצמי לתהות על קנ… ⟦SEP⟧ …ייר מהם פסולת ג״כ ישמעאל ועשו. אבל יעקב אבינו היתה מטתו שלימה וידוע שכמעט כל תלמידי רבינו הרבי מלובלין ממדינת פולין נשתיירו אצל הרבנים הגדולים הקדושים המפורסמים בניו של רבינו היהודי ובפרט אצל תלמידו הרב הקדוש המפורסם רבינו ר׳…"
H-LOC_133	authority	yes	552	Q275694	50.805	21.424722222	אפטא	Opatów	אפטא | אפטע | Opatów	80	16	Adat-Zadikim; Derech-Haemuna; Hitgalut-HaZadikim; Khal-Hasidim; Maasim-Tovim; Maasiot-veSihot-Zadikim; Maim-Rabim; Mifalot-HaZadikim; PeerMikdoshim; Peulat-Hatzadikim; Shemen-Hatov; Shivhei-Harav; Shlosha-edrei-zon; Sipurim-Nehmadim; Smichat-Moshe; maase-zadikim	"מעשה מרבינו הקדוש הבעש״ט ז""ל זי״ע שסיפר הגאון הקדוש האלקי רשכב""ה מוה׳ אברהם יהושיע העשיל זצ""ל מאפטע בעת היותו בבארדיטשוב : מעשה שנסע הבעש״ט ז""ל עם התלמידים שלו באיזה נסיעה. ומדי עברו התאכסן אצל מוכסן אחד ממקור… ⟦SEP⟧ ואכתוב מעשה ג' מה ששמעתי מאדם גדול מעניני הבטחון מה שקרה בדורינו זה בימי הרב הקדוש הגדול מאפטא אשר ספרו לו מארענדער א' בסביבות מעזיבוז כי הוא איש פלאי וברכותיו יחולו על ראש המתברך בלי ישונה קולו של יוד וע… ⟦SEP⟧ מעשה מהרב הקדוש האלקי רשכב""ה ר׳ אברהם יהושוע העשיל מאפטא ז""ל בעת שבתו על כסא הרבנות ביאסע : הרב הנ""ל אחרי אשר עזב את הרבנות מקאלביש נתקבל לאב""ד במדינת וואלחיי בק""ק יא… ⟦SEP⟧ … מקאזניץ יד) הרה״ק ר׳ יעקב יצחק הרבי מלובלין טו) הרה״ק ר׳ יעקב יצחק היהודי מפרשיסחא טז) הרה״ק ר׳ יהושע העשיל מאפטא יז) הרה״ק ר׳ יהודא ליב מזאקולקוב יח) הרה״ק ר׳ יצחק מדראביטש יט) הרה״ק ר״ר ישראל מרוזען כ) הרה״ק ר״ר ירחמיאל מ… ⟦SEP⟧ הרב הקדוש היהודי מפרשיסחא זצוקללה""ה בימי חורפו היה מקום משכנו בעיר אפטא. כי היה שם חתן בעה״ב אחד אשר היה מחזיק בית מזיגה. והבית מזיגה היתה נקראת על שם חמותו גאלדאלי. כי היא היתה הנו…"
H-LOC_105	authority	yes	2501	Q155321	31.6253	35.1453	אה״ק	Eretz Israel	"אה״ק | ארץ ישראל | א״י | אה""ק | Eretz Israel"	77	22	Adat-Zadikim; Buzina_Denehora; Derech-Haemuna; Hitgalut-HaZadikim; Khal-Hasidim; Kokhvei-Or; Maasim-Tovim; Maasiot-veSihot-Zadikim; MaasyiotMzadikeiYesodeiOlam; Maim-Rabim; Mifalot-HaZadikim; PeerMikdoshim; Sefer-Moraim-Gdolim; Seva-Ratzon; Shemen-Hatov; Shivhei-Harav; Shlosha-edrei-zon; Sipurei-Zadikim; SipureiAnsheiShem; Sipurim-Nehmadim; Tiferet-Hayyim; maase-zadikim	"מעשה מנסיעת הבעש״ט לקאנסטאנטינאפל אשר רצה לנסוע לא""י וזו המעשה הי' מספר הגאון הק׳ האלקי ר׳ ישראל דוב מווילעדניק זצ""ל ביום שביעי של פסח כל ימיו. הנה בעת אשר הי' הב… ⟦SEP⟧ …ני ימים הראשונים בשמחה ובטוב לבב : ובחוהמ""ח פטר את האורח בכבוד לביתו. והוא אמר לר""צ סופר כי רצונו לנסוע תיכף לאה״ק. וילך אתו על החוף ולא מצא ספינה אשר בה יהודים אז אמר הבעש״ט להסופר ר׳ צבי אם רצונך אפרוש מטפחתי על הים רק שתז… ⟦SEP⟧ …מהם ארון הק' הקיץ הררמ״מ לקול זעקתם ויאמר להם אל תפחדו בהמעשה אשר סיפר לי הבעש״ט ז""ל ידעתי כי צריך אני להיות באה""ק וכן הי' והבריא בעזהש״י ונסע לאה״ק ומידי עברו ק""ק פולנאי התאכסן באכסני'. והסיר כובעו ועשן הלולקע שהי' ארוכה מא… ⟦SEP⟧ …ם ויאמר להם אל תפחדו בהמעשה אשר סיפר לי הבעש״ט ז""ל ידעתי כי צריך אני להיות באה""ק וכן הי' והבריא בעזהש״י ונסע לאה״ק ומידי עברו ק""ק פולנאי התאכסן באכסני'. והסיר כובעו ועשן הלולקע שהי' ארוכה מאוד והלך כך להקביל פני הקדוש ר׳ יעק… ⟦SEP⟧ בעזרת השם יתברך יום ג׳ מרחשון תקס״א לפ""ק פה אה״ק טבריא תוב״ב"
H-LOC_40	authority	yes	166	Q36036	49.839683	24.029717	לבוב	Lʹviv	לבוב | לעמבורג | עמבורג | לעמבערג | לבו״ב | Lʹviv | Lemberg	76	15	Buzina_Denehora; Derech-Haemuna; Hitgalut-HaZadikim; Khal-Hasidim; Maasim-Tovim; Maasiot-veSihot-Zadikim; Maim-Rabim; Seva-Ratzon; Shemen-Hatov; Shivhei-Habesht; Shivhei-Harav; Shlosha-edrei-zon; SipureiAnsheiShem; Sipurim-Nehmadim; Smichat-Moshe	"…. רבן של כל בני הגולה מורינו ורבינו ברוך נ״ע ממעזיביז נכד הבעש״ט הקדוש נבג""מ אשר יצא לאור פעם ראשון שנת תר""ם בלבוב. ועתה נדפס פ״ש עם הוספות לקוטי יקרים וסיפורי נפלאים מהה""ק הנ""ל : ונוסף עליהם מכתבים יקרים. המאירים כספירים. מ… ⟦SEP⟧ …ון עם ד׳ המשתוקקים לחיבת הקודש. נמצאתי להם למלאות חפצם. והבאתי את המחברת הק' הזה לביה""ד בפעם הראשון שנת תר״מ בלבוב ועתה הבאתיו להדפיסו שנית עם הוספות יקרים לקוטי אמרים וסיפורים נפלאים מהה״ק הנ""ל שהי׳ בכתובים ועדיין לא יצאו ל… ⟦SEP⟧ …מקארלין ובצל קדושת רבינו זאב בעהמח״ס אור המאיר זי״ע ואח״כ נטל רשות מהרה״ק רבי זאב ליסע לביתו. ובא לביתו לעיר לעמבורג ומקום דירתו היה במרתף צר וקטן. והיה עני ואביון מדוכא ר""ל. ופרנסתו היה שאשתו הצדיקת היתה מוכרת בלויי הסחבות על… ⟦SEP⟧ … לא יהיה לנו המשפיע פרנסה רק הש""י יפרנס אותנו וטוב לחסות בהשי""ת מבטוח בנדיבים. ותיכף שכר לו עגלה. ועקר דירתו מלעמבורג לעיר סטרעליסק אשר הוא רחוק כששה פרסאות מלעמבורג ששום אדם משם לא הכירו. ושם בזמן קצר נתגלה קדושתו. והופיע אותו… ⟦SEP⟧ …האש ניזוק והוליכו אותו לעיר קאמיניץ ולא הביאו אותו בחיים ומת בדרך הרשע הנ""ל ואח״כ הי' וויכוח לפני הבישוף דק""ק לבוב אבל נפל פחד התורה עליו ולא הרשיע והכת הרשעה הנ""ל כולם השתמדו כי עשה להם חרפה ובזיון גדול שגילח להם פאה אחת וח…"
H-LOC_154	authority	yes	691	Q1218	31.768319	35.21371	ירושלים	Jerusalem	ירושלים | ירושלים אה״ק | Jerusalem	75	20	Buzina_Denehora; Derech-Haemuna; Hitgalut-HaZadikim; Khal-Hasidim; Khal-Kdoshim; Kokhvei-Or; Maasim-Tovim; Maasiot-Pliot; MaasyiotMzadikeiYesodeiOlam; Mifalot-HaZadikim; Peulat-Hatzadikim; Seva-Ratzon; Shemen-Hatov; Shivhei-Habesht; Sipurei-Kdoshim; SipureiAnsheiShem; Smichat-Moshe; Tiferet-Hayyim; Toldot-Haniflaot; maase-zadikim	"…תיך. גוים. היינו המחשבות זרות. בגחלתיך. היינו המוח: ובעבור המחשבות זרות. טמאו את היכל קדשך. היינו הלב. שמו את ירושלים לעיים. הלב מכונה בשם ירושלים שכמו שירושלים באמצע העולם. כך הלב באמצע הגוף. פי׳ שעשו את הלב לתוהו ובוהו. נתנו … ⟦SEP⟧ …א ממך דבר שנתקשה לך איזה דבר בהתורה. ואינך יודע באיזה מקום תמצאנו. הנה העצה. וקמת ועלית אל המקום המיוחד. שהוא ירושלים. וידוע שהיא נקודת הארץ כולה. בוודאי שם כלול כל התורה : ⟦SEP⟧ … הרוח צריך לילך בקצה האחרון. שהיא מדה מגונה מאוד כנודע. וזהו ג״כ כוונת המשנה. מצות ערבה כיצד : מקום הי' למטה מירושלים. ונקרא מוצא משם היו מוציאין ערבה. ערב״ה. לשון ערב : לשון מתיקות. וירושלים היא הלב : שהלב הוא יסוד לאדם. בירוש… ⟦SEP⟧ … הרב ר״ב. כי הי' מקרבו ביותר ובליל שבת היה יושב בשלחן הרב. והנה זה האיש הי' מן אותן המתאבלים שם תמיד על ציון וירושלים אשר דרכם להיות תמיד ביגון ואנחה. וכאשר זמר הרב כל מקדש כדרכו בניגון הרגיל. ובא לאלו התיבות. אוהבי ד׳ המחכים ב… ⟦SEP⟧ …בגמ׳ שבת [דף ס״ג ע״א] אין בין העוה״ז לימות המשיח אלא שיעבוד גליות בלבד וכו' וכתבו שם תוס׳ וז""ל אע""ג דהשתא אין ירושלים ואין ביהמ״ק ואילו לימות המשיח יהיה הכל בנוי. צ""ל דהאי אין בין לאו דוקא עכ״ל. והנה לפי פשוטו הוא קשה דהלא בכמה…"
H-LOC_51	authority	yes	1721	Q997351	50.1224689	27.506767	פולנאי	Polonne	פולנאי | פולנאה | פולינאה | פולונאי | פולינאי | Polonne	72	5	Adat-Zadikim; Khal-Hasidim; MaasiyotUmaamarimYekarim; Seva-Ratzon; Shivhei-Habesht	"…ע ונגבה השער עם הפצימים ונסעו והשומרים לא ראו מאומה ויסע משם בקפיצת הדרך לביתו ושלח את הרב הק' המוכיח ר' ליב מפולנאי. ואמר לו בזה""ל תסע לסלוצק לתרץ בפני אנשי העיר באמתלא נכונה את אשר עשיתי שם ואשר קשה להם עלי. ולא הגיד לו בפרט… ⟦SEP⟧ … בהמעשה אשר סיפר לי הבעש״ט ז""ל ידעתי כי צריך אני להיות באה""ק וכן הי' והבריא בעזהש״י ונסע לאה״ק ומידי עברו ק""ק פולנאי התאכסן באכסני'. והסיר כובעו ועשן הלולקע שהי' ארוכה מאוד והלך כך להקביל פני הקדוש ר׳ יעקב יוסף בעהמ""ח התולדות … ⟦SEP⟧ … נסעתי ממנה אח""כ שאלו הררי״י האם ידע רו״מ כי בהמעשה נרמז שצריך רו""מ להיות אצלי ויען אנכי מבין. וע""כ נסעתי דרך פולנאה שאוכל להתראות עם כת""ר ודברו אח״כ ביניהם בחביבות הרבה ואח״כ נפטר מהרב רי""י והלך הררי""י ללותו עד האכסני' שלו. ו… ⟦SEP⟧ שמעתי מהרב הק' ר׳ שמשון הרב דק""ק ראשקוב בן הרב הק׳ דק""ק פולנאי מעשה שהיה איש א׳ ונקרא שמו ר׳ אדם וממנו באו הכתבים להבעש״ט כי בא פ״א למערה אחת ומצא שם כתבים שהם רזים וסתרין … ⟦SEP⟧ …ע את האבן ונפתח האבן והניח בתוכו הכתבים הנ""ל ושוב נסגר והשיב שם שומר א׳ ואמר הרב דקהלתינו ששמע מן המוכיח דק""ק פולנאי שאמר לעת זקנתו יש לי כח ליקח הכתבים משם כי ידעתי דעתי מקומו אבל מפני שהבעש״ט סגר אותם איני רוצה ליקח אותם ואמ…"
H-LOC_350	authority	yes	17659	Q614145	50.2620534	22.4210807	ליזענסק	Lezajsk	ליזענסק | ליזענקס | לוזענסק | Lezajsk	57	15	Derech-Haemuna; Hitgalut-HaZadikim; Khal-Hasidim; Maasiot-Pliot; Maasiot-veSihot-Zadikim; Maim-Rabim; Mifalot-HaZadikim; PeerMikdoshim; Peulat-Hatzadikim; Seva-Ratzon; Shemen-Hatov; Shlosha-edrei-zon; Toldot-Haniflaot; maase-zadikim; shivheiZadikim	"הרב הקדוש המפורסם הזה. בימי חורפו היה מסתופף בצל צח קדושת מרן הק' הרבי ר' אלימלך זצוק""ל מליזענסק. והיה מלמד אצל איש כפרי אחד אשר היה מחזיק אורענדע בכפר סמוך לעיר וולאדווע. ולמד הרה״ק עם שני נעריו אולם התלמי… ⟦SEP⟧ ובספר רמ""צ סוף ח""ר סי""ק כתב וז""ל וכן שמעתי על הרב הקדוש הר״ר נטע זצ""ל מחעלים שהיה בליזענסק אצל מרן הרבי ר' אלימלך זצ""ל כל יום הכיפורים בלי שום נטיית גופו כלל. ולא התפלל רק כאבן דומם. ושאל אודותיו ⟦SEP⟧ מעשה נפלאה מרבינו הקדוש רבי ר׳ אלימלך זצוקללה""ה מליזענסק ⟦SEP⟧ …מפולין מעיר שידלאווצי ה""ה הרב החסיד המפורסם ר׳ ליביש שידלאווצער זצ""ל למקן הקדוש הנ""ל על ש""ק. ויען כי בא להעיר ליזענסק אחר חצות הלילה. והימים ימי חורף חושך ואפילה. ושלג וגשם היה על פני כל הארץ. לזאת לא רצה הרב החסיד הנ""ל לילך לב… ⟦SEP⟧ …ק""ל בנו של הרב הקדוש המפורסם רבינו משה זצוק""ל מפשעווארסק ותלמיד מובהק של מרן רבינו רבי ר׳ אלימלך זצוק""ל הנ״ל מליזענסק]"
H-LOC_178	authority	yes	953	Q270	52.21666667	21.03333333	ווארשא	Warsaw	ווארשא | וורשא | Warsaw	55	15	Derech-Haemuna; Dvarim-Yekarim; Hitgalut-HaZadikim; Maasiot-veSihot-Zadikim; MaasyiotMzadikeiYesodeiOlam; Maim-Rabim; Peulat-Hatzadikim; Seva-Ratzon; Shemen-Hatov; Shlosha-edrei-zon; SipurimUmaamarimYekarim; Tiferet-Hayyim; Toldot-Haniflaot; shivheiZadikim; tmimei_derech	"…ם בניו חולים ר""ל ופיזר כל מעותיו על דאקטורים אשר הי׳ רכושו עד ט״ו מאות רו״כ ולא הי׳ לו במה לפרנס את ב״ב ונסע לווארשא אולי יזמין ה׳ לידו איזה עסק טוב ועמד על סטאנציע טובה כי הי׳ בטבע איש רך ומפונק ועמד שלשה שבועות ואכל ושתה אשר… ⟦SEP⟧ איך שהרה״צ ה״ק מ׳ דוב בער זצלה""ה זי""ע מראדישיטץ בבחרותו הי׳ משמש הרהצה״ק מ׳ משה ליב מסאסוב פ""א נסע אתו רבו לווארשא שהי׳ צריך רבו לילך להמבצר להראות עם האדון הגדול. ושמה עמדו וואכין גדולים כידוע. וכאשר באו סמוך להמבצר אמר לו … ⟦SEP⟧ …ב זצ""ל האבד״ק קאלביעל בעהמ״ח קול הרמ״ז. נדפס בהוצאות הרבני הנגיד המפורסם ר׳ אברהם יוסף קליימאן מו״ס מקאלביעל. וורשא בדפוס ר׳ יעקב זאב אונטערהענדלער נ""י שנת תרס""ה לפ""ק ГИГГАЛОТЬ ГАЦАДИКИМЪ (Изъявленіе праведныхъ) поучительные … ⟦SEP⟧ …כפר אצל רינדאר אחד ושמו של המלמד היה ר׳ צדוק ז""ל והיה איש אלקים כמו שתראה מהמעשה הזאת. ובאותו הזמן היה ווייל בווארשא שיבררו להם מלך כי כן היה בימים הקדמונים אשר פעם אחת לכמה שנים נתוועדו האדונים מפולין להעיר ווארשא ובוחרים להם… ⟦SEP⟧ …ינדאר אני חפץ שאשב בכפר ובהקיעטשמי הנ""ל כל ימי חיי בלי ראטין המלך הבטיח לו הכל ונסע לביתו אח""ז בא מכתב מהמלך מווארשא להמלמד הנ""ל שיעמוד א״ע לשם המלמד היה עני והלך ברגליו מכפר לעיר ומעיר לכפר ובאמצע הדרך בא לאיזה קועטשמי ורצה א…"
H-LOC_176	authority	yes	945	Q1741	48.2081743	16.3738189	וויען	Vienna	וויען | ווין | ווויען | Vienna	54	8	Khal-Hasidim; Maasiot-veSihot-Zadikim; Mifalot-HaZadikim; PeerMikdoshim; Peulat-Hatzadikim; Shemen-Hatov; Sipurei-Zadikim; Smichat-Moshe	"…ומה עשה הקב״ה החפץ דכאו החלה את זוגתו במחלה חולי ונגע ודרש ברופאים ולא הגיעו לה מזור ויפזר כסף רב לנסוע עמדה לוויען הבירה ולא עלתה לה ארוכה ונסע עמדה לפאריז ולא היה לעזר וצוו הרופאים כי יסע עמדה למרחצאות החמין ולא אחר לפזר הו… ⟦SEP⟧ שמעתי מזקן אחד מבוניטש אשר היה בצוותא עם רבי ליב שרהס בווין הבירה והנני להציעה לפני הקורא באריכות : הנה עיר קטנה סמוכה למאהליב דרוסיא הלבינה בונטשה שמה והיה שמה ר׳ ליב ש… ⟦SEP⟧ …ך ויכיר המשרת כי זה איש עברי וישאלהו לאמר בחסדך הגד לי שם העיר הזאת וילעג בו האיש הפתי אתה ובער כי לא תדע היא וויען הבירה עם מי באת לכאן שאל אותו האיש ויען לו עם סוחר אחד ואנכי נוסע עמו תמיד ולא הגיד לי שם המקום הזה וילך לו ה… ⟦SEP⟧ …ר עמו הרבה. והאברך הנ""ל שמע כל דבריו ויחזרו לביתם. והאברך הנ""ל הוא הזקן אשר סיפר לנו זאת כי בעצמו היה עם הרב בווויען אצל הדוכס הנ""ל. ואחר כך הנה הרב בבוניטש ששה שבועות ומשם נסע ללאדמיר. ויתמהמה שם ששה שבועות וגם משם נסע כל ע״ש… ⟦SEP⟧ …ולו התחל וישכב על מטתו בחולי (אבצערינג) והיה הולך דל וחסר יום יום ודרש ברופאים ולא יכלו למצוא לו תרופה. ויסע לוויען לפאריז ולא יגהה מהם מזור. וכרבות הימים אמר לו אחד מאוהביו אולי חטאת את נפשך בהיהודי הזה אשר גרשתו ואשתו התקצפ…"
