local_id,name_heb,name_rom,wikidata_qid,lat,lon,occurrences,n_editions,editions,context,kind,_match_status,_match_method,_grade,_confidence,_sound_match,_flags,_kima_id,_kima_name_rom,_kima_name_heb,_distance_km,_candidates
ED::ראדשיץ,ראדשיץ,,,,,13,4,Derech-Haemuna; Hitgalut-HaZadikim; Tiferet-Hayyim; Toldot-Haniflaot,"…אוזראב זצוקללה""ה. סיפר בעת אשר נתקבל לרבנות ראשונה לק״ק ריווץ. נסע לרבו הקדוש הרבי ר׳ ישכר דוב זי״ע הנ""ל לק""ק ראדשיץ לישאל את פיו להסכים לו לקבל משרה הרבנות על שכמו. ונסע על ש""ק לראדשיץ. והוא היה מתנהג כי לא סיפר שום דבר מעולם… ⟦SEP⟧ ובס׳ על״ץ (בלקוטים) וז״ל פ״א חלה מאד הרה״צ הק׳ ר׳ ישכר דוב בער מראדשיץ זצלה""ה ובעת חליו אמר הדרך הוא שאדם מתודה בשעת חליו אמנם מה אתודה אם אומר שחטאתי אדם שהוא במעמד כזה איך יוכל ל… ⟦SEP⟧ …י׳ זצלל""הה האבד״ק פרעדבארז. ונלוה עוד קונ׳ דרך ישר מכבוד הגה״ק א״א וכו׳ אדמו״ר הרב ר׳ ישכר בער זצללה״ה האבד״ק ראדשיץ זי״ע. וגלוה עוד קנ׳ תפארת משה, מכבוד הגה״ק א״א וכו׳ אדמו״ר הרב ׳ רמשה זצללה""ה מלעלוב. כ״ז נעתק ונאסף ע״י הרב … ⟦SEP⟧ …יתה שמה איזה שבועות, ואז דיבר אל הרוח ומזהירו שיצא מהאשה זו, ואז סר גם הרוח הזה ממנה, ובזמן אח״כ היה מרן ז״ל בראדשיץ, ושאל אותו ההק׳ דשם ואמר כי הנה שמעתי כי מר היה מגרש ב׳ רוחות ביום א' יאמר נא מר איזה כוונות שכבודו מכוון אז,… ⟦SEP⟧ ס סיפר לי איש אחד מעשה נפלאה אשר הוא היה עומד שם בשעת מעשה זו. והוא כאשר מרן ז״ל היה בראדשיץ לקבל פני ההק׳ סבא קדישא ז״ל. והיה דרכו כאשר שוב נסע משם היה ההק׳ דשם ליוה אותו עד כפר א׳ שיעור פרסה, ושמה שתו…",edition_only,no_match,,C_review,0.0,,,,,,,
ED::ראד,ראד,,,,,13,5,Derech-Haemuna; Maim-Rabim; Peulat-Hatzadikim; Shemen-Hatov; Tiferet-Hayyim,"… שר במדינת פולין מגזע מהר""ם פאדבה ושו״ת מהר""י מינץ ז״ל : הג״ר ישראל מזאסלב הנ״ל הי' חתן הג״ר יצחק באבד אבד״ק בראד בן הג״ר יששכר בעריש פרנס הכולל דד״א מקראקא בן הרבי ר' העשיל אבד״ק קראקא בן הג""ר יעקב אבד״ק לובלין חתן הג״ר שמ… ⟦SEP⟧ …׳ ל״ז מצוואתו להיות נקבר אצל רבו הרר״ש. ועיין ברמתיים צופים ח״ב דף נ״ח). יב) הגה״ק מ׳ מאיר קריסטינפאלר אבד״ק בראד (עיין שה״ג מ״מ אות ד׳). יג) הרה״צ מ׳ פנחס מפולין (כמבואר בראש ס׳ דברי שמואל. בדברי זקיני הגה״ק מטרייביטש הנ״ל… ⟦SEP⟧ קכ) הרב מו״ה מאיר הלוי הורוויץ וכו' אבד״ק באלחוב. זלאטשוב. טיקטין והגליל וכו׳. ובניו המה הגה""ק מ׳ יוקל אבד״ק בראד (אבי הגה""ק מ' יצחק אבד״ק אה״ו). והגה״ק מ׳ צבי הירש אבד״ק טשארטקוב. וכ׳ בשה״ג הח׳ מערכת מ״ם אות כ״ה הגה""ק מ׳ מ… ⟦SEP⟧ …ן הגה״ק מ׳ אלעזר אבד״ק אמשטרדם. זקינו של הה״ק מבעלז) ושלחו לו כתב רבנות. ונתקנא בו זקיני הגאון מ׳ יוקל אבד״ק בראד. והיה בדעתו שכאשר יסע על הרבנות דרך עיר בראד אז יקנתר אותו לקפחו בהלכה כי הוא הי׳ חריף יותר ובנו של הגה״ק מהר… ⟦SEP⟧ (ח) הג״מ יעקב יוקל הלוי אבד״ק גלוגא. בראד. בניו היו. א׳ הג״מ מנחם מאניס אבד״ק זמיגראד. וראב״ד בלבוב נזכר בלוחות העדות ובשו״ת נוב״י מה״ת אע״ז סי׳ נ״ד לג…",edition_only,fuzzy,fuzzy,C_review,0.667,,,,,,,11568
ED::קשאנוב,קשאנוב,,,,,13,1,Seva-Ratzon,"מהה״ק ר׳ בעריש מאושפצין ז״ל ורבו הגה״ק מהר״ש מקשאנוב. ⟦SEP⟧ …שי׳ ויאמר לו הרב תיסע מהרה לפלעם כך שיבוש ויכלם ואחר כך אמר לו תדע כי אני לא פעלתי מאומו רק רבינו אשר הי׳ לי בקשאנוב הוא הבטחני אשר כל היוצא מפי יק הש״י והוא הי׳ לו כח זה מהה""ק רבי ר׳ אלימלך ז""ל והוא הי׳ לו בחזו ⟦SEP⟧ … שתרצה ולא יהי׳ לך תמי׳ כי הנני כותב דברים כמו נבואות דע כי לא נביא אני ולא בן נביא רק אדומו״ר הי׳ הרב הגאון מקשאנוב הבטיח לי כל אשר יצא מפי יקיים הש״י ולא משלי הוא. הק׳ בעריש פרומער"" ע״כ האגרת; ⟦SEP⟧ בשנת תקפ״ט נסע הה״ק ר״ב עם אנשי בריתו לק׳ קשאנוב על ל״ג בעומר יום היא״צ של רבו הגה״ק מקשאנוב וכאשר בא אל בית החיים צוה שכל אנשי קשאנוב יצאו מן האהל ולא ישארו … ⟦SEP⟧ …תירו החבלים מעלי׳ וביקשה מהם שיסעו עמה לביתה וכראותם כי נתרפאה לגמרי והיא מדברת כאחד האדם אז באו בחזרה להה״ק מקשאנוב לבשר לו הבשורה ויצעק הרב עליהם כו תיכף ומיד יסעו לדרכם ולא יספרו בקשאנוב לשום אדם :",edition_only,fuzzy,fuzzy,C_review,0.667,,,,,,,165
H-LOC_210,,Tulchin,Q997568,48.6739771,28.8563795,12,3,Khal-Hasidim; Shivhei-Habesht; Shivhei-Harav,"…מיד מנעלים טובים כי הי' לה בחנות מנעלים והבטיח לה שבוודאי יהיה לה ב״ז וכן הוה שנולד לה הרב הקדוש ר' ברוך מק""ק טולטשין : ⟦SEP⟧ … אשר הדפיס הרב את ספר התניא נתן ר' ברוך עבורו אדום זהב ואח״כ דברו דברי נרגנות זע""ז ומתחלה פתח הרב בשלום ונסע לטולטשין למקום משכן קודש של הרב ר' ברוך הנ""ל ונתרצו זל""ז ודברו באהבה וריעות אבל כאשר יצאו לטייל מחוץ לעיר נתהוה מריבה … ⟦SEP⟧ והנה מדי עבר הרב לטולטשין נזקק לבקשת אשה אחת לשלם לה טובה תחת טובה כי בעת אשר ישב הרב במאסר בפעטערסבורג פעם הראשון היתה שמה אשה אחת שמה… ⟦SEP⟧ …תל מערב היו עומדים חביות מלאי' תבואה והיו רואים שהתבואה רועדת וגם שמעתי ממנו אבל לא מפיו ממש בהיותו שוחט בק""ק טולטשין הי׳ שובת ר׳ דוד הנ' ועשה ר׳ דוד מכפר תלאדווקע תנאים ושלח עגלות אחר כל המקבלים וגם מ' דוד מ״מ הנ' נסע על התנאי… ⟦SEP⟧ … וגם מר' יוסף בן רבי משה מק""ק פולנאי שמעתי כמה נוסחאות בזה המעשה אבל פ""א שבת אצל הרב דקהלתינו ר׳ דוד מ״מ דק""ק טולטשין שהיה נכד של הצדיק ר׳ דוד פורקעס וסיפר לי מעשה שאיש אחד שבחי הבעש""ט 97 אחד הוליך בנו משוגע להבעש״ט וכשהגיע א' …",authority,name_exact,wikidata,B_review,0.99,False,phonetic_mismatch,81438,Tulʹchyn (Ukraine),טולצ'ין (אוקראינה),0.5,
H-LOC_206,,Kam'yanka,Q13520833,49.0306474,32.1150933,11,3,Khal-Hasidim; PeerMikdoshim; Shivhei-Habesht,"…״ז ואחר התפלה הלך לעיר שמעבר הנהר אצל הפ""ח ואכל שם וישן מעט והלך לבה״כ לדרוש ובעת שלש סעודות בא להבעש״ט ואנשי קאמינקא היה המנהג כשהיה הבעש״ט אצלם העמידו להם שולחן מן הצד והאורחים יושבים עם הבעש״ט על השולחן שבבית וכשראו אותו שבא… ⟦SEP⟧ מעשה מהבעש״ט הקדוש זי""ע אשר סיפר הגאון הצדיק ר׳ שלום מקאמינקא זצ״ל : ⟦SEP⟧ כד אתכנשו כל צדיקי הדור על היא""צ ברופשיץ. באה אשה אחת לפניהם ובתוכם הי׳ הגאון מקאמינקא ז""ל וצעקה האשה בבכי יליל תמרורים כי נתנה סך שמנה מאות רייניש כסף לאיש אחד ממכירי' כי יסע על הכפרים לקחת פשתים… ⟦SEP⟧ … מתשוקתו ונתעכב עוד אצלו כי אמר אולי מקרה הוא ואמצאשעת הכושר לבא אצלו ויהי היום נזדמן נסיעה להבעש״ט ליסע לק""ק קאמינקא ומראמפאלי ואמר הבעש״ט להמוכיח שיסע אותו עמו ונתמלא שמחה שבדרך בוודאי ישיג מבוקשו ונסעו יחד עוד עם כמה אנשים ו… ⟦SEP⟧ מעשה מהבעש״ט הקדוש זי""ע אשר סיפר הגאון ר׳ שלם מקאמינקא זצ״ל",authority,fuzzy,fuzzy,C_review,1.0,,,,,,,14272|75609|16115
ED::עיר,עיר,,,,,11,5,Hitgalut-HaZadikim; Maasiot-veSihot-Zadikim; Shemen-Hatov; Sipurim-Nehmadim; shivheiZadikim,"…רות ראשם עמדו עליהם מפחד כי לא ידעו מה הוא. פתאום הפך המגיד הקדוש את פניו להאנשים. ואמר אולי יש בכאן איש אחד מעיר פילוב. וחפשו לא מצאו. רק איש אחד מהמוני עם מכפר אחד הנקרא ראנוויץ שהוא באמצע הדרך ההולך מפילוב לעיר גניוואשאו… ⟦SEP⟧ מעשה מהצדיק הקדוש רבי ר' ברוך ז""ל נכד הבע״ש ז""ל העיר טשיטשילניק עם ז׳ כפלים סמוכים להעיר היו שייכים לאדון אחד ונתעלה האדון הנ""ל וקבע דירתו בעיר פעטערסבארג כי נעשה… ⟦SEP⟧ הרב הגאון ר׳ יצחק מהאמבורג היה לאב""ד והרב ר׳ יצחק מדרא אביטש הי׳ המגיד ושניהם היו בעיר דראהאביטש ואירע המעשה כאשר אבאר לקמן הנה בעיר הנ""ל היה איש אחד סוחר גדול ומת האיש הנ""ל ולא הניח צוואה לבניו מ… ⟦SEP⟧ …הרב מפפ""ד הוא בעל הפלאה ז""ל. והענין היה הבחור הלז הי' לשעבר בפפ""ד בישיבת הרב בעל הפלאה. והוא בעצמו הי' מתושבי עיר זלאטשוב וכשגמר לימודו בישיבת הרב בעל הפלאה חזר לביתו ועיירו. וכאשר שמע שהרב בעל הפלאה עובר דרך זלאטשוב. לזאת … ⟦SEP⟧ הרדיפות. שהי׳ לזקיני הרר״ש בעירו נאלץ לעזוב את רוטשעוואהל אם גם היתה שם רבנות גדולה. כי ר״פ ישובים עד עיר ווארשא הי' שייכים לעיר ראטשעוואהל ב…",edition_only,no_match,,C_review,0.0,,,,,,,
ED::ווארקא,ווארקא,,,,,11,2,Tiferet-Hayyim; Toldot-Haniflaot,"סיפר מורי בוצ״ק הרב מהר״י מווארקא זצוקללה""ה כאשר ישבו לפניו גדולי ונפל בפיהם דבר שכל דבר הבית ישראלתולה בהמשרת והשליח אם הוא איש טוב נתהפך הכל … ⟦SEP⟧ נ פ״א היה ההק׳ הצדיק מווארקא זצ״ל במאגלניצא והיה מרן ז״ל עושה סעודה גדולה עבורו כדרכו תמיד, ובעת השתיית יין היה דוחק אחד מבני הנעורים החסי… ⟦SEP⟧ סז שמעתי כ״פ מהרבני החסיד ר׳ איסר מ, כי פ""א ווארקאקודם ר״ה כאשר הוצרך לנסוע למאגליניצא, היה הולך אל ההק' המפורסם מווארקא ליטול רשות, ואמר לו ההק' תבשר לההק׳ ממא… ⟦SEP⟧ סח ראיתי אגרת מהה""ג הצדיק ר׳ פייבל מגריצא ז״ל, אל מרן ז""ל מנאדרזין בעת שהיה ההק׳ בווארקא שם והיה נחלה בחולי גדול ר""ל, והיה כתוב בדרהאגרת הגם כי זה שלש שנים אשר ידעתי כי כ״ק מעורר רחמים עליו וכו׳, וה… ⟦SEP⟧ פ""א היה מרן ז""ל נחלה מאד, ובא ההק׳ המפורסם ז""ל מווארקא לבקרו, והיה יוצא מחדרו ז""ל לחדר החיצון, ושמעתי ממנו שתמה ואמר כי אין איש אחד שיהיה לו דעה אצלו שישמע לדבריו ש…",edition_only,no_match,,C_review,0.0,,,,,,,
ED::הר סיני,הר סיני,,,,,10,5,Hitgalut-HaZadikim; Shivhei-Habesht; Shlosha-edrei-zon; SipureiAnsheiShem; Tiferet-Hayyim,"…ואהרן נגד ישראל הן בדיבור רע והן במעשה אדרבא היו סובלים אותם בכל מה שאפשר. ועוד יש לדקדק הלא ראו בפירוש במעמד הר סיני דנגש משה לבדו ודבר עם השי""ת פנים בפנים מה שלא היה אפשר להם לקרב כ״כ וגם אמרו למשה דבר אתה עמנו וגו׳. וראו בינ… ⟦SEP⟧ …רו ארבעים שנה במדבר ויהיו מוכרחים להלוך אחר הנהגת רוממות של משה רבינו היו מתרעמים שא""א להם לקבל וכמו שאמרו על הר סיני שאינם יכולים לקבל כבודו והתנשאותו ית׳ שלא מותו כן היו טוענים עתה ג״כ שאין יכולים לקבל התנשאות ורוממות דרכי מש… ⟦SEP⟧ גם שמעתי מהרב הנ""ל שראה הבעש״ט את המלאך הדרניאל שהוא מלאך שני שפגע מרע""ה בעליתו בהר סיני כאמור בזוהר הקדוש : ⟦SEP⟧ …ר שלח הש""י את משה רבינו אל פרעה סירב מאד ככתוב בתורה. כי לא רצה לעסוק בדברי מלכים מחמת עניוות אמנם כאשר שלחו להר סיני לקבל התורה אז לא סירב אעפ""י שכתר תורה גדול מכתר מלכות אפ""ה רץ בשמחה גדול לקבל התורה ⟦SEP⟧ …מצא כתוב בהספר המנהג הלזה מפורש וטעמו שברוך שאמר הוא כנגד עשרה הדברות וצריך לאומרו על הבימה דוגמת מתן תורה על הר סיני וילך להראות את הרב מקור המנהג ומפני כבודו של הרב שכבר ביטל המנהג עשו שיאמר השמש של ביהכנ״ס שעומד על הבימה ברו…",edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,1737|1189|13994|1235|16121
ED::זעליחאוו,זעליחאוו,,,,,10,2,Hitgalut-HaZadikim; Toldot-Haniflaot,"…ושאל הרה״ק ר׳ יחזקאל לאנ""ש אם יש בכאן איש שהכיר את הקדוש מבארדיטשוב הנ""ל וחיפשו ולא מצאו. רק איש זקן אחד עני מזעליחאוו. וצוה הרבי מקאזמיר הנ""ל להביאו אליו. וכאשר בא העני שאל אותו הרה״ק אם הכרתם את הקדוש מבארדיטשוב אשר היה מקודם … ⟦SEP⟧ מו שמעתי מהחסיד המפורסם ר׳ ראובן מזעליחאוו ז""ל אשר היה מקורב אל מרן ז״ל מאד, כי פעם אז היה החולי הנ""ל מתהלך מאד ר״ל, ובעיר זעליחאוו היה ממש אין בית בו, … ⟦SEP⟧ סיפר לי הה״ג החסיד ר׳ יעקב יצחק אב״ד דעיר סאבין סטבן הרב הצדיק ר׳ משה סטעניצר מזעליחאוו אשר היה בפ״אמאגלניצא בחג הסוכות והיה דרך האנשים אשר שמותם בשמות האושפיזין להעמיד יין ביום אושפיזו, והוא לא הע… ⟦SEP⟧ עב פ״א היה מרן נחלה למאד, בכל העיירות היה רעש גדול והיו אומרים תהלים ומבקשים רחמים עבורו והיה נשלח גם לזעליחאוו אל הרב הצדיק ר׳ משה סטעניצר לבקש רחמים עבורו, כי מרן ז""ל היה מחזיק אותו לצדיק גדול מאד והיה תלמיד מובהק של מר… ⟦SEP⟧ עד שמעתי מהחסיד המפורסם ר׳ ראובן מזעליחאוו הנ""ל, אשר פ״א דיבר מרן ז״ל עמו מהה״ק ר׳ מיכל , אשר היה רגיל להיות בג״ע וסיפר כמה מעשיות מזה, מזלאטשובואז גילה…",edition_only,no_match,,C_review,0.0,,,,,,,
ED::עזבוז,עזבוז,,,,,10,5,Derech-Haemuna; Maasiot-veSihot-Zadikim; MaasiyotUmaamarimYekarim; Sipurim-Nehmadim; shivheiZadikim,"…כן ומזומן לחיי׳ עולם הבא, כי תהלה לאל לי עשירית בעזה""ש, ויאמר הבע״ש טוב הדבר אך אם תרצה עוה״ז תבא לביתי לעיר מעזבוז ושם אברכך למען שתזכה לעולם הבא וזאת איעצך הנה הדרך רחוק מאוד מכאן. ע""כ תקנה בכאן כמן חביתין יין טוב ותמכור שמ… ⟦SEP⟧ …מנו ראטע ויסע המוכסן הנ״ל להרה״ק ר׳ זצוק""ל הנ""ל משה חיים אפריםנכד ה והרה״ק הנ״ל היה אז משכן כבודו בעיר מבעש״ט עזבוזאשר שם ספון זקנו הקדוש ה וקודם שבא המוכסן בעש״טלהרה״ק הנ""ל הלשינו עליו לפני הרה״ק הנ״ל ואמרי לו תדעו כי יבא לפ… ⟦SEP⟧ …התפלל ויבינו כי הוא הרב דמתא ויתן להם שלום ויכר בפניהם כי הם אנשים גדולים וישאל אותם מאין אתם ויאמרו לו מעיר מעזבוז וישאל אותם באיזה מדינה היא עיר מעזבוז כי מעולם לא שמע מעיר מעזבוז כי היה מרחק רב משם ויאמרו לו באיזה מדינה הי… ⟦SEP⟧ …ורים הקדושים שיצאו מפיו הקדוש נעשה מרוצה לקהל ואחר התפלה שאלו הקהל להרב מי הם האנשים האלה ויספר להם שהם מעיר מעזבוז וכולם אמרו כי מעולם לא שמעו מעיר מעזבוז וכאשר סיפר להם הרב שאמרו כי היום נסעו ממעזבוז אז תמהו כל הקהל מאד כי … ⟦SEP⟧ … בתמימות. גדולה. אמת שאינו מכירו כלל. אך תמיד הנני שומע במתיבתא דרקיע שאומרים תורה בשם איש א׳ ששמו ברוך מעיר מעזבוז. ובעת שאומרים תורה בשמו נעשה שמחה גדולה בין המלאכים. ולכן אני שואל עליו מיני׳ דמר אם הוא מכירו. ובשמעו הדיבור…",edition_only,no_match,,C_review,0.0,,,,,,,
"ED::אבד""ק","אבד""ק",,,,,10,4,Maasim-Tovim; Shemen-Hatov; SipureiAnsheiShem; shivheiZadikim,"…יק במכתב הרב מסעראצק כ׳ בשם הרב ר׳ אליעזר מאוליינאב אשר זקיני הר״ר שמעלקי מנ""ש הי' מקודם תלמיד הג״מ יצחק חריף אבד""ק סאמביר בהג״מ יוסף משה אבד״ק הנ""ל בע״ס מגיד משנה על משנת חסידים] ויהי בעת אשר התלקחה אש המחלוקת בין הגאון מווי… ⟦SEP⟧ סא) כתב ש""ב הג״מ שמואל הכהן בארשטין שי׳ אבד""ק ⟦SEP⟧ …בס׳ ענף עץ אבות. ב) הג״מ מאיר יעקב הלוי איש הורוויץ נדפסו חידושיו בסו״ס הפלאה והוא היה חתן דו״ז הגה""ק מ׳ שאול אבד""ק אמשטרדם. ג) זקנתי הצדיקת מרים אשת ז׳ הגה""ק מ׳ צבי יהושע הלוי אבד״ק טרייבוטש בע״ס סמיכת משה בן אחיו הרר״ש מנ״ש… ⟦SEP⟧ …ין אמת. ו) מהגאון הקדוש רבי ר׳ העשיל מקראקא עם המוכיח ועם בעל התוספ' הר״י מאודליוניש. ז) מהגה""ק רבי מרדכי זאב אבד""ק לבוב ע""ד הדגים לכבוד שבת ח) מהגה""ק אור העולם הבעש״ט ז""ל ע""ד התיקין נשמות ט) מהגה""ק רבי מרדכי מטשערנאביל ע""ד ל… ⟦SEP⟧ הרב הגאון הצדיק מו""ה שמעון סופר זצ""ל אבד""ק קראקא התראה פנים בהיותם בצוותא חדא בעיר מרחץ באדען וגם איקלע",edition_only,no_match,,C_review,0.0,,,,,,,
ED::זיווהעל,זיווהעל,,,,,10,1,Maim-Rabim,"…בוד מחו' הה״ק ר׳ משה שליט״א מזעלעחאוו בשם כבוד דודו (אחי אביו הה״ק ר׳ יצחק שלמה זצלה""ה) הה״ק ר' מרדכי שליט״א מזיווהעל וכותב עוד שם בשם אביו הה״ק רי״מ מ ששמע מאיש נכבד שסיפר בשם דודו זיווהעלהה״ק ר״י מיאמפאלא אשר ע״ב דורות לא פסק… ⟦SEP⟧ הה״ק רי״מ מ זצוקללה״ה הי׳ מעביר הסידרא בזלאטשובס״ת ובנו הרה״ק ר׳ משה הימזיווהעל׳ אומר לו התרגום מחומש. ובא לפניו איש גדול ומפורסם מו״ה יודיל מפאטיקזצ""ל ואמר לו הה״ק רי״מ יודיל אתה הולך בשק … ⟦SEP⟧ …לא בנו של הה״ק רבינו רי״מ זצ""ל. בא למעזריטש ואמר יש בכאן ספר תורה חסר פסוק א׳. לימים הי׳ שם אחיו הה״ק ר' משה מזיווהעל וצללה""ה והי׳ מעביר הסידרא בס״ת. ובנו הה״צ ר׳ יחיאל מיכל זצללה״ה מ הי׳ אומר לו התרגום ומצאו שם הטעות בפ' דברי'… ⟦SEP⟧ (ב) הילולא שלו, י״ב תשרי תרט״ז וימי חייו בערך שבעים ומנ״כ בזיווהעל. וכעת הה״ק ר׳ מדרכי (שליט״א) [זצוק""ל] ממלא מקומו לאוי״ט בזיווהעל. ואשת הה״ק בנש״ק הרב הקדוש המפורסם ר׳ ישכר ב… ⟦SEP⟧ (ג) יום הילולא שלו. יו״ד אייר תקצ״א ומנ״כ בזיווהעל וראיתי הסכמתו על ס׳ החושן בשנת תקע״ו). קצות",edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,19544|69934
ED::ארץ,ארץ,,,,,9,7,Hitgalut-HaZadikim; Maasiot-Pliot; Maasiot-veSihot-Zadikim; MaasiyotUmaamarimYekarim; Sefer-Moraim-Gdolim; Shemen-Hatov; SipurimUmaamarimYekarim,"וימת הרח בחרן. נ""ל פירושו מחמת דהיה לתרח איתערותא טובה והיינו לילך לארץ כנען דהייא ארץ ישראל שנקרא ארץ החיים ועתה כשבא לחרן חזר בו ונשאר בחרן דהוא חוץ לארץ ע״כ שפיר אמר וימת וגו׳ זה… ⟦SEP⟧ … מהור״ר נפתלי כ״ץ ז""ל שהי׳ אב""ד דק""ק אוסטראה ובק""ק פוזין ובק""ק פראנקפורט דמיין לעת זקנתו ונסע עם אשתו הרבנות לארץ הקדושה. ויהי בבואו לעיר הגדולה סטאמבול הנקראת בלשון אשכנז קאנשטנטינאפיל נפל על ערש דוי ויאמר לכל הנצבים עליו … ⟦SEP⟧ …דאי מותרים לאכול אגוזים כי אגוז בגימ׳ טוב ועשרה פעמים טוב בגימ׳ ניסן כי השם א""ה""ו""ה היוצא מפסוק את השמים ואת הארץ ונקרא גושפנקא דמלכה י' פעמים א׳ מספר י׳ י' פעמים ה׳ מספר נ׳ י' פעמים ו׳ מספר ס׳ י' פעמים ה׳ מספר נ' עולה גימ׳… ⟦SEP⟧ …ם ר""א אמר כל צדיק וצדיק שאומות העולם הורגים אותם הקב״ה כותב בפרפורא שלו שנאמר ידין בגוים מלא גויות מחץ ראש על ארץ רבה מנחל בדרך ישתה על כן ירים ראש . ⟦SEP⟧ …מקדש ראש סנהדרין חריף וחכם ולמד בסם המות של תורה והוא היה הראשון שהכה על הלתי והפנים של הנביא ואמר לו אתה עם הארץ זכריהמתנבא בנביאות ועל ידו נפלו עליו עמי ה רשעים גמורים ארץוהרגו אותו וצוה שיכתבו על מצבתו פה נטמן מי שהרג וא…",edition_only,no_match,,C_review,0.0,,,,,,,
ED::קאמיניץ,קאמיניץ,,,,,9,4,Khal-Hasidim; Maasiot-veSihot-Zadikim; Peulat-Hatzadikim; Shivhei-Habesht,"…גדול בעולם כי כמה אנשים שלחו ספריהם למדינת וואלחיי' וזה הקטרוג הי' מן הכת שבתי צבי ימ""ש ושרף הבישוף אחד של עירקאמיניץ שני גמרות מש""ס והרב דקהלתינו אמר כי לקח מהמוכסין דכפר שלו ש""ס בחזקה ושילם לו עבור הש""ס והניחם על האש ובעוה""ר … ⟦SEP⟧ …יו ברכושם ועם רכוש בניהם ואפילו עם מנעלים שלהם לא הי' באפשרי לחזור לו הפך הנ""ל והתחילו לדון בערכאות שלהם בעיר קאמיניץ השר הנ""ל לקח לעצמו אדווקאט והם ג״כ לקחו להם אדיווקאט ונמשך הפרצעם זמן רב עד שנשארו בעירום ובחוסר כל והיו נוסע… ⟦SEP⟧ …חו ספריהם למדינת וואלחי' שבחי הבעשט 18 19 וואלחיי' וזה הקטרוג היה מן הכת שבתי צבי ימ״ש ושרף הבישוף אחד של עיר קאמיניץ שני גמרות מש""ס והרב דקהלתינו אמר כי לקח מהמוכסין דכפר שלו ש""ס בחזקה ושילם לו עבור הש""ס והניחם על האש ובעו""ה נ… ⟦SEP⟧ … מסטרא אחרא מסטרא דקדושא געפינען מיר נאר אז איין יוד קאן דיינען להשי""ת נאר מתוך הרחבה גדולה. כן הי׳ אומר בעיר קאמיניץ בימי החול ובש״ק בעיר סאדיגערא הוסיף והביא המקרא לבן קרא לו יגר סהדותא לשון יגר בחינת יראה וצמצום אבל יעקב קרא…",edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,16219|9048
