name,occurrences,editions,contexts,suggested_id,action,_match_status,_match_method,_confidence,_kima_id,_kima_name_rom,_kima_name_heb,_distance_km,_candidates
זיווהעל,10,Maim-Rabim,"…בוד מחו' הה״ק ר׳ משה שליט״א מזעלעחאוו בשם כבוד דודו (אחי אביו הה״ק ר׳ יצחק שלמה זצלה""ה) הה״ק ר' מרדכי שליט״א מזיווהעל וכותב עוד שם בשם אביו הה״ק רי״מ מ ששמע מאיש נכבד שסיפר בשם דודו זיווהעלהה״ק ר״י מיאמפאלא אשר ע״ב דורות לא פסק…

הה״ק רי״מ מ זצוקללה״ה הי׳ מעביר הסידרא בזלאטשובס״ת ובנו הרה״ק ר׳ משה הימזיווהעל׳ אומר לו התרגום מחומש. ובא לפניו איש גדול ומפורסם מו״ה יודיל מפאטיקזצ""ל ואמר לו הה״ק רי״מ יודיל אתה הולך בשק …

…לא בנו של הה״ק רבינו רי״מ זצ""ל. בא למעזריטש ואמר יש בכאן ספר תורה חסר פסוק א׳. לימים הי׳ שם אחיו הה״ק ר' משה מזיווהעל וצללה""ה והי׳ מעביר הסידרא בס״ת. ובנו הה״צ ר׳ יחיאל מיכל זצללה״ה מ הי׳ אומר לו התרגום ומצאו שם הטעות בפ' דברי'…

(ב) הילולא שלו, י״ב תשרי תרט״ז וימי חייו בערך שבעים ומנ״כ בזיווהעל. וכעת הה״ק ר׳ מדרכי (שליט״א) [זצוק""ל] ממלא מקומו לאוי״ט בזיווהעל. ואשת הה״ק בנש״ק הרב הקדוש המפורסם ר׳ ישכר ב…

(ג) יום הילולא שלו. יו״ד אייר תקצ״א ומנ״כ בזיווהעל וראיתי הסכמתו על ס׳ החושן בשנת תקע״ו). קצות",,,fuzzy,fuzzy,1.0,,,,,19544|69934
קאמיניץ,9,Khal-Hasidim; Maasiot-veSihot-Zadikim; Peulat-Hatzadikim; Shivhei-Habesht,"…גדול בעולם כי כמה אנשים שלחו ספריהם למדינת וואלחיי' וזה הקטרוג הי' מן הכת שבתי צבי ימ""ש ושרף הבישוף אחד של עירקאמיניץ שני גמרות מש""ס והרב דקהלתינו אמר כי לקח מהמוכסין דכפר שלו ש""ס בחזקה ושילם לו עבור הש""ס והניחם על האש ובעוה""ר …

…יו ברכושם ועם רכוש בניהם ואפילו עם מנעלים שלהם לא הי' באפשרי לחזור לו הפך הנ""ל והתחילו לדון בערכאות שלהם בעיר קאמיניץ השר הנ""ל לקח לעצמו אדווקאט והם ג״כ לקחו להם אדיווקאט ונמשך הפרצעם זמן רב עד שנשארו בעירום ובחוסר כל והיו נוסע…

…חו ספריהם למדינת וואלחי' שבחי הבעשט 18 19 וואלחיי' וזה הקטרוג היה מן הכת שבתי צבי ימ״ש ושרף הבישוף אחד של עיר קאמיניץ שני גמרות מש""ס והרב דקהלתינו אמר כי לקח מהמוכסין דכפר שלו ש""ס בחזקה ושילם לו עבור הש""ס והניחם על האש ובעו""ה נ…

… מסטרא אחרא מסטרא דקדושא געפינען מיר נאר אז איין יוד קאן דיינען להשי""ת נאר מתוך הרחבה גדולה. כן הי׳ אומר בעיר קאמיניץ בימי החול ובש״ק בעיר סאדיגערא הוסיף והביא המקרא לבן קרא לו יגר סהדותא לשון יגר בחינת יראה וצמצום אבל יעקב קרא…",,,fuzzy,fuzzy,1.0,,,,,16219|9048
בוניטש,8,Khal-Hasidim; Sipurei-Zadikim,"שמעתי מזקן אחד מבוניטש אשר היה בצוותא עם רבי ליב שרהס בווין הבירה והנני להציעה לפני הקורא באריכות : הנה עיר קטנה סמוכה למאהליב דרוסי…

שמעתי מזקן אחד מבוניטש אשר היה בצוותא עם רבי ליב שרהס בווין הבירה והנני להציעה לפני הקורא באריכות: הנה עיר קטנה סמוכה למאהליב דרוסיא…",,,fuzzy,fuzzy,1.0,,,,,80197|76888
בירושלים,8,Buzina_Denehora; Hitgalut-HaZadikim; Maasiot-Pliot; MaasyiotMzadikeiYesodeiOlam; SipureiAnsheiShem,"…ושלים. ונקרא מוצא משם היו מוציאין ערבה. ערב״ה. לשון ערב : לשון מתיקות. וירושלים היא הלב : שהלב הוא יסוד לאדם. בירושלים שהיא יסוד לכל העולם. וכך. אומרת המשנה מצות ערבה. כיצד. האיך יכול אדם לטעום מתיקות במצוה ובעבודת השי""ת. מקום ה…

… כא) הרה״ק ר׳ ישכר דוב מראדשיץ כב) הרה״ק ר׳ יחזקאל מקאזמיר כג) הגאון הקדוש ציס״ע ר׳ ישראל משה חזן ראשון לציון בירושלים כד) הרה״ק ר׳ יהודא ליב מאופלע כה) הרב הקדוש ר׳ לוי יצחק מברדיטשוב

יד. מעשה הי' בירושלים בשנים קדמוניות. אשר הי' מנהג שם שהרב הוא הי׳ מחלק מעות ופרס לכל אחד ואחד קודם חג הפסח וכמו כן הי' מחלק קופה ש…

ובימים ההם הי' שם בירושלים איש אחד חכם וצנוע מאוד וילחץ עני בעניו ובהחלק הקופה לא זכר הרב את האיש ההוא וישכחהו מליתן להעני ת""ח וצדיק. וי…

וידקור את נחמיה בירושלים וספרו אותו כל ישראל ויתמרמרו עליו במרירות ובכיות ואח״כ תבא אשת נתן הנביא בן דוד חפצי בה אם מנחם בן עמיאל בן ד…",,,fuzzy,fuzzy,0.833,,,,,691|23674|13560
ציון,8,Buzina_Denehora; Derech-Haemuna; Hitgalut-HaZadikim; MaasyiotMzadikeiYesodeiOlam,"…ר בפני הרב ר״ב. כי הי' מקרבו ביותר ובליל שבת היה יושב בשלחן הרב. והנה זה האיש הי' מן אותן המתאבלים שם תמיד על ציון וירושלים אשר דרכם להיות תמיד ביגון ואנחה. וכאשר זמר הרב כל מקדש כדרכו בניגון הרגיל. ובא לאלו התיבות. אוהבי ד׳…

…שיסחא כא) הרה״ק ר׳ ישכר דוב מראדשיץ כב) הרה״ק ר׳ יחזקאל מקאזמיר כג) הגאון הקדוש ציס״ע ר׳ ישראל משה חזן ראשון לציון בירושלים כד) הרה״ק ר׳ יהודא ליב מאופלע כה) הרב הקדוש ר׳ לוי יצחק מברדיטשוב

…ה בכל הספירות עד מלכות שמים מלכות כל העולמים ומשם יבנה ויכונן מלכות בית רור ויצמח פורקני׳ ויקרב משיחא וימלוך בציון במהרה בחייכון וביומיכון ובחיי דכל בית ישראל ויהי ד׳ אחד ושמו אחד ואתה שלום וביתך שלום וכל אשר לך שלום ר׳ עוז …

…ברכת התינוק ומכ״ש בביה״כ כשהחזן חוזר ומתפלל תפלת י״ח ובפרט ב׳ אמן שאין העולם נזהרים בהם א׳ אצל המחזיר שכינתו לציון אומרים תיכף מודים אנחנו לך ואין עונין אמן ואצל מעריב של שבת ופרוס כו׳ כשמסיים הש""ץ ועל ירושלים מתחילים ושמרו …

… ישראל והחזירנו בתשובה שלימה לפניך וקרע כל המסכים המבדילים ביננו לבינך והאר פניך על מקדשך השמם למען אדני ובא לציון גואל והיה ה׳ למלך על כל הארץ ביום ההוא יהיה ה' אחד ושמו אחד כי״ר :",691,,name_exact,name_exact,0.95,691,Jerusalem (Israel),ירושלים (ישראל),,691
פרייסין,7,Seva-Ratzon; Shlosha-edrei-zon,"עוד סיפר לנו אדומ״ו הרב הק' מ' בעריש כי פ""א בשעת לימוד חריפות באו ב׳ אנשים בקרון ועל העגלה הביאו בת משוגעת מפרייסין ועמדו עם העגלה לפני בית הרב והיא שכבה בקרון קשורה בחבלים ובקשו ממנו שיושיע לה והשיב כי הוא אינו טוב יהודי רק …

ועתה אספר לכם מה שנעשה מעשה נפלא ע״י מעשה זו מקום יש בפרייסין ושמו אלט ברויען והיה יומא דשוקא ובא הקצב הנ""ל ג""כ על השוק לקנות בהמות וראה הנגידים

כמו רבע פרסה סמוך לאושפצין יש מקום ושמו נייאבראהן העומדת על גבול פרייסין וקרה מקרה לקצב א׳ יחודי בעת עסקו במלאכתו נתחב לו הסכין הגדול בדפק ולא יכלו לעצור הדם כי נחתבו הגידין ויצוו הר…

והנה מקום יש בפרייסין ושמו אלטברויען והי׳ יומא דשוקא ויבא הקצב הנ״ל גם בתוך הבאים לקנות בהמות וירא כי איזה נגידים יחד עומדים ונגיד …

…להאדון ויקבלהו בספ״י והשכיר לו הכל כרצונו ויקח הרה״ל את הקאנטראקט וילך להרב דשם ויאמר לו דברי חידודין כי רבני פרייסין עושים אפיקורסים במדינה וילך לשוק ויספר להאנשים דשם והראה להם כי כאשר גזר אומר הה״ק כן יקום והרב נתבייש מאד אז…",,,fuzzy,fuzzy,1.0,,,,,27024|19894|8542|82418|7697
דאליינע,6,Maasiot-veSihot-Zadikim,"שמעתי מהצדיק ר׳ שלמה סופר ז""ל מדאליינע שהיה פעם אחת בקאסיב אצל הצדיק ר' מענדלי זצללה""ה ביו""ט שני של חג הסוכות וסיפר בזה הלשון שביום הושענא רבה אחר ה…

שמעתי מהצדיק ר׳ שלמה סופר ז""ל מדאלינע פעם אחת היו כמה צדיקים יושבים מסובים על סעודת ר""ח ניסן בק׳ זידטשוב והר, שלמה ז""ל הי' ג""כ הוא מיסב עמהן ובעת ה…

איש חסיד אחד ושמו ר׳ אייזיק מ״ק דאליינע היה דרכו לילך בכל פעם להמגיד הצדיק הקדוש ר׳ צבי מנאדבורנא בעהמ״ח ס׳ צמח ד׳ לצבי והיה דרכו לילך דרך הכפרים וסמ…

עוד מענין אליהו ז""ל סיפר הצדיק ר׳ שלמה סופר ז""ל מדאלינע אשר חסיד אחד ממקורביו להצדיק מלובלין ביקש ממנו להראות לו אליהו ז""ל אמר לו הרב ז""ל לך להספינה שקורין פיראן ותע…

… כי בשעת תקיעת שופר היה יכול לבקע את ראשו שלמי שלא שמר א""ע ופעם אחת בא תחת ידו החסיד ר' משה מכפר סתידאל סמוך לדאליינע ובקע את ראשו עם השופר ופעם אחת הלך בהעיר בארדיטשוב קודם פסח וראה שסדין הבתים ושיפשפו ורחצו והכשירן",,,fuzzy,fuzzy,1.0,,,,,70345|70694|21673|18220|10873
קוצי,6,tmimei_derech,"בשנת תתקל״ב לאלף החמישי היה בעיר קוצי איש תם וישר ר׳ אברהם שמו ולו שני בנים שם הא׳ ר׳ שמשון משכיל ונבון יושב אוהלים בין בעלי התוס׳ : המה בתורת ה' י…

בכלות השנה מפקודת המלך. והעיר נבנתה כלולה ביפעתה. וישלח המלך ספרים אל שרי וסגני מדינת עיר קוצי. אשר השר נוסע מעיר המלך לעירו, ויצאו מכתבים שניים ושלישים אל השרים והפחות. בפקודת המלך שיסולו המסלות אשר השר …

…יהם. והמלך והשרים מפוזים ומכרכרים בכל עוז. ויהי כן שלשה ימים אחר זה חזרו המלך והשרים לביתם והבעתו""ס נוסע לעיר קוצי, ובכל עיר אשר עבר דרך שם. כבדוהו שרי המלך ככבוד המלך בבואו קרוב לעיר קוצי שלח רץ אחר רץ להכין לו בית לשבת (כי…

השר מקוצי",14064,,name_exact,name_exact,0.95,14064,Coucy-le-Château-Auffrique (France),קוסי-לה-שאטו-אופריק (צרפת),,14064
ראדי,6,Hitgalut-HaZadikim; Shemen-Hatov,"… ר' משה ליב מסאסוב נבג״מ להרב קודש הקדשים הרבי ר' מיכלי זצ""ל לק""ק זלאטשוב. ולא מצאו את הרב בביתו כי נסע לעיר בראדי. ויסעו משם לעיר בראדי. ויבאו למקום תחנות הרב הנ""ל בראש חודש והרב עשה בעיר בראדי סעודת ר""ח לפני גדולי העיר. ומ…

…עמהם או לעמוד בקהל עדתם ושלא לאכול משחיטתם כידוע לכל הקורא בספרי כותבי הימים ההם. כפי הנראה הלכו גם חכמי עיר בראדי שהיתה אז מלאה חכמים וסופרים אחר עצת הגאון ז״ל רדפו את החסידים מנוחה הדריכום החרימו אותם נתנום לחרפה ולכלמה. […

דברי שמואל העתק מאגרת הרב הגאון המפורסם מו״ה שמעלקי אב""ד דק״ק ניקלשפורג ששלח אל הגאונים המפורסמים דק' בראדי בשנת תקל""ב לפ""ק :

…. ה""ה ראשים רוזנים קצונים התורנים והרבנים. מסולאים בפז ודרכמונים. הנגידים המפורסמים מנהלי עדת צאן קדשים דק""ק בראדי

…ביו. ובשנת תקי״ד נתקבל לאבד״ק בראד. והסכים שם על ס׳ מאמר קידושין וחתם שם ראבד״ק גלאגוי ונתקבל עתה לאב""ד דק""ק בראדי. וכשמת הגאון רבי ר׳ יהונתן איבשיץ. התועדו הקהל דג' קהלות אה״ו בחדש שבט על אודות מינוי רב חדש. והיו על הבירור …",,,fuzzy,fuzzy,1.0,,,,,468|2044|677|16171
טלוסט,6,Khal-Hasidim; Shemen-Hatov; Shivhei-Habesht,"…תפילתכם וסיפר המוכסין דברי העכו""ם להבעש״ט ואמר לו לך אמור להעכו""ם שהיום יהיה גשם וכן היה. אח""כ קבע דירתו בק""ק טלוסט והיה שם ג""כ מלמד ולא היה ביכלתו לעשות מנין בביתו וקיבץ אצלו אנשים והתפלל עמהם והיה לבוש רק בטוזליק של קומאיי …

… בעש״ט זצ״ל התחיל להתנוצץ ולהתפרסם בעולם ברוב אותותיו ומופתיו שעשה. אז הי׳ מקום דירתו ומושבו בעיר טאסט שקורין טלוסט. הסמוכה לעיר טשארטקוב. וזה הי׳ בעת היות זקיננו הק׳ הרצ״ה אב״ד בטשארטקוב והגליל. ובמדינת קיר״ה נקרא גליל קרייז…

טלוסט כדי לגרש בכח הממשלה את הבעש״ט מעיר הנ״ל. וכן היה שנסע לעיר טלוסט. והלך בעצמו לבית הבעש״ט. ויהי כבואו לביתו מצ…

… בתפילתכם וסיפר המוכסן דברי הנכרי להבעש״ט ואמר לו לך אמור להנכרי שהיום יהיה גשם וכן היה : אח״כ קבע דירתו בק""ק טלוסט והי׳ שם ג״כ מלמד ולא היה ביכולתו לעשות לו מנין בביתו וקיבץ אצלו אנשים והתפלל עמהם והיה לבוש רק בטוזליק של קומ…",,,fuzzy,fuzzy,1.0,,,,,19256|14550|4615
מעזיבוש,6,Seva-Ratzon; Shemen-Hatov,"ברוך ממעזיבוש והתרעומת שנצמח שם בין הצה״ק זי״ע עיי״ש הסיבות באריכות אשר הה״ק ממעזיבוש אמר דברים קשים להרבי מלובלין. ושמעתי …

מהה""ק ר׳ ברוך ז״ל ממעזיבוש

מהה""ק ר׳ ברוך ז""ל ממעזיבוש",17325,,name_exact,name_exact,0.95,17325,Medz︠h︡ybiz︠h︡ (Ukraine),מז'יבוז' (אוקראינה),,17325
יאמפאלא,6,Maim-Rabim,"… ועד סופו, א״א קדוש, חוטר מגזע אבני שיש טהור מרנא ורבנא זצוקללה״ה מ״מ דק״ק יחיאל מיכלזליטשוב ושאר ק״ק. ומי״כ ביאמפאלא צדיק בן צי״מ א״א קדוש המפורסים בכל העולם המוכיח ר׳ יצחק זצוקללה״ה מ״מ דק""ק הארחוב ושם מנ״כ ודק״ק דראהביטש, בה…

…ה״ק ר' מרדכי שליט״א מזיווהעל וכותב עוד שם בשם אביו הה״ק רי״מ מ ששמע מאיש נכבד שסיפר בשם דודו זיווהעלהה״ק ר״י מיאמפאלא אשר ע״ב דורות לא פסקה רוח הקודש ממשפחת בית אבותם זצללהה""ה זי״ע) :

הה״ק ר׳ יוסף וצוללה״ה מיאמפאלא בנו של הה״ק רבינו רי״מ זצ""ל. בא למעזריטש ואמר יש בכאן ספר תורה חסר פסוק א׳. לימים הי׳ שם אחיו הה״ק ר' משה מזי…

…ר׳ משה מ : זיווהעל(ד) בהצה״ק והטהור א״א רבינו ר׳ . שהי׳ מגיד יחיאל מיכל מזלאטשובבק׳ בראד זלאטשוב וקאלק ומנ״כ ביאמפאלא :

(ד) יום הילולא של רבינו הקדוש. מ״ה אלול תקמ״ו בש״ק בזמן מנחה. מנ״כ ביאמפאלא ועל מצבתו נרשם שנת וקמת ועלית אל המקום (כן כתבו לי נכדיו משם). אמנם המעיין בקביעות דשבת תקמ״ו יראה מבואר כי ש…",13851,,name_exact,name_exact,0.95,13851,"I︠A︡mpilʹ (Khmelʹnyt︠s︡ʹka oblastʹ, Ukraine)",ימפול (אוקראינה),,13851
פילוב,5,Hitgalut-HaZadikim,"…ראשם עמדו עליהם מפחד כי לא ידעו מה הוא. פתאום הפך המגיד הקדוש את פניו להאנשים. ואמר אולי יש בכאן איש אחד מעיר פילוב. וחפשו לא מצאו. רק איש אחד מהמוני עם מכפר אחד הנקרא ראנוויץ שהוא באמצע הדרך ההולך מפילוב לעיר גניוואשאוו אצל …

…בץ הרבה מעות. ומכ״ש הסכיםהסכום שהיה צריך לו עבור נשואי בתו. בודאי לא השיג והוא סיבב כ״כ מעיר לעיר עד שבא לעיר פילוב הנ""ל וקיבץ שם קצת מעות והלך לדרכו ובדרך הזכיר עצמו שהוא כעת במרחק רב מביתו והמעות שצריך לא השיג נפל עליו עצבו…",8777,,name_exact,name_exact,0.95,8777,Puławy (Poland),פולבי (פולין),,8777
"ב""ב",5,Hitgalut-HaZadikim; Shlosha-edrei-zon; SipureiAnsheiShem; Tiferet-Hayyim,"…מכווון את השאלה הזאת ביום הזה למען יודע היכן הוא העיר הנ""ל. אז צוה הרבי בזריזות לשכור עגלה. וביום ההוא נסע עם ב""ב ועם כל חפציו לעיר צשעכיוו. ובא להעיר ההוא ביום ועש""ק. התאכסן אצל אחד מאנשי עיר הזאת. ואח״כ כאשר ישב הרבי רק ז…

…ה למות ובשבת לאחר חצות בוודאי ימות וזה היה ביום הששי ולא כתב לו שום רצעפט ונסע לדרכו ובשבת בשחרית שלח בעד שני ב""ב והתוודה בפניהם ואמר להם מיום בואי הנה שמעתי מאנשים נאמנים כי ר' בעריש פועל ישועות בקרב הארץ ולא יכולתי להאמין…

…צדקה. יח) מרבי צ""ה מזידוטשוב אשר התפלל נוסה ספרד. יט) מהגה""ק רבי חיים האלבערשטאם מצאנז ע""ד אברך שעשה שלום בין ב""ב. ב) מהגה""ק רבי יהושיע מבעלז ע""ד התפלת של הג׳ ר׳ גרשון העניך. כא) מהגה""ק המקובל ר' פייבוש מבית דינו אל פראג. כ…

…קדוש ממאגליניצא זצללה""ה הקשה להרב אב""ד מלובלין על מה שאנו פוסקים הלכה דירושת הבעל לאו דאורייתא הלא איתא בגמ׳ (ב""ב הי״ט) שבנות צלפחד בנס ה' יולדת מחמת שאפילו הקטנה שבהם לא נישאת כחותה מארבעים שנה ושוב אינה ולדת רק שבנס היו י…

…ו הי' כותב כל המסעות של משה ונעשה מהן ישראלתורה כן עתה כותב כל המסעות אליהווהפרתקאות של כל מישראל וכשיבא משיח ב""ב יהי'",594,,name_exact,name_exact,0.95,594,Bene Brak (Israel),בני ברק (ישראל),,594
קאמארנא,5,Maasiot-veSihot-Zadikim; Maim-Rabim; Tiferet-Hayyim,"…עלקי ר׳ שלמה סופר. ר׳ צבי זצ״ל מזידיטשוב. ר' מענדיל זצ״ל מקאסיב ר' חיים הרהצ״ק מבארדיטשוב ז""ל ר׳ יצחק אייזיק מקאמארנא. הגאון מווילנא זצ״ל. ה״ר מאיר מפרומישלאן זצ״ל הר׳ ברוך זצ״ל ממעזביש. הקדוש מאפטא זלה""ה. הרבי ר' העשיל . הצדיק…

…יצחק הלוי מ (דברי אמת ויקרא וזאת זכרון לובליןלפ׳ וישלח. כותב עליו מורי והקדמת ס׳ אוצר החיים לסדר במדבר מהה״ק מקאמארנא) ח) המגיד הקדוש ר׳ ישראל מ הי׳ בהיכל קדשו (דעת קאזניץמשה לבנו זצ״ל במדבר) ט) יוסף האבד״ק זמיגראד. (נתיב מצותי…

…בכן יה״ר שנזכה אנחנו וזרעינו וז״ז לאמונה שלימה צדיק באמונתו יחי׳ : בהקדמת עלי עדן על משניות סדר זרעים להרה״ק מקאמארנא כ׳ וז״ל אבל הלומד תורה שלא לשמה לקנטר ולהתגאות ואין בו תוך ועל זה לא יעבור שום דבר נסיון כי חיותו שמקבל הוא מ…

ובס׳ היכל הברכה פ׳ שלח (מהה״ק מקאמארנא) וז״ל וחטא לצנות הוא אפילו יושב ואינו עוסק בדברי תורה ובדבור קל ואינו עושה שום מעשה רע. אלא (ווערטיל וחכמהלי)…

ובס׳ אוצר החיים (מהה״ק מקאמארנא) פ׳ קדושים הביא בשם הבעש״ט וז""ל אם פגם בנפש ובמעשה גורם לו צער מבהמה ועבדים שלו וצריך לתקן במעשה הצדקה ולא ימ…",,,fuzzy,fuzzy,1.0,,,,,19012|8967|22715|16505|10651
שינאווי,5,Derech-Haemuna; Peulat-Hatzadikim; Shemen-Hatov,"…ל בחמתו את העיר שתחרב. ואמנם כן היה כי נהר הוייכסיל עלה גדותיו והפיץ חלק גדול מהעיר. זקיני הרר״ש העתיק דירתו לשינאווי ומשם לעיר נ״ש. בתחלה צווה את תלמידו (הוא חו״ז הר׳ יוזפא) להעתיק דירתו אל העיר יוזעפאף על יד הוייכסיל. ובהיותו…

לא) כתב הג״מ יקותיאל ארי׳ ק""ה מרישא בע״ס אוהל מועד. כאשר נסע הגה״ק רר״ש זצ״ל משינאווי לק׳ נ״ש. לקח עמו את תלמידו הה״ק ר׳ משה ליב מסאסיב זצ""ל. ויהי בהיותם בדרך נאלצו לשבות בק׳ קראקא. ותהום כל העיר…

ובס׳ הנ״ל מאמר אבני זכרון (אות ע״ב) וז״ל והנה שפתי לא אכלא מלספר אשר שמעתי מפ״ק של מוזל״ה בהיותו אבד״ק שינאווי (הוא הגה״ק מאוהל בעל השיב משה) והתפלל בחדר שהתפלל בו הגה״ק מהר״ש שמעלקא זל״ה ורבינו הק׳ הנועם אלימלך זל״ה אז …

…כת קדושת המקום עכדה״ק ושם במאמר (מאמר קדישין אות ל״ד) כ׳ וז״ל וכעין ששמעתי מפי מוזל״ה סיפר לי מאז היותו אבד״ק שינאווי והיה מתפלל בחדר שהתפלל בו מהר״ש שמעלקא זל""ה שהיה שם טרם שנתקבל לק״ק ניקלשפורג ופתאום בליל ש״ק זכה מוזל״ה לבחי…

…קחת מעות ואז יש לו תשובה שלימה בפני המקטרג בשביל זה אני מתפלל יען כי נתנו לי משבורתי ואני בא בשברי ומרן הה״ק משינאווי זי״ע אמר רמז ע״ז. הפסוק ויתן לו מזהב שבא ויתפלל בעדו : זצללה״ה",,,fuzzy,fuzzy,0.667,,,,,15759|165
יעמניץ,5,Shemen-Hatov; Smichat-Moshe,"…מש עד מבואו. ובאורם נראה לנו אור. ומגדולי תלמידיו ה״ה. א) בנו הוא זקיני הגה״ק מ׳ צבי יהושע הלוי הורוויץ אבד״ק יעמניץ. טרייביטש. פרוסניץ. טארני. בע״ס סמיכת משה וחי׳ הריב״ש. ב) הגה״ק מ׳ משה ליב מסאסוב (שה״ג הח' מ״ש אות ע״ג. ובסה…

…ל זקיני הגה""ק הרר״ש מנ״ש זי״ע. (א) בנו הוא זקיני הגה״ק מ׳ צבי יהושע הלוי איש הורוויץ אבד״ק טרייביטש. פרוסטיץ. יעמניץ במדינת מעהרין. ובסוף ימיו נתקבל לאבד״ק טארני. הוא בעהמח״ס סמיכת משה המחובר לטהור לס׳ נזיר השם מאביו זצ״ל. וס׳…

…חסידא ופרישא שר התורה נר ישראל עמוד התורה פ""ה עה״י כקש״ת מ׳ צבי יהושע הלוי איש הורויץ האבד״ק טרייביטש פרוסטיץ יעמניץ במדינת מעהרין ובסוף ימיו נתקבל לאבד״ק טארני בן להאי תנא קדישא הקדוש והטהור רשכב""ה גאון הגאונים רב רבנן קדוש ו…

…כעת פעם שלישית להוציא לאור מרגניתא טבא מאת מרן זקני של התורה הגאון הקדוש מ׳ צבי יהושע האבד״ק טרייביטש פרוסניץ יעמניץ טארני כתב ידו הקדושה וגלוי וידוע שלא לכבודי כבוד המדומה. כי מה אני חרס חרסי אדמה. חדל אישים בקול ומראה וקומה.…

…רתו מ׳ שמואל שמעלקא הלוי איש הורוויץ בהרב הגאון הקדוש א״א מ׳ צבי יהושע הלוי איש הורויץ אבד״ק טרייביטש פרוסטיץ יעמניץ טארני בהרב הגאון הקדוש א״א מ׳ שמואל שמעלקא הלוי איש הורויץ אבד״ק ניקלשפארג והמדינה וחתן אחיו הרב הקדוש הגאון …",19979,,name_exact,name_exact,0.95,19979,Jemnice (Czech Republic),ימניצה (צ'כיה),,19979
