story_a	edition_a	url_a	story_b	edition_b	url_b	sim	opening_a	opening_b
Peer-MiKdoshim_0010	PeerMikdoshim	https://www.hasidic-stories.org/Story/PeerMikdoshim/Peer-MiKdoshim_0010	Peer-MiKdoshim_0016	PeerMikdoshim	https://www.hasidic-stories.org/Story/PeerMikdoshim/Peer-MiKdoshim_0016	0.9808	"Peer-MiKdoshim_0010תיוגיםועתה אספר מעשה קדומה מהצדיק הקדוש מוהר""ש וויענער והיא הנוגעת לכמה שרשים וענפים מיסודי הנפש ומגדילה את הבטחון. ומרחיבו כי הוא המביא שפלים למרום וקודרים שגבו ישע : הגאון הצדיק ה"	"Peer-MiKdoshim_0016תיוגים מעשה מאדמו""ר הצדיק הקדוש מוה' אברהם יהושע העשיל מאפטא זי""ע: אשר חכמים יגידו לדור אחרון מאמינים לבני מאמינים אשר באזניהם שמעו ואבותינו ספרו לנו כי הצדיק הקדוש הנזכר זי""ע ספר ה"
Shivhei-Habesht_0002	Shivhei-Habesht	https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0002	Shivhei-Harav_0019	Shivhei-Harav	https://www.hasidic-stories.org/Story/Shivhei-Harav/Shivhei-Harav_0019	0.9808	"Shivhei-Habesht_0002 תיוגים* (שמעתי מהרב ר׳ שמשון הרב דק""ק ראשקוב בן הרב דק""ק פולנאי מעשה שהיה איש אחד ונקר' שמו ר' אדם וממנו באו הכתבים להבעש״ט כי בא פ""א למערה אחת ומצא שם כתבים שהם רזין וסתרין דאורי"	"Shivhei-Harav_0019 ,תיוגים ויהי אחרי פטירת רבינו הקדוש מלאו מקומו הני תרי צנתרי דדהבא ה""ה הרב הקדוש האלקי מוה׳ אהרן בר׳ משה הלוי הורוויץ נצר מגזע הרב הק׳ ר׳ ישעיה בעהמ""ח ספר השל""ה הקדוש והשני היה בנו "
Adat-Zadikim_0013	Adat-Zadikim	https://www.hasidic-stories.org/Story/Adat-Zadikim/Adat-Zadikim_0013	Khal-Hasidim_0174	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0174	0.9807	"Adat-Zadikim_13 תיוגים מעשה מהרב הקדוש האלקי רשכב""ה ר׳ אברהם יהושוע העשיל מאפטא ז""ל בעת שבתו על כסא הרבנות ביאסע : הרב הנ""ל אחרי אשר עזב את הרבנות מקאלביש נתקבל לאב""ד במדינת וואלחיי בק""ק יאסי הבירה וה"	"Khal-Hasidim_0174 תיוגים עתה נכתוב תולדות האיש אלקים קדוש ואפס קצהו מגדולת רבינו הגאון האלקי הרב הדומה למלאך צבאות מרן שניאור זלמן נבג""מ בעמ""ח ס' התניא וספרי הש""ע זי""ע ועכ""א : איש הי' בארץ רוסי' הלבינ"
Adat-Zadikim_0015	Adat-Zadikim	https://www.hasidic-stories.org/Story/Adat-Zadikim/Adat-Zadikim_0015	Shivhei-Habesht_0002	Shivhei-Habesht	https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0002	0.9807	"Adat-Zadikim_15 תיוגים מעשה נוראה שקרה בימי הצדיקים הקדושים ה""ה הרב המגיד מקאזעניץ והרב הקדוש ר׳ יעקב יצחק מלובלין ז""ל זי""ע : מעשה שהי' איש אחד ממקורביו של המגיד מקאזעניץ והי' חסיד גדול ומופלג בתורה. "	"Shivhei-Habesht_0002 תיוגים* (שמעתי מהרב ר׳ שמשון הרב דק""ק ראשקוב בן הרב דק""ק פולנאי מעשה שהיה איש אחד ונקר' שמו ר' אדם וממנו באו הכתבים להבעש״ט כי בא פ""א למערה אחת ומצא שם כתבים שהם רזין וסתרין דאורי"
Khal-Hasidim_0002	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0002	Khal-Hasidim_0117	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0117	0.9807	"Khal-Hasidim_0002 תיוגים שמעתי מהרב הק' ר׳ שמשון הרב דק""ק ראשקוב בן הרב הק׳ דק""ק פולנאי מעשה שהיה איש א׳ ונקרא שמו ר׳ אדם וממנו באו הכתבים להבעש״ט כי בא פ״א למערה אחת ומצא שם כתבים שהם רזים וסתרין דאו"	"Khal-Hasidim_0117 תיוגים פ""א ישב רבינו הבעש״ט בסעודה שלישית והי' טרוד מאד בעמקות המחשבה ולא אמר תורה בסעודה שלישית כלל מה שהיה נפלא בעיני התלמידים ויהי אחרי שבירך ברכת הבדל' הי' מנהגו בכל מוש""ק לנסוע "
Khal-Hasidim_0115	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0115	Khal-Hasidim_0217	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0217	0.9807	"Khal-Hasidim_0115 תיוגים מעשה מהבעש״ט הקדוש זי""ע אשר סיפר הגאון הצדיק ר׳ שלום מקאמינקא זצ״ל : כד אתכנשו כל צדיקי הדור על היא""צ ברופשיץ. באה אשה אחת לפניהם ובתוכם הי׳ הגאון מקאמינקא ז""ל וצעקה האשה בבכי"	"Khal-Hasidim_0217 תיוגים מעשה נפלאה הנודעת בפי כל החסידים יראי ד׳ וחושבי שמו והיא מהצדיק יסוד עולם הגאון הקדוש אספקלריא המאירה עמוד התשובה אשר כל ימי חייו השיב רבים מעון מרן אלימלך זיע""א בעמ""ח ספר נוע"
Khal-Hasidim_0115	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0115	Shivhei-Habesht_0002	Shivhei-Habesht	https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0002	0.9807	"Khal-Hasidim_0115 תיוגים מעשה מהבעש״ט הקדוש זי""ע אשר סיפר הגאון הצדיק ר׳ שלום מקאמינקא זצ״ל : כד אתכנשו כל צדיקי הדור על היא""צ ברופשיץ. באה אשה אחת לפניהם ובתוכם הי׳ הגאון מקאמינקא ז""ל וצעקה האשה בבכי"	"Shivhei-Habesht_0002 תיוגים* (שמעתי מהרב ר׳ שמשון הרב דק""ק ראשקוב בן הרב דק""ק פולנאי מעשה שהיה איש אחד ונקר' שמו ר' אדם וממנו באו הכתבים להבעש״ט כי בא פ""א למערה אחת ומצא שם כתבים שהם רזין וסתרין דאורי"
Khal-Hasidim_0115	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0115	Sipurei-Zadikim_0004	Sipurei-Zadikim	https://www.hasidic-stories.org/Story/Sipurei-Zadikim/Sipurei-Zadikim_0004	0.9807	"Khal-Hasidim_0115 תיוגים מעשה מהבעש״ט הקדוש זי""ע אשר סיפר הגאון הצדיק ר׳ שלום מקאמינקא זצ״ל : כד אתכנשו כל צדיקי הדור על היא""צ ברופשיץ. באה אשה אחת לפניהם ובתוכם הי׳ הגאון מקאמינקא ז""ל וצעקה האשה בבכי"	Sipurei-Zadikim_0004תיוגים והנה בעיר ההיא הי' אברך אחד אשר ביקש את הרב כמה פעמים שיקבלו להיות ממקורביו ולא רצה הרב. ויצטער האברך מזה מאוד ויבקש את אנשיו כי יפצירו בעדו את הרב כי ממש חייו 14 ספורי צדיק
Khal-Hasidim_0135	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0135	Shivhei-Habesht_0027	Shivhei-Habesht	https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0027	0.9807	"Khal-Hasidim_0135 תיוגים שמעתי מהרב דקהלתינו מעשה שראה הבעש״ט על ר' גרשון גיסו רשימא של ניאוף והיה צער גדול מזה והיה בוש לומר לו ומתמה על הדבר ואעפ""כ אמר לו והשיב לו שקרן אתה והכחש והכחיש את הבעש״ט אמ"	"Shivhei-Habesht_0027 תיוגים* שמעתי מהרב דקהלתינו מעשה שראה הבעש״ט על רבי גרשון גיסו רשימה של ניאוף והיה לו צער גדול מזה והיה בוש לומר לו ומתמה על הדבר ואעפ""כ אמר לו והשיב לו שקרן אתה והכה את הבעש""ט אמ"
Khal-Hasidim_0154	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0154	Shivhei-Habesht_0184	Shivhei-Habesht	https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0184	0.9807	"Khal-Hasidim_0154 תיוגים מעשה שהיה בימי הרב הקדוש האלקי ר׳ יחיאל מיכלמזלאטשוב אשר הוכיח איש אחד עבור מדת מדה הבטחון והאיש הנ""ל התנצל לפניו כי הוא בוטח בד' ית""ש ואמר לו הרב הנ""ל אם תרצה ללמוד מדת הבטחו"	"Shivhei-Habesht_0184 תיוגים* שמענו בשם הרב הק׳ מ' מנחם נחום מטשארנאבל ז""ל כי באיזו קהילה הסמוכה לק""ק מעזיבו' הי' איש א׳ מופלג ועשיר גדול והי׳ סוחר ללייפסק והי' חשוכי בנים זה כמה שנים ולא רצה ליסע להבע"
Peer-MiKdoshim_0009	PeerMikdoshim	https://www.hasidic-stories.org/Story/PeerMikdoshim/Peer-MiKdoshim_0009	Sipurei-Zadikim_0004	Sipurei-Zadikim	https://www.hasidic-stories.org/Story/Sipurei-Zadikim/Sipurei-Zadikim_0004	0.9807	Peer-MiKdoshim_0009תיוגיםועתה אחרי כתבתי לך שלשים במועצות ודעת להודיעך סיפורים היקרים האלה בעיון שכלי מהני צנתרי דדהבא עמודי דנורא עוד לאלוקי מלין עירין קדישין בדברים נפלאים מאת הצדיק הקדוש גאון ישראל	Sipurei-Zadikim_0004תיוגים והנה בעיר ההיא הי' אברך אחד אשר ביקש את הרב כמה פעמים שיקבלו להיות ממקורביו ולא רצה הרב. ויצטער האברך מזה מאוד ויבקש את אנשיו כי יפצירו בעדו את הרב כי ממש חייו 14 ספורי צדיק
Shivhei-Harav_0011	Shivhei-Harav	https://www.hasidic-stories.org/Story/Shivhei-Harav/Shivhei-Harav_0011	Shivhei-Harav_0014	Shivhei-Harav	https://www.hasidic-stories.org/Story/Shivhei-Harav/Shivhei-Harav_0014	0.9807	Shivhei-Harav_0011 תיוגים יא וביום שמונה עשרה לחודש להודש כסליו לפנות ערב בעת אשר הרב אמר תהלי׳ והגיע לפסוק פדה בשלום נפשי הגיע לו הפקודה כי נעשה חפשי ויצא מהמאסר וכה כתב הרב באגרתו לאנשי שלומינו. „בה	Shivhei-Harav_0014 תיוגים ג ויהי כי ארכו לו שם הימים ואחז בסנסני החכמה ועלה בשלבי הסולם המוצב ארצה וראשו מגיע השמימה עד למעל לא החזיק טובה לעצמו אף אחרי אשר הכירו החבירים הקדושים את רוב חכמתו ונתבהלו 
Adat-Zadikim_0003	Adat-Zadikim	https://www.hasidic-stories.org/Story/Adat-Zadikim/Adat-Zadikim_0003	Adat-Zadikim_0008	Adat-Zadikim	https://www.hasidic-stories.org/Story/Adat-Zadikim/Adat-Zadikim_0008	0.9806	"Adat-Zadikim_3 תיוגים מעשה מנסיעת הבעש״ט לקאנסטאנטינאפל אשר רצה לנסוע לא""י וזו המעשה הי' מספר הגאון הק׳ האלקי ר׳ ישראל דוב מווילעדניק זצ""ל ביום שביעי של פסח כל ימיו. הנה בעת אשר הי' הבעש״ט ז""ל בקאסטאנ"	"Adat-Zadikim_8 תיוגים הבעש״ט ז""ל קודם פטירתו קרא לכל התלמידים שלהם ויצוה להם איך יתנהגו וממה יהי' פרנסת כל אחד. ולקצת מהם גילה איך שיתנהג הזמן אתם. והי' אצלו תלמיד אחד אשר היה משרתו ג״כ שמו ר׳ יעקב. ו"
Adat-Zadikim_0003	Adat-Zadikim	https://www.hasidic-stories.org/Story/Adat-Zadikim/Adat-Zadikim_0003	Khal-Hasidim_0002	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0002	0.9806	"Adat-Zadikim_3 תיוגים מעשה מנסיעת הבעש״ט לקאנסטאנטינאפל אשר רצה לנסוע לא""י וזו המעשה הי' מספר הגאון הק׳ האלקי ר׳ ישראל דוב מווילעדניק זצ""ל ביום שביעי של פסח כל ימיו. הנה בעת אשר הי' הבעש״ט ז""ל בקאסטאנ"	"Khal-Hasidim_0002 תיוגים שמעתי מהרב הק' ר׳ שמשון הרב דק""ק ראשקוב בן הרב הק׳ דק""ק פולנאי מעשה שהיה איש א׳ ונקרא שמו ר׳ אדם וממנו באו הכתבים להבעש״ט כי בא פ״א למערה אחת ומצא שם כתבים שהם רזים וסתרין דאו"
Adat-Zadikim_0008	Adat-Zadikim	https://www.hasidic-stories.org/Story/Adat-Zadikim/Adat-Zadikim_0008	Khal-Hasidim_0193	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0193	0.9806	"Adat-Zadikim_8 תיוגים הבעש״ט ז""ל קודם פטירתו קרא לכל התלמידים שלהם ויצוה להם איך יתנהגו וממה יהי' פרנסת כל אחד. ולקצת מהם גילה איך שיתנהג הזמן אתם. והי' אצלו תלמיד אחד אשר היה משרתו ג״כ שמו ר׳ יעקב. ו"	Khal-Hasidim_0193 תיוגים והנה להציע לפני הקורא את כל הנעש׳ אחר פטירת רבינו הקדוש ברייסין ופרשת גדולת אהרן מהחל עד כלה תקצר היריע' . וע״כ אמרתי להבליג מעט על תאוותי ועוד חזון למועד ורק דבר אחד מהנוראו'
Adat-Zadikim_0015	Adat-Zadikim	https://www.hasidic-stories.org/Story/Adat-Zadikim/Adat-Zadikim_0015	Khal-Hasidim_0115	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0115	0.9806	"Adat-Zadikim_15 תיוגים מעשה נוראה שקרה בימי הצדיקים הקדושים ה""ה הרב המגיד מקאזעניץ והרב הקדוש ר׳ יעקב יצחק מלובלין ז""ל זי""ע : מעשה שהי' איש אחד ממקורביו של המגיד מקאזעניץ והי' חסיד גדול ומופלג בתורה. "	"Khal-Hasidim_0115 תיוגים מעשה מהבעש״ט הקדוש זי""ע אשר סיפר הגאון הצדיק ר׳ שלום מקאמינקא זצ״ל : כד אתכנשו כל צדיקי הדור על היא""צ ברופשיץ. באה אשה אחת לפניהם ובתוכם הי׳ הגאון מקאמינקא ז""ל וצעקה האשה בבכי"
Khal-Hasidim_0002	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0002	Shivhei-Harav_0011	Shivhei-Harav	https://www.hasidic-stories.org/Story/Shivhei-Harav/Shivhei-Harav_0011	0.9806	"Khal-Hasidim_0002 תיוגים שמעתי מהרב הק' ר׳ שמשון הרב דק""ק ראשקוב בן הרב הק׳ דק""ק פולנאי מעשה שהיה איש א׳ ונקרא שמו ר׳ אדם וממנו באו הכתבים להבעש״ט כי בא פ״א למערה אחת ומצא שם כתבים שהם רזים וסתרין דאו"	Shivhei-Harav_0011 תיוגים יא וביום שמונה עשרה לחודש להודש כסליו לפנות ערב בעת אשר הרב אמר תהלי׳ והגיע לפסוק פדה בשלום נפשי הגיע לו הפקודה כי נעשה חפשי ויצא מהמאסר וכה כתב הרב באגרתו לאנשי שלומינו. „בה
Khal-Hasidim_0170	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0170	Mifalot-HaZadikim_0006	Mifalot-HaZadikim	https://www.hasidic-stories.org/Story/Mifalot-HaZadikim/Mifalot-HaZadikim_0006	0.9806	"Khal-Hasidim_0170 תיוגים מעשה מהרב הקדוש האלקי מו״ה ברוך ממעזיבוז נכד הבעש״ט הקדוש ז""ל זי""ע : פעם אחת היתה צרה גדולה חולי רע ר""ל על ישראל וילכו אל הרב הקדוש להתפלל אל ה׳ להסיר מהם את המות הזה ויאמר הר"	Mifalot-HaZadikim_0006תיוגים מעשה נפלאה ששמעתי איש מפי איש מפי איש נאמן שראה בעיניו בספר היקר נקרא בשמו ספר הכנסת אורחים. הנמצא בביבליטעק דעיר מלוכה וויען יע״א : ז״ל הספר הנ״ל בהקדמתו מפני מה ראיתי לח
Khal-Hasidim_0227	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0227	Maase-Zadikim_0023	maase-zadikim	https://www.hasidic-stories.org/Story/maase-zadikim/Maase-Zadikim_0023	0.9806	"Khal-Hasidim_0227 תיוגים אמר הרב הקדוש ז""ל למדתי אהבת ישראל מכפרי אחד שהיה במסובה עם כפריים אחרים וכטוב לבו ביין אמר לרעהו אהבת אותי או לא ויענהו אהבתיך למאוד ויאמר הכפרי אתה תאמר אהבתיך ולא ידעת מה ז"	"Maase-Zadikim_0023תיוגיםאמר הרב הקדוש ז""ל למדתי אהבת ישראל מכפרי אחד שהיה במסיבהבמסובה עם כפריים אחרים וכטוב לבו ביין אמר לרעהו אהבת אותי או לא ויענהו אהבתיך למאוד. ויאמר הכפרי אתה תאמר אהבתיך ולא ידע"
Adat-Zadikim_0008	Adat-Zadikim	https://www.hasidic-stories.org/Story/Adat-Zadikim/Adat-Zadikim_0008	Khal-Hasidim_0115	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0115	0.9805	"Adat-Zadikim_8 תיוגים הבעש״ט ז""ל קודם פטירתו קרא לכל התלמידים שלהם ויצוה להם איך יתנהגו וממה יהי' פרנסת כל אחד. ולקצת מהם גילה איך שיתנהג הזמן אתם. והי' אצלו תלמיד אחד אשר היה משרתו ג״כ שמו ר׳ יעקב. ו"	"Khal-Hasidim_0115 תיוגים מעשה מהבעש״ט הקדוש זי""ע אשר סיפר הגאון הצדיק ר׳ שלום מקאמינקא זצ״ל : כד אתכנשו כל צדיקי הדור על היא""צ ברופשיץ. באה אשה אחת לפניהם ובתוכם הי׳ הגאון מקאמינקא ז""ל וצעקה האשה בבכי"
Adat-Zadikim_0013	Adat-Zadikim	https://www.hasidic-stories.org/Story/Adat-Zadikim/Adat-Zadikim_0013	Khal-Hasidim_0036	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0036	0.9805	"Adat-Zadikim_13 תיוגים מעשה מהרב הקדוש האלקי רשכב""ה ר׳ אברהם יהושוע העשיל מאפטא ז""ל בעת שבתו על כסא הרבנות ביאסע : הרב הנ""ל אחרי אשר עזב את הרבנות מקאלביש נתקבל לאב""ד במדינת וואלחיי בק""ק יאסי הבירה וה"	"Khal-Hasidim_0036 תיוגים הבעש״ט ז""ל קודם פטירתו קרא לכל התלמידים שלו ויצו להם איך יתנהגו וממה יהיה פרנסת כל אחד. ולקצת מהם גילה איך שיתנהג הזמן אתם. והיה אצלו תלמיד א' אשר היה משרתו ג""כ שמו ר׳ יעקב. ו"
Adat-Zadikim_0013	Adat-Zadikim	https://www.hasidic-stories.org/Story/Adat-Zadikim/Adat-Zadikim_0013	Khal-Hasidim_0193	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0193	0.9805	"Adat-Zadikim_13 תיוגים מעשה מהרב הקדוש האלקי רשכב""ה ר׳ אברהם יהושוע העשיל מאפטא ז""ל בעת שבתו על כסא הרבנות ביאסע : הרב הנ""ל אחרי אשר עזב את הרבנות מקאלביש נתקבל לאב""ד במדינת וואלחיי בק""ק יאסי הבירה וה"	Khal-Hasidim_0193 תיוגים והנה להציע לפני הקורא את כל הנעש׳ אחר פטירת רבינו הקדוש ברייסין ופרשת גדולת אהרן מהחל עד כלה תקצר היריע' . וע״כ אמרתי להבליג מעט על תאוותי ועוד חזון למועד ורק דבר אחד מהנוראו'
Khal-Hasidim_0001	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0001	Maase-Zadikim_0008	maase-zadikim	https://www.hasidic-stories.org/Story/maase-zadikim/Maase-Zadikim_0008	0.9805	"Khal-Hasidim_0001 תיוגים אמר המחבר בהיות שראיתי בכתבים שהעתקתי ממנו בסדר ההשתלשלות ההשתלשות והתגלות רבינו הקדוש הבעש״ט זיע״א דברים שלא כסדרן ובשם אדמו״ר הרב נבג""מ שמעתי הכל בסדר נכון ובביאור היטב לכן "	"Maase-Zadikim_0008תיוגיםב״ה ספורים יקרים ונפלאים מהאחים הצדיקים יסודי עולם קדושי עליונים קדוש יאמר להם הרב מו""ה אלימלך ז""ל והרב מו""ה זישע ז""ל זי""ע הנה הרב הצדיק הקדוש מו' זישע ז""ל כשהיה רך בשנים נעשה "
Khal-Hasidim_0091	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0091	Shivhei-Habesht_0155	Shivhei-Habesht	https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0155	0.9805	"Khal-Hasidim_0091 תיוגים שמעתי מהרב הנ""ל שפ""א אמר הבעש״ט תמהני בליל שבת בשעת התפלה חפשתי את ר' גרשון ולא מצאתי אותו בא""י ובשבת בבקר בשעת התפלה ראיתי אותו בא""י ואיני יודע מה אידן בזה אם לא שהלך חוץ לתח"	"Shivhei-Habesht_0155 תיוגים* שמעתי מהרב הנ""ל שפ""א אמר הבעש״ט תמהני בליל שבת בשעת התפילה חפשתי את ר' גרשון ולא מצאתי אותו בא""י ובשבת בבקר בשעת התפילה ראיתי אותו בא״י ואיני יודע מה אידן בזה אם לא שהלך ח"
Khal-Hasidim_0102	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0102	Shivhei-Habesht_0002	Shivhei-Habesht	https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0002	0.9805	"Khal-Hasidim_0102 תיוגים שמענו בשם הרב הק' מ' מנחם נחום מטשערנאביל ז""ל כי באיזו קהלה הסמוכה לק""ק מעזיבוז היה איש א׳ מופלג ועשיר גדול והיה סוחר ללייפסק והיה חשוכי בנים כמה שנים ולא רצה ליסע להבעש״ט בשו"	"Shivhei-Habesht_0002 תיוגים* (שמעתי מהרב ר׳ שמשון הרב דק""ק ראשקוב בן הרב דק""ק פולנאי מעשה שהיה איש אחד ונקר' שמו ר' אדם וממנו באו הכתבים להבעש״ט כי בא פ""א למערה אחת ומצא שם כתבים שהם רזין וסתרין דאורי"
Khal-Hasidim_0193	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0193	Shivhei-Harav_0011	Shivhei-Harav	https://www.hasidic-stories.org/Story/Shivhei-Harav/Shivhei-Harav_0011	0.9805	Khal-Hasidim_0193 תיוגים והנה להציע לפני הקורא את כל הנעש׳ אחר פטירת רבינו הקדוש ברייסין ופרשת גדולת אהרן מהחל עד כלה תקצר היריע' . וע״כ אמרתי להבליג מעט על תאוותי ועוד חזון למועד ורק דבר אחד מהנוראו'	Shivhei-Harav_0011 תיוגים יא וביום שמונה עשרה לחודש להודש כסליו לפנות ערב בעת אשר הרב אמר תהלי׳ והגיע לפסוק פדה בשלום נפשי הגיע לו הפקודה כי נעשה חפשי ויצא מהמאסר וכה כתב הרב באגרתו לאנשי שלומינו. „בה
Khal-Hasidim_0237	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0237	Peer-MiKdoshim_0015	PeerMikdoshim	https://www.hasidic-stories.org/Story/PeerMikdoshim/Peer-MiKdoshim_0015	0.9805	"Khal-Hasidim_0237 תיוגים מעשה נוראה בימי הצדיקים הקדושים ה""ה הרב המגיד הקדוש מקאזניץ והרב הקדוש ר׳ יעקב יצחק הלוי מלובלין ז""ל זי""ע : מעשה שהיה איש אחד ממקורביו של המגיד מקאזניץ והיה חסיד גדול ומופלג ב"	Peer-MiKdoshim_0015תיוגיםובעוד טרם נצא משער הבטחון וחיזוק אמונת הצדיקים אציג׳ לפניך מעשה נפלאה הנודעת בפי כל החסידים יראי ד׳ וחושבי שמו והיה מהצדיק יסוד עולם הגאון הקדוש אספקלריא מאירה עמודעמיד התשובה
Khal-Hasidim_0242	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0242	Shivhei-Habesht_0002	Shivhei-Habesht	https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0002	0.9805	"Khal-Hasidim_0242 תיוגים מעשה מהרב הקדוש האלקי רשכב""ה ר׳ אברהם יהושע העשיל מאפטא ז״ל בעת שבתו על כסא הרבנות ביאסי : הרב הנ""ל אחרי אשר עזב את הרבנות מקאלבסאוו נתקבל לאב""ד במדינת וואלחיי בק""ק יאסי הבירה"	"Shivhei-Habesht_0002 תיוגים* (שמעתי מהרב ר׳ שמשון הרב דק""ק ראשקוב בן הרב דק""ק פולנאי מעשה שהיה איש אחד ונקר' שמו ר' אדם וממנו באו הכתבים להבעש״ט כי בא פ""א למערה אחת ומצא שם כתבים שהם רזין וסתרין דאורי"
Mifalot-HaZadikim_0006	Mifalot-HaZadikim	https://www.hasidic-stories.org/Story/Mifalot-HaZadikim/Mifalot-HaZadikim_0006	Sipurei-Zadikim_0004	Sipurei-Zadikim	https://www.hasidic-stories.org/Story/Sipurei-Zadikim/Sipurei-Zadikim_0004	0.9805	Mifalot-HaZadikim_0006תיוגים מעשה נפלאה ששמעתי איש מפי איש מפי איש נאמן שראה בעיניו בספר היקר נקרא בשמו ספר הכנסת אורחים. הנמצא בביבליטעק דעיר מלוכה וויען יע״א : ז״ל הספר הנ״ל בהקדמתו מפני מה ראיתי לח	Sipurei-Zadikim_0004תיוגים והנה בעיר ההיא הי' אברך אחד אשר ביקש את הרב כמה פעמים שיקבלו להיות ממקורביו ולא רצה הרב. ויצטער האברך מזה מאוד ויבקש את אנשיו כי יפצירו בעדו את הרב כי ממש חייו 14 ספורי צדיק
Peer-MiKdoshim_0001	PeerMikdoshim	https://www.hasidic-stories.org/Story/PeerMikdoshim/Peer-MiKdoshim_0001	Shivhei-Habesht_0002	Shivhei-Habesht	https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0002	0.9805	"פאר מקדושים Peer-MiKdoshim_0001תיוגים מעשה מהבעש״ט הקדוש זי""ע אשר סיפר הגאון ר׳ שלם מקאמינקא זצ״ל כדאתכנשו כל צדיקי הדור על היא""צ בראפשיץ. באה אשה אחת לפניהם ובתוכם הי׳ הגאון מקאמינקא זי״ע וצעקה האשה "	"Shivhei-Habesht_0002 תיוגים* (שמעתי מהרב ר׳ שמשון הרב דק""ק ראשקוב בן הרב דק""ק פולנאי מעשה שהיה איש אחד ונקר' שמו ר' אדם וממנו באו הכתבים להבעש״ט כי בא פ""א למערה אחת ומצא שם כתבים שהם רזין וסתרין דאורי"
Adat-Zadikim_0004	Adat-Zadikim	https://www.hasidic-stories.org/Story/Adat-Zadikim/Adat-Zadikim_0004	Khal-Hasidim_0036	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0036	0.9804	Adat-Zadikim_4 תיוגים מעשה שנסע הבעש״ט מביתו יום ד' לעת ערב ונסע כל הלילה ולמחרתו כל היום ולא הי׳ יודע שום אדם תכלית הכוונה בהנסיעה בהנסיעה וגם להיכן הוא נוסע ויסע מהלך רב ביום ההוא כידוע לכל כאשר הי'	"Khal-Hasidim_0036 תיוגים הבעש״ט ז""ל קודם פטירתו קרא לכל התלמידים שלו ויצו להם איך יתנהגו וממה יהיה פרנסת כל אחד. ולקצת מהם גילה איך שיתנהג הזמן אתם. והיה אצלו תלמיד א' אשר היה משרתו ג""כ שמו ר׳ יעקב. ו"
