story_id	tag	category	sonnet_confidence	sonnet_reasoning	opus_applies	opus_confidence	opus_reasoning	verdict
Shivhei-Habesht_0091	ethics-and-emotions:anger	ethics-and-emotions	high	The story explicitly depicts the Mokhiakh (preacher) becoming upset/offended (הקפיד) at R' Nachman after sharp words (דברים חדודים) were exchanged, and this anger directly affects his behavior — he refrains from accompanying R' Nachman further.	True	medium	The Mokhiakh is described as offended/angry (הקפיד) at R. Nachman, twice, depicting anger as a heated interpersonal moment.	AGREE
Shivhei-Habesht_0091	experience:enthusiasm	experience	medium	The story explicitly depicts R' Nachman returning from the Besht's grave 'שמח שמחה גדולה' (rejoicing with great joy) upon receiving the Besht's command to travel to the Land of Israel, which is a clear, named expression of enthusiasm — though it is a single moment within a broader narrative of journey, dispute, and death.	False	medium	Although R. Nachman expresses 'simcha gedola' upon returning from the Besht's grave, the story centers on travel plans, a dispute over stray thoughts, and his death — not a depicted experience of burning religious fervor (hitlahavut).	DISAGREE
Shivhei-Habesht_0091	experience:visions	experience	high	R' Nachman explicitly sees and converses with the deceased Besht at his graveside — a vision invisible to his companion R' Yosef, who asks 'where did he speak with you?' — making this a clear depiction of a visionary experience.	False	medium	The Baal Shem Tov communicates with R. Nachman at his grave, but the text doesn't explicitly describe a visual apparition — R. Nachman says the Besht 'spoke' and 'stood' beside him, which suggests a vision but is ambiguous rather than clearly depicted.	DISAGREE
Shivhei-Habesht_0091	folkloristics:story_type_death_of_the_tsaddik	folkloristics	high	The story explicitly and centrally depicts the death of R' Nachman — describing him found dying (גוסס), studying Zohar at the moment his soul departed, and dying at Mincha time on Shabbat, with R' Mendele Premislaner as witness.	True	high	The story culminates in the death of R. Nachman, describing his final Shabbat, kiddush, and the moment of his soul's departure with Zohar being recited.	AGREE
Shivhei-Habesht_0091	social:conflict	social	high	The story explicitly depicts sharp verbal conflict (דברים חדודים) between R' Nachman and the Mokhiakh (preacher), with the Mokhiakh taking offense at R' Nachman's pointed remarks, constituting a direct interpersonal dispute.	True	medium	The story depicts a sharp verbal exchange and offense between R. Nachman and the Mokhiach, who took umbrage at R. Nachman's barbed words — an interpersonal conflict.	AGREE
Shivhei-Habesht_0091	social:inter_hasidic_inheritance_of_leadership	social	medium	The story explicitly states that R' Mendele Premislaner joined the dying R' Nachman and 'received from him' (וקיבל ממנו), a standard Hasidic formula for transmission of spiritual leadership from one rebbe to a successor.	False	high	The story describes R. Nachman's journey, interactions with the Mokhiach, and his death, but does not depict inheritance or succession of Hasidic leadership.	DISAGREE
Shivhei-Habesht_0091	supernatural:communicating_with_the_invisible	supernatural	high	R' Nachman visits the Besht's grave and receives a direct communication from the deceased Besht (who commands him to travel to the Land of Israel), while R' Yosef standing beside him cannot see or hear the Besht at all — a clear depiction of communicating with an invisible presence.	True	high	R' Nachman reports that the deceased Baal Shem Tov spoke to him at his grave and commanded him to travel to the Land of Israel — communication with an invisible soul.	AGREE
Shivhei-Habesht_0091	supernatural:perception	supernatural	high	R' Nachman sees and hears the deceased Besht at his grave while R' Yosef, standing beside him, perceives nothing — a direct, central depiction of differential supernatural perception.	True	high	R. Nachman perceives and converses with the deceased Baal Shem Tov at his grave, who instructs him to travel to the Land of Israel — a clear supernatural perception others present could not see.	AGREE
Shivhei-Habesht_0091	times:shabbat	times	high	The story explicitly depicts R' Nachman dying on Shabbat Kodesh (שב״ק), with R' Mendele making Kiddush, wearing Shabbat clothes, eating the Shabbat meal (סעודת שבת), and R' Nachman expiring at Mincha time — Shabbat is central to the story's climax.	True	high	The story explicitly describes R. Nachman's death on Shabbat Kodesh, with Kiddush, Shabbat meal, and dying at minchah time.	AGREE
Shivhei-Habesht_0092	social:inter_hasidic	social	high	The story depicts direct interaction between multiple Hasidic masters (R' Mendl, the Rav, R' David of Linits, R' Fridel of Brod, R' Pinchas of Korets) — visiting, praying together, and the Rav praising fellow tsadikim's prayer, which is quintessentially inter-Hasidic social content.	True	high	The story centers on interactions between the Baal Shem Tov and other tsadikim (R. Mendel, R. David of Linitz, R. Pinchas of Koretz, R. Fridel) regarding prayer leadership, a clear inter-Hasidic encounter.	AGREE
Shivhei-Habesht_0096A	characters-and-roles:demons	characters-and-roles	high	The story explicitly depicts הס״מ (Samael/the demonic adversary) as an active character who attempts to seize the preacher, and the Besht directly rebukes and negotiates with him.	True	high	The Samael (Sammael, ס״מ) demon attempts to snatch the preacher, and the Besht rebukes him and prays against him.	AGREE
Shivhei-Habesht_0096A	ethics-and-emotions:fear	ethics-and-emotions	high	The story explicitly states the preacher (המוכיח) was afraid (ירא) to ask the Besht what he had seen, and the Besht later reveals the Satan was trying to snatch the preacher away — a scenario of genuine supernatural threat and fear.	False	high	The story depicts dreams, preaching, and a Satan encounter rebuked by the Besht, but no character is described as experiencing fear/פחד/חרדה.	DISAGREE
Shivhei-Habesht_0096A	ethics-and-emotions:punishment	ethics-and-emotions	high	Punishment is explicitly named and enacted at the story's climax: the Besht tells the Satan 'יהיה לו עונש' (there will be punishment for him), and the preacher subsequently suffers illness for himself and his household and loses all his sermons — the Satan's retaliatory blow despite the Besht's protection.	True	medium	The Besht explicitly tells the Samael he will impose a punishment on the preacher (though not take him), and the preacher and his family then fall ill — a punishment depicted in the story.	AGREE
Shivhei-Habesht_0096A	experience:revelation	experience	high	The Hamburg rabbi falls asleep before Mincha and receives a vision of the Besht himself, who commands him to permit the preacher to speak in the great synagogue — a direct, plot-pivotal dream-revelation that is explicitly recounted and verified by the preacher.	True	high	The Besht reveals supernaturally that Samael tried to seize the maggid, and the rabbi of Lemberg receives a dream-vision of the Besht instructing him — direct mystical disclosures.	AGREE
Shivhei-Habesht_0096A	experience:visions	experience	high	"The story contains multiple explicit visions: the preacher dreams a sermon is taught to him, the Besht commands him in a dream to travel to Hamburg, and the Hamburg rabbi falls asleep before Mincha and sees the Besht in a vision (""ראיתי הבעש״ט"") telling him to allow the preacher to speak — all are depicted as central plot events."	True	medium	The rabbi recounts seeing the Besht's image in a near-sleep state, and the Besht perceives Samael trying to snatch the preacher — supernatural sights, though partly dream-framed rather than clearly waking visions.	AGREE
Shivhei-Habesht_0096A	folkloristics:story_type_advent	folkloristics	medium	The story is structured around the mochiach's arrival (advent) in Hamburg as the Besht's emissary — facing obstacles to lodging and permission to preach, gaining recognition climaxing in the rabbi's dream-vision of the Besht validating him — making the advent/arrival-and-recognition pattern the central organizing frame of the narrative.	False	high	The Maggid is already a disciple of the Besht; this story recounts a dream-sermon mission, not a neutral character's first discovery of the tzaddik.	DISAGREE
Shivhei-Habesht_0096A	folkloristics:story_type_prognostication	folkloristics	high	The story contains an explicit deathbed prophecy by a 'great man of the generation' who foretells that a man named Israel son of the midwife will arise, declaring his Torah true — a classic prognostication that anticipates the Baal Shem Tov's emergence.	False	high	Story centers on a dream-instructed preaching mission and the Besht protecting him from the Samael; no prediction by a tzaddik that comes true drives the arc.	DISAGREE
Shivhei-Habesht_0096A	folkloristics:story_type_protection	folkloristics	high	The story explicitly depicts the Besht supernaturally protecting his disciple (the Mokhiakh) from the Satan/Samael who tries to seize him, rebuking the demon and interceding on his behalf — a direct enactment of the protection story type.	True	medium	The Besht actively protects the preacher from the Samael who tried to snatch him, praying during Shemoneh Esreh to prevent it.	AGREE
Shivhei-Habesht_0096A	folkloristics:story_type_rapprochement	folkloristics	medium	The story depicts a meaningful rapprochement between the local Hamburg rabbi (rabbinic establishment) and the Besht's disciple: after initial gatekeeping, the rabbi has a vision of the Besht validating his student, warmly hosts the preacher for three weeks, seeks to learn his teachings, and resolves to travel to the Besht himself — a classic drawing-together of two worlds — though this arc is embedded within a larger travel/mission narrative rather than being the story's sole focus.	True	high	The rabbi of Lemberg, initially needing convincing, is drawn to the Besht through a dream-vision and ends up wanting to travel to him, exemplifying rapprochement of an outsider to the tzaddik.	AGREE
Shivhei-Habesht_0096A	social:conflict	social	high	The story depicts multiple concrete social conflicts: youths mocking the preacher in the street, the servant refusing him lodging, and a sustained dispute with the communal leadership (Parnas, Rabbi) over his insistence on preaching in the Great Synagogue against local custom.	False	high	The story describes a preacher's travels, dreams, and encounters with the Besht; no substantive interpersonal or communal conflict is depicted (only minor mockery by youths, quickly resolved).	DISAGREE
Shivhei-Habesht_0096A	social:disobedience	social	medium	The preacher repeatedly defies local communal customs — refusing to lodge at the community house and insisting on preaching in the Great Synagogue first — acts of social non-conformity driven by the Besht's instructions, making disobedience a genuine narrative element even though he ultimately obtains the Rabbi's permission.	False	high	The story describes a preacher's journey and the Besht's intervention against the Samael; no act of disobedience is depicted.	DISAGREE
Shivhei-Habesht_0096A	social:relations_with_non_hasidim	social	high	The story centers on a Hasidic preacher (identified as a disciple of the Besht) visiting the Hamburg Jewish community, whose rabbi and parnas are clearly non-Hasidic, and depicts sustained interaction — negotiating permission to preach, being hosted for three weeks, and the rabbi's curiosity about and receptiveness to the Besht's teachings.	False	high	Story is entirely about interactions among Hasidim/Jews (Besht, his disciple the Maggid, rabbis, gabbai); no non-Hasidim depicted.	DISAGREE
Shivhei-Habesht_0096A	social:retrospective_recognition	social	high	The rabbi recounts that a dying elder (his great-uncle) prophesied that a man named 'Israel ben the midwife' would arise and his Torah would be true — a prophecy the rabbi now retrospectively recognizes as fulfilled by the Besht, explicitly validating the preacher as his legitimate disciple.	True	medium	The rabbi of Lemberg retrospectively recognizes the preacher as the Besht's disciple through a dream-vision, and reveals that his deceased uncle had foretold this very person (Israel ben the midwife) — a clear retrospective recognition motif.	AGREE
Shivhei-Habesht_0096A	supernatural:communicating_with_the_invisible	supernatural	high	The Besht visibly gestures toward the door during Shalom Aleichem and later explains he was directly rebuking and negotiating with the Satan (Samael), an invisible entity trying to seize the Mokhiach — a clear, central depiction of communication with an invisible supernatural being.	True	high	The story depicts dream communication (Besht teaching a sermon in a dream, instructions given in a dream) and the Besht confronting/rebuking the Samael (demonic being), constituting communication with invisible beings.	AGREE
Shivhei-Habesht_0096A	supernatural:miracle	supernatural	high	"The Besht supernaturally repels the Satan (סמ""מ) who attempts to seize the Mokhiakh, rebuking him twice and interceding through prayer — a clear miraculous divine/mystical intervention to protect a disciple from demonic harm."	True	high	The Besht intervenes via prayer to prevent the Samael from snatching the preacher, a discrete supernatural rescue of the recipient.	AGREE
Shivhei-Habesht_0096A	supernatural:prognostication	supernatural	high	The rabbi recounts that his great uncle, on his deathbed, prophesied that 'a man will arise named Israel son of the midwife — know that he is true and his Torah is true, and hold fast to him,' a clear deathbed prognostication about the Besht that is central to the story's plot.	True	high	The Besht foresees/declares that the Samael will not take the maggid but he will be punished, and indeed upon returning home he and his family fall ill — fulfilling the prediction.	AGREE
Shivhei-Habesht_0097	characters-and-roles:preacher	characters-and-roles	high	The story explicitly mentions 'דרשן אחד דרש בק״ק בראד' (a preacher who preached in the community of Brod), a named character whose action directly drives the fatal outcome of the narrative.	False	medium	A darshan (preacher) is mentioned only incidentally at the end as having caused harm through his sermon; he is not depicted as a character in the narrative scene.	DISAGREE
Shivhei-Habesht_0097	ethics-and-emotions:anger	ethics-and-emotions	medium	The Besht explicitly commands the martyred souls to take revenge on the oppressor ('אני גוזר עליכם שתלכו להתנקם מן הצורר'), expressing wrathful anger, though the dominant emotion portrayed is grief and bitter mourning rather than anger per se.	False	medium	The Besht is grieved and weeps deeply, but the text depicts sorrow/mourning rather than anger; no character is shown as angry.	DISAGREE
Shivhei-Habesht_0097	ethics-and-emotions:fear	ethics-and-emotions	high	Fear is explicitly and centrally depicted: the community leaders 'were afraid lest accusations be made against them too' (מתפחדים שלא יעלילו גם עליהם), driving Rabbi David to flee toward Wallachia — fear of persecution is the narrative's inciting force.	True	high	The story explicitly depicts fear: 'כל אנשים חשובים אשר סביבותיהם היו מתפחדים שלא יעלילו גם עליהם' — important people were afraid that blood libels would be brought against them too.	AGREE
Shivhei-Habesht_0097	ethics-and-emotions:punishment	ethics-and-emotions	high	Punishment is central to the story on multiple levels: the martyrs endured brutal tortures (עינויים קשים ומרים) at the hands of their persecutors, the martyred souls describe suffering half an hour of Gehinnom (גיהנם), and a proposed act of divine retribution (נקמה) against the oppressor is a key narrative turning point that the martyrs themselves decline.	False	medium	The story describes martyrdom of holy captives and a mystical vision, but no character is depicted as being punished for wrongdoing by Heaven or the tzaddik.	DISAGREE
Shivhei-Habesht_0097	experience:visions	experience	high	The story explicitly depicts the Besht receiving a nocturnal vision in which the room fills with light and deceased holy figures (Rabbi Akiva and other kedoshim) appear and converse with him about heavenly realms, Gehenna, and reincarnation — a direct, sustained visionary experience at the core of the narrative.	True	high	The Besht has a waking supernatural vision of R. Akiva and other martyred holy ones entering his room in light, which R. David also witnesses.	AGREE
Shivhei-Habesht_0097	knowledge:esoteric	knowledge	high	The story depicts the Besht receiving a nocturnal visitation from the souls of martyred holy men (including Rabbi Akiva), who describe their passage through heavenly palaces (heikhalot), Gehenna, and Gan Eden, discuss the mechanics of reincarnation (gilgul), and reveal hidden workings of the celestial court — all paradigmatically esoteric content.	True	high	The story depicts the Baal Shem Tov's mystical vision of martyred souls visiting him, with esoteric details about heavenly palaces (היכלות), gilgul (reincarnation), Gan Eden, and hidden divine decrees — classic kabbalistic/nistar content.	AGREE
Shivhei-Habesht_0097	social:conflict	social	high	The story centers on a blood libel (עלילה) against the Jewish community of Pavlitch, resulting in torture and martyrdom, communal flight, and explicit discussion of vengeance against persecutors — overt violent social conflict is the story's core premise.	True	high	The story centers on a blood libel/persecution in which Jews are tortured and killed, and discusses heavenly deliberations about vengeance against the persecutor.	AGREE
Shivhei-Habesht_0097	spaces:mikveh	spaces	high	The story explicitly states that the Besht went to the mikveh and wept bitterly upon hearing of the martyrs' suffering ('הלך למקוה ובכה מאד'), making the mikveh a concrete, named location in the narrative.	True	high	The Baal Shem Tov goes to the mikveh and weeps there before praying mincha.	AGREE
Shivhei-Habesht_0097	supernatural:light_or_fire_as_a_sign_of_righteousness	supernatural	high	At midnight the room suddenly blazes with light shining through the cracks ('ברגע האיר בחדר והיה מאיר דרך סדקים'), directly marking the supernatural arrival of Rabbi Akiva and other holy martyrs — light unambiguously signals the presence of the righteous.	True	medium	The story explicitly describes light filling the room when the holy souls (R. Akiva and other martyrs) arrive at the Besht, associating supernatural light with righteousness.	AGREE
Shivhei-Habesht_0097	supernatural:perception	supernatural	high	The Besht perceives and converses with the souls of martyred holy men (including Rabbi Akiva) who appear to him in a burst of supernatural light, and Rabbi David at the doorway also perceives the event by hearing and recognizing Rabbi Akiva's voice — supernatural perception is the central dramatic episode of the story.	True	high	The Besht supernaturally communicates with the souls of the martyred saints (R' Akiva and others), perceiving and conversing with them in a visionary state—clear supernatural perception.	AGREE
Shivhei-Habesht_0097	supernatural:prognostication	supernatural	high	The Besht repeatedly prognosticates that the captives will be saved (כמה פעמים אמר הבעש״ט שינצלו), a supernatural prediction that proves false, and the story's plot turns on why heaven withheld the true decree from him — making prognostication a central, not incidental, element.	True	high	The Besht repeatedly predicted that the captives would be saved (a future prediction), though it ultimately failed — but he also predicted/was promised the decree would be annulled, fitting prognostication.	AGREE
Shivhei-Habesht_0097	times:death	times	high	The story centrally depicts the death of martyrs (kedoshim) who were tortured and killed, with their souls visiting the Besht to describe their post-mortem experience in Gehinnom and Gan Eden.	True	high	The story explicitly depicts the killing/martyrdom of captives ('כשנהרגו', 'שנהרגו השבויים') with descriptions of their torments and afterlife.	AGREE
Shivhei-Habesht_0097	times:historical_event	times	high	The story explicitly centers on a blood libel (עלילה) against the community of Pavlysh in which Jews were arrested, tortured, and killed — a concrete historical persecution event that drives the entire narrative.	True	high	The story centers on a historical pogrom/martyrdom event (the killing of Jews of Pavolitch), with letters, mourning, and supernatural response to the actual massacre.	AGREE
Shivhei-Habesht_0097	times:holidays	times	medium	Shabbat is the central temporal frame of the story — the Besht goes to the mikveh, prays Kabbalat Shabbat and Maariv, recites Kiddush, and the martyrs in Gan Eden specifically cite the enemy's 'disruption of Shabbat' as causing heavenly turmoil — though whether Shabbat counts as a 'holiday' depends on the taxonomy's intended scope.	False	high	The story takes place on a regular Shabbat (erev shabbat, kabbalat shabbat), not on a Jewish holiday.	DISAGREE
Shivhei-Habesht_0099	folkloristics:story_type_protection	folkloristics	high	The second episode explicitly depicts the Besht supernaturally protecting a merchant from robbers (פוחזים) in a forest — the bandits are seized with trembling and flee each time they approach, a direct and central instance of the protection story type.	True	high	The Baal Shem Tov's presence and reading of the Zohar causes bandits to tremble and flee, directly protecting the merchant from danger on the road.	AGREE
Shivhei-Habesht_0100	supernatural:perception	supernatural	high	The Besht perceives that the slaughtered animal is 'asking' him to eat from it — a direct claim of supernatural communication/perception inaccessible to those around him, and this perception drives the story's central action.	True	high	The Besht supernaturally knows the animal is treif without being told, and perceives that it 'asks' to be eaten by him — clear ruach hakodesh perception.	AGREE
Shivhei-Habesht_0110	folkloristics:story_type_protection	folkloristics	high	The story centrally depicts the Besht fulfilling a deathbed promise to protect R' Matil: he guides him to the arendah, warns him away from cattle trading, and when the son faces mortal threat from a creditor nobleman, intervenes (via the mikveh) to orchestrate a miraculous rescue through the Haidamack visitors — protection is the explicit narrative spine from opening promise to closing miracle.	True	high	The Besht protects R. Motil from the lord's death threat over unpaid debt by spiritually arranging the Haidamak band to lodge with him, generating profits to repay the debt.	AGREE
Shivhei-Habesht_0112	ethics-and-emotions:prohibitions	ethics-and-emotions	high	The story centrally hinges on a prohibition: the Besht explicitly commands the dying man not to reveal their private conversation, the man violates this by disclosing it (under pressure of a sworn oath to his teachers), and the narrative consequence — his restless, placeless afterlife in Gan Eden — is directly attributed by the Besht to his having broken that prohibition.	False	high	The story concerns a disciple's broken oath and posthumous reward, with no religious prohibition (אסור) being told to or violated by a character in the relevant sense.	DISAGREE
Shivhei-Habesht_0112	ethics-and-emotions:punishment	ethics-and-emotions	high	"The soul of the deceased is explicitly punished in Gan Eden — denied any resting place and driven from every seat — because he broke his solemn pledge (ת""כ) not to reveal what the Besht told him; this punishment is the central dramatic problem of the story."	False	medium	The disciple's lack of a place in Gan Eden stems from breaking an oath, but it's framed as a consequence/correction rather than a punishment narrative; the story centers on the Besht's authority and posthumous vision.	DISAGREE
Shivhei-Habesht_0112	ethics-and-emotions:repentance	ethics-and-emotions	medium	The dying man explicitly acknowledges an unrepaired transgression ('לא תקנת') and expresses regret that he had intended to rectify it ('ציפיתי לתקן הדבר'), with the Besht acting as facilitator of his entry to paradise despite the unfinished repentance — making repentance a genuine, though not dominant, theme of the story.	False	high	The story concerns the Besht's recognition, a dying disciple, and gan eden placement; no character turns from sin.	DISAGREE
Shivhei-Habesht_0112	ethics-and-emotions:sadness	ethics-and-emotions	high	The deceased explicitly states 'והי' לי מזה צער גדול' ('I had great sorrow from this') describing his anguish at being displaced from every seat in Paradise with no resting place.	False	high	The story concerns the Besht's acceptance by skeptics via a deceased disciple's vision; no depiction of sadness/melancholy as a theme.	DISAGREE
Shivhei-Habesht_0112	experience:dream	experience	high	The deceased explicitly appears to the living characters in a dream (בחלום) to report his experiences in the afterlife and relay the Torah question and answer from the Besht in Gan Eden.	True	high	The deceased pupil appears to his teachers in a dream to recount the Besht's Torah teaching and the question/answer from Gan Eden.	AGREE
Shivhei-Habesht_0112	experience:revelation	experience	high	The story centrally depicts posthumous revelation — the dead man appears in a dream and discloses hidden heavenly truths (what Gan Eden looks like, the Besht's presence there, his Torah teaching), and the Besht himself is described as having periodic soul-ascents (עליות נשמה) through which heavenly knowledge is illuminated upon him.	True	high	The dead disciple appears in a dream revealing the Baal Shem Tov's Gan Eden teaching, and the Besht supernaturally knows hidden sins and the disciple's fate — direct mystical disclosures.	AGREE
Shivhei-Habesht_0112	experience:visions	experience	high	The story centrally depicts the dead man's soul appearing to his teachers in a dream-vision (חלום) reporting what he saw in Gan Eden, including a vision of the Besht seated among the heavenly academy, and the text also references the Besht's recurring soul-ascents (עליות נשמה).	True	high	The deceased disciple appears to the rabbis and recounts seeing the Baal Shem Tov in Gan Eden teaching Torah — a supernatural vision, though delivered via dream; the living rabbis also receive the vision-account.	AGREE
Shivhei-Habesht_0112	social:conflict	social	high	The story opens with an explicit social conflict: the established Hasidic masters (R' Ze'ev Kutzes and R' David Purkes) hold the Besht in contempt and actively refuse to let him visit their sick disciple, directly opposing him.	True	high	The story centers on the conflict between the Besht and the local hasidim (R. Zev Kotzes and R. David Forkes) who initially rejected him.	AGREE
Shivhei-Habesht_0112	social:inter_hasidic_master_disciple_relationship	social	high	The story explicitly centers on R' Ze'ev Kutzes and R' David Purkes as 'רבותיו' (his masters) and their 'תלמיד הגון' (worthy disciple) who falls ill, with the master-disciple bond driving the entire plot (their visit, their authority over him, his oath of secrecy to them, and ultimately the Besht's integration into this social network).	True	high	The story centers on the Baal Shem Tov's relationship with disciples (R. Zev Kotses, R. David Forkes) and their student, including their initial skepticism and eventual acceptance as his followers.	AGREE
Shivhei-Habesht_0112	supernatural:light_or_fire_as_a_sign_of_righteousness	supernatural	medium	The closing line explicitly states that whenever the Besht had a soul-ascent (עליות נשמה), upon his return light would shine upon him (האיר עליו) — a concrete supernatural depiction of light as a mark of his holiness, though it is a brief addendum to the main narrative rather than its focus.	False	high	The story involves Gan Eden visions and Torah revealed via dream, but no light or fire appears around a character as a sign of righteousness.	DISAGREE
Shivhei-Habesht_0112	supernatural:miracle	supernatural	medium	The Besht performs a supernatural act by promising and delivering the dying man's soul into Gan Eden — a miraculous exercise of power over the afterlife — though the narrative centers more on post-death soul wandering and dream communication than on a classic wonder-working miracle.	True	high	The Besht miraculously knows the hidden boy's presence, the unconfessed sin, and secures the dying youth's entry into Gan Eden — discrete supernatural interventions tied to the recipient.	AGREE
Shivhei-Habesht_0112	supernatural:perception	supernatural	high	The story centrally depicts multiple acts of supernatural perception: the Besht perceives a hidden boy in the room, possesses foreknowledge of heavenly matters (who enters Gan Eden), the deceased soul perceives and reports on events in the afterlife, and the Besht immediately knows that the dead man revealed the teaching to the disciples.	True	high	The Besht supernaturally knows the hidden boy's presence and the student's untransacted sin, and supernaturally perceives the deceased's fate in Gan Eden.	AGREE
Shivhei-Habesht_0112	times:death	times	high	Death is central to the narrative: a student falls ill and dies, his soul wanders in Gan Eden without a place, and he appears posthumously in a dream to reveal what transpired in the afterlife.	True	high	The story depicts the death of the pupil, whose post-mortem experiences in Gan Eden are central to the narrative.	AGREE
Shivhei-Habesht_0112	times:shabbat	times	high	The story explicitly depicts a Shabbat seudah shlishit (third meal) at which the Besht delivers Torah, making Shabbat a concrete narrative setting rather than a mere incidental reference.	True	high	The story explicitly depicts the Baal Shem Tov delivering this Torah teaching at the third Shabbat meal (סעודה שלישית).	AGREE
Shivhei-Habesht_0114	social:relations_with_non_jews	social	high	The story explicitly depicts non-Jewish authorities making a false accusation (עלילה) against R' Moshe, forcibly taking him to Venice, and imprisoning him there until his death — a direct and substantive interaction with non-Jews.	False	medium	The story concerns a Baal Shem Tov warning and a fatal travel mishap involving authorities over a permit (bilet), but does not substantively depict relations with non-Jews as a theme.	DISAGREE
Shivhei-Habesht_0115	supernatural:perception	supernatural	high	The Besht supernaturally perceives a danger associated with a specific bridge and issues a prophylactic command based on that hidden knowledge — the entire narrative premise rests on his clairvoyant perception.	True	high	The Besht supernaturally knows in advance to avoid a specific bridge (grebliye), indicating ruach hakodesh foreknowledge.	AGREE
Shivhei-Habesht_0126	ethics-and-emotions:fear	ethics-and-emotions	high	The story explicitly depicts fear using the word נתחרד ('became frightened/trembled') to describe a simple Jew's dread of missing the mincha prayer time, which is the moral centerpiece of the Besht's rebuke of the preacher.	True	high	The story depicts a Jew trembling in fear (נתחרד) at twilight lest he miss the time for mincha prayer.	AGREE
Shivhei-Habesht_0132	supernatural:magic	supernatural	medium	The Besht supernaturally perceives the spiritual taint of the bed and then grants a conditional blessing that causes children to be born as hunchbacks — a direct exercise of supernatural power over nature and human fate.	False	high	Story describes the Baal Shem Tov's mystical insight and a conditional blessing for children; no witchcraft, sorcery, or forbidden magical practice depicted.	DISAGREE
Shivhei-Habesht_0134	folkloristics:story_type_protection	folkloristics	high	The story's central episode depicts the Besht being shielded from a heavenly accuser (מקטרג) who cannot physically approach him because of the tefillin, making supernatural protection-by-ritual-object the explicit narrative core.	True	high	The Besht is protected from a demonic accuser/executioner by donning tefillin at his teacher's instruction, with his brother-in-law R. Gershon also intervening to halt the death decree.	AGREE
Shivhei-Habesht_0135	characters-and-roles:hidden_righteous	characters-and-roles	medium	ר' זאב קוציעס ישב בסוף השולחן (concealing his stature), was rebuked by the Besht for false humility and called forward, then astonished the learned Dayan with his deep expertise in astronomy — a classic hidden-righteous reveal of concealed greatness.	False	high	The story features the Baal Shem Tov and named rabbis openly acting as recognized figures; no hidden righteous/nistar character appears.	DISAGREE
Shivhei-Habesht_0135	characters-and-roles:preacher	characters-and-roles	high	The story explicitly depicts Rabbi Yechiel Michel delivering a public sermon (דרש/דרשה) in the synagogue on Shabbat in Horodna, with debate and questions from the congregation during the preaching.	False	medium	The story features the Besht and rabbis/dayan, but no maggid (preacher) appears as a distinct character.	DISAGREE
Shivhei-Habesht_0135	ethics-and-emotions:fear	ethics-and-emotions	high	The story explicitly depicts the Besht overcome with fear of Sabbath desecration — weeping bitterly, prostrating himself, and tearing his hair — and later the text says 'הי׳ ירא שלא יצער את הרב', showing fear as a direct narrative driver in two distinct moments.	True	high	The Besht weeps and tears his hair in fear/distress over the possibility of Sabbath desecration, depicting fear of sin before God.	AGREE
Shivhei-Habesht_0135	ethics-and-emotions:humility	ethics-and-emotions	high	Humility is a central, explicit theme: the Besht rebukes false/performative humility ('אני שונא ענוותן'), R' Mikhl the judge epitomizes arrogant refusal to concede truth ('לא רצה להודות על האמת'), and the Besht's core moral rebuke is that Torah must not be studied for the sake of winning arguments — R' Mikhl is ultimately humbled and becomes a 'complete tzaddik.'	True	medium	The Besht rebukes R. Zev Kotses saying 'I hate a humble one' for sitting at the table's end, and later the rabbi's refusal to admit truth (pride) is contrasted, making humility a substantive theme.	AGREE
Shivhei-Habesht_0135	folkloristics:story_type_advent	folkloristics	medium	The story is structurally framed around the arrival of the Besht and R' Yechiel Mikhl at Horodna to install the new rabbi, with the events (the Sabbath sermon, the disputation, the meal) all unfolding as part of that advent to the community.	False	high	The story depicts the Besht traveling with an already-known rabbi and rebuking another scholar; it is not a first-encounter/discovery narrative of the tzaddik by a neutral character.	DISAGREE
Shivhei-Habesht_0135	folkloristics:story_type_rapprochement	folkloristics	medium	The story's central arc is a rapprochement: R' Mikhl the Judge begins as a stubborn, debate-driven antagonist who refuses to concede truth, and through the Besht's intervention (removing his Torah knowledge and rebuking him) is brought to reconciliation with Hasidic values, ultimately becoming a 'complete righteous person' — a classic disciple-rapprochement structure, though embedded in a multi-episode journey narrative.	True	high	R' Michel the dayan, a sharp skeptical scholar who refuses to concede truth and opposes the rabbi's drasha, is humbled by the Besht (who removes his Torah learning) and ultimately becomes a complete tzaddik — a clear rapprochement arc.	AGREE
Shivhei-Habesht_0135	social:conflict	social	high	The story depicts an explicit public disputational conflict between R' Mikhl the dayyan and the rabbi during the sermon, with R' Mikhl stubbornly refusing to concede defeat, the Besht intervening to quell the disruption, and the entire episode culminating in a rebuke for learning Torah out of a desire for victory and provocation (נצוח וקינטור).	True	high	The story depicts a public scholarly dispute with Rabbi Michel the dayan refusing to concede, the Besht rebuking him, and tension over pride and contention in Torah study.	AGREE
Shivhei-Habesht_0135	social:inter_hasidic	social	high	The story centrally depicts interactions among multiple Hasidic figures — the Besht, Rabbi Yechiel Michl, Rabbi Zeev Kutsis, and Rabbi Michl the Dayan — involving a rabbinic appointment, a Shabbat sermon debate, a journey together, and the Besht's direct spiritual intervention, all of which are quintessentially inter-Hasidic social dynamics.	False	high	The story is internal to the Besht's circle (Besht, R. Yechiel Michel, R. Zev Kotzes); there is no interaction between distinct Hasidic groups/courts.	DISAGREE
