div - xml:id	Edition	unique	Story	full tag	top-tag	sub-tag	women-in-story
	Khal-Hasidim		Khal-Hasidim_0171	characters-and-roles:the_family_of_the_tsaddik	characters-and-roles	the_family_of_the_tsaddik	Yes
	Khal-Hasidim		Khal-Hasidim_0171	practice:tvilah	practice	tvilah	Yes
	Khal-Hasidim		Khal-Hasidim_0171	halakhah:circumcision	halakhah	circumcision	Yes
	Khal-Hasidim		Khal-Hasidim_0171	experience:enthusiasm	experience	enthusiasm	Yes
Khal-Hasidim_0172	Khal-Hasidim	Khal-Hasidim	Khal-Hasidim_0172	practice:storytelling	practice	storytelling	No Women
	Khal-Hasidim		Khal-Hasidim_0172	supernatural:conversing_with_the_dead	supernatural	conversing_with_the_dead	No Women
	Khal-Hasidim		Khal-Hasidim_0172	ethics-and-emotions:punishment	ethics-and-emotions	punishment	No Women
	Khal-Hasidim		Khal-Hasidim_0172	supernatural:reincarnation	supernatural	reincarnation	No Women
	Khal-Hasidim		Khal-Hasidim_0172	social-relations:with_the_authorities	social-relations	with_the_authorities	No Women
	Khal-Hasidim		Khal-Hasidim_0172	ethics-and-emotions:shame	ethics-and-emotions	shame	No Women
Khal-Hasidim_0173	Khal-Hasidim	Khal-Hasidim	Khal-Hasidim_0173	social-relations:with_non_jews	social-relations	with_non_jews	Yes
	Khal-Hasidim		Khal-Hasidim_0173	social-relations:with_the_authorities	social-relations	with_the_authorities	Yes
	Khal-Hasidim		Khal-Hasidim_0173	ethics-and-emotions:repentance	ethics-and-emotions	repentance	Yes
	Khal-Hasidim		Khal-Hasidim_0173	halakhah:prayer	halakhah	prayer	Yes
	Khal-Hasidim		Khal-Hasidim_0173	halakhah:tvilah	halakhah	tvilah	Yes
	Khal-Hasidim		Khal-Hasidim_0173	Women in Story	women	Women in Story	Yes
	Khal-Hasidim		Khal-Hasidim_0173	times:death	times	death	Yes
	Khal-Hasidim		Khal-Hasidim_0173	experience:dream	experience	dream	Yes
	Khal-Hasidim		Khal-Hasidim_0173	ethics-and-emotions:prohibitions	ethics-and-emotions	prohibitions	Yes
	Khal-Hasidim		Khal-Hasidim_0173	supernatural:perception	supernatural	perception	Yes
Khal-Hasidim_0174	Khal-Hasidim	Khal-Hasidim	Khal-Hasidim_0174	times:birth	times	birth	Yes
	Khal-Hasidim		Khal-Hasidim_0174	times:death	times	death	Yes
	Khal-Hasidim		Khal-Hasidim_0174	practice:study	practice	study	Yes
	Khal-Hasidim		Khal-Hasidim_0174	social-relations:with_non_hasidim	social-relations	with_non_hasidim	Yes
	Khal-Hasidim		Khal-Hasidim_0174	social-relations:conflict	social-relations	conflict	Yes
	Khal-Hasidim		Khal-Hasidim_0174	social-relations:with_non_jews	social-relations	with_non_jews	Yes
	Khal-Hasidim		Khal-Hasidim_0174	social-relations:retrospective_recognition	social-relations	retrospective_recognition	Yes
	Khal-Hasidim		Khal-Hasidim_0174	social-relations:inter_hasidic_master_disciple_relationship	social-relations	inter_hasidic_master_disciple_relationship	Yes
	Khal-Hasidim		Khal-Hasidim_0174	social-relations:inter_hasidic_inheritance_of_leadership	social-relations	inter_hasidic_inheritance_of_leadership	Yes
	Khal-Hasidim		Khal-Hasidim_0174	social-relations:with_the_authorities	social-relations	with_the_authorities	Yes
	Khal-Hasidim		Khal-Hasidim_0174	characters-and-roles:the_family_of_the_tsaddik	characters-and-roles	the_family_of_the_tsaddik	Yes
	Khal-Hasidim		Khal-Hasidim_0174	Women in Story	women	Women in Story	Yes
	Khal-Hasidim		Khal-Hasidim_0174	practice:dance	practice	dance	Yes
	Khal-Hasidim		Khal-Hasidim_0174	halakhah	halakhah		Yes
	Khal-Hasidim		Khal-Hasidim_0174	halakhah:prayer	halakhah	prayer	Yes
	Khal-Hasidim		Khal-Hasidim_0174	halakhah:kosher_slaughtering	halakhah	kosher_slaughtering	Yes
	Khal-Hasidim		Khal-Hasidim_0174	halakhah:tefillin	halakhah	tefillin	Yes
	Khal-Hasidim		Khal-Hasidim_0174	custom	custom		Yes
	Khal-Hasidim		Khal-Hasidim_0174	custom:hasidic_custom	custom	hasidic_custom	Yes
	Khal-Hasidim		Khal-Hasidim_0174	knowledge:esoteric	knowledge	esoteric	Yes
	Khal-Hasidim		Khal-Hasidim_0174	supernatural:magic	supernatural	magic	Yes
	Khal-Hasidim		Khal-Hasidim_0174	supernatural:perception	supernatural	perception	Yes
	Khal-Hasidim		Khal-Hasidim_0174	supernatural:prognostication	supernatural	prognostication	Yes
	Khal-Hasidim		Khal-Hasidim_0174	supernatural:conversing_with_the_dead	supernatural	conversing_with_the_dead	Yes
	Khal-Hasidim		Khal-Hasidim_0174	practice:travel_to_the_tsaddik	practice	travel_to_the_tsaddik	Yes
	Khal-Hasidim		Khal-Hasidim_0174	times:shabbat	times	shabbat	Yes
	Khal-Hasidim		Khal-Hasidim_0174	ethics-and-emotions:lying	ethics-and-emotions	lying	Yes
	Khal-Hasidim		Khal-Hasidim_0174	ethics-and-emotions:fear	ethics-and-emotions	fear	Yes
Khal-Hasidim_0175	Khal-Hasidim	Khal-Hasidim	Khal-Hasidim_0175	social-relations:with_non_jews	social-relations	with_non_jews	No Women
	Khal-Hasidim		Khal-Hasidim_0175	social-relations:with_the_authorities	social-relations	with_the_authorities	No Women
	Khal-Hasidim		Khal-Hasidim_0175	social-relations:conflict	social-relations	conflict	No Women
	Khal-Hasidim		Khal-Hasidim_0175	supernatural:prognostication	supernatural	prognostication	No Women
	Khal-Hasidim		Khal-Hasidim_0175	times:historical_event	times	historical_event	No Women
Khal-Hasidim_0176	Khal-Hasidim	Khal-Hasidim	Khal-Hasidim_0176	social-relations:with_non_hasidim	social-relations	with_non_hasidim	No Women
	Khal-Hasidim		Khal-Hasidim_0176	social-relations:conflict	social-relations	conflict	No Women
	Khal-Hasidim		Khal-Hasidim_0176	social-relations:with_non_jews_hostility_against_jews	social-relations	with_non_jews_hostility_against_jews	No Women
	Khal-Hasidim		Khal-Hasidim_0176	social-relations:with_the_authorities	social-relations	with_the_authorities	No Women
	Khal-Hasidim		Khal-Hasidim_0176	times:shabbat	times	shabbat	No Women
	Khal-Hasidim		Khal-Hasidim_0176	practice:devekut	practice	devekut	No Women
	Khal-Hasidim		Khal-Hasidim_0176	experience:devekut	experience	devekut	No Women
Khal-Hasidim_0177	Khal-Hasidim	Khal-Hasidim	Khal-Hasidim_0177	social-relations:with_non_hasidim	social-relations	with_non_hasidim	No Women
	Khal-Hasidim		Khal-Hasidim_0177	social-relations:conflict	social-relations	conflict	No Women
	Khal-Hasidim		Khal-Hasidim_0177	ethics-and-emotions:lust	ethics-and-emotions	lust	No Women
	Khal-Hasidim		Khal-Hasidim_0177	ethics-and-emotions:shame	ethics-and-emotions	shame	No Women
	Khal-Hasidim		Khal-Hasidim_0177	ethics-and-emotions:punishment	ethics-and-emotions	punishment	No Women
	Khal-Hasidim		Khal-Hasidim_0177	practice:music	practice	music	No Women
	Khal-Hasidim		Khal-Hasidim_0177	ethics-and-emotions:adultery	ethics-and-emotions	adultery	No Women
	Khal-Hasidim		Khal-Hasidim_0177	ethics-and-emotions:prohibitions	ethics-and-emotions	prohibitions	No Women
Khal-Hasidim_0178	Khal-Hasidim	Khal-Hasidim	Khal-Hasidim_0178	times:death	times	death	Yes
	Khal-Hasidim		Khal-Hasidim_0178	social-relations:inter_hasidic_inheritance_of_leadership	social-relations	inter_hasidic_inheritance_of_leadership	Yes
	Khal-Hasidim		Khal-Hasidim_0178	practice:study	practice	study	Yes
	Khal-Hasidim		Khal-Hasidim_0178	halakhah:tvilah	halakhah	tvilah	Yes
	Khal-Hasidim		Khal-Hasidim_0178	halakhah	halakhah		Yes
	Khal-Hasidim		Khal-Hasidim_0178	ethics-and-emotions:virtues_humility	ethics-and-emotions	virtues_humility	Yes
	Khal-Hasidim		Khal-Hasidim_0178	Women in Story	women	Women in Story	Yes
	Khal-Hasidim		Khal-Hasidim_0178	supernatural:perception	supernatural	perception	Yes
	Khal-Hasidim		Khal-Hasidim_0178	social-relations:conflict	social-relations	conflict	Yes
Khal-Hasidim_0179	Khal-Hasidim	Khal-Hasidim	Khal-Hasidim_0179	practice:study	practice	study	Yes
	Khal-Hasidim		Khal-Hasidim_0179	knowledge:esoteric	knowledge	esoteric	Yes
	Khal-Hasidim		Khal-Hasidim_0179	social-relations:inter_hasidic	social-relations	inter_hasidic	Yes
	Khal-Hasidim		Khal-Hasidim_0179	social-relations:inter_hasidic_master_disciple_relationship	social-relations	inter_hasidic_master_disciple_relationship	Yes
	Khal-Hasidim		Khal-Hasidim_0179	ethics-and-emotions:lust	ethics-and-emotions	lust	Yes
	Khal-Hasidim		Khal-Hasidim_0179	ethics-and-emotions:lying	ethics-and-emotions	lying	Yes
	Khal-Hasidim		Khal-Hasidim_0179	supernatural:perception	supernatural	perception	Yes
	Khal-Hasidim		Khal-Hasidim_0179	Women in Story	women	Women in Story	Yes
Khal-Hasidim_0180	Khal-Hasidim	Khal-Hasidim	Khal-Hasidim_0180	ethics-and-emotions:virtues_humility	ethics-and-emotions	virtues_humility	No Women
	Khal-Hasidim		Khal-Hasidim_0180	social-relations:inter_hasidic	social-relations	inter_hasidic	No Women
	Khal-Hasidim		Khal-Hasidim_0180	social-relations:inter_hasidic_master_disciple_relationship	social-relations	inter_hasidic_master_disciple_relationship	No Women
	Khal-Hasidim		Khal-Hasidim_0180	social-relations:with_non_hasidim	social-relations	with_non_hasidim	No Women
	Khal-Hasidim		Khal-Hasidim_0180	social-relations:conflict	social-relations	conflict	No Women
	Khal-Hasidim		Khal-Hasidim_0180	times:death	times	death	No Women
	Khal-Hasidim		Khal-Hasidim_0180	practice:tvilah	practice	tvilah	No Women
Khal-Hasidim_0181	Khal-Hasidim	Khal-Hasidim	Khal-Hasidim_0181	times:death	times	death	No Women
	Khal-Hasidim		Khal-Hasidim_0181	social-relations:inter_hasidic_master_disciple_relationship	social-relations	inter_hasidic_master_disciple_relationship	No Women
	Khal-Hasidim		Khal-Hasidim_0181	social-relations:inter_hasidic_inheritance_of_leadership	social-relations	inter_hasidic_inheritance_of_leadership	No Women
	Khal-Hasidim		Khal-Hasidim_0181	social-relations:inter_hasidic	social-relations	inter_hasidic	No Women
	Khal-Hasidim		Khal-Hasidim_0181	characters-and-roles:the_family_of_the_tsaddik	characters-and-roles	the_family_of_the_tsaddik	No Women
	Khal-Hasidim		Khal-Hasidim_0181	custom:hasidic_custom	custom	hasidic_custom	No Women
	Khal-Hasidim		Khal-Hasidim_0181	halakhah:prayer	halakhah	prayer	No Women
	Khal-Hasidim		Khal-Hasidim_0181	practice:study	practice	study	No Women
	Khal-Hasidim		Khal-Hasidim_0181	practice:sermon	practice	sermon	No Women
Khal-Hasidim_0182	Khal-Hasidim	Khal-Hasidim	Khal-Hasidim_0182	social-relations:with_non_hasidim	social-relations	with_non_hasidim	No Women
	Khal-Hasidim		Khal-Hasidim_0182	social-relations:conflict	social-relations	conflict	No Women
	Khal-Hasidim		Khal-Hasidim_0182	custom:hasidic_custom	custom	hasidic_custom	No Women
	Khal-Hasidim		Khal-Hasidim_0182	halakhah:prayer	halakhah	prayer	No Women
	Khal-Hasidim		Khal-Hasidim_0182	halakhah:tefillin	halakhah	tefillin	No Women
	Khal-Hasidim		Khal-Hasidim_0182	halakhah	halakhah		No Women
	Khal-Hasidim		Khal-Hasidim_0182	kabbalah	kabbalah		No Women
	Khal-Hasidim		Khal-Hasidim_0182	practice:study	practice	study	No Women
	Khal-Hasidim		Khal-Hasidim_0182	social-relations:retrospective_recognition	social-relations	retrospective_recognition	No Women
Khal-Hasidim_0183	Khal-Hasidim	Khal-Hasidim	Khal-Hasidim_0183	social-relations:with_non_hasidim	social-relations	with_non_hasidim	No Women
	Khal-Hasidim		Khal-Hasidim_0183	social-relations:conflict	social-relations	conflict	No Women
	Khal-Hasidim		Khal-Hasidim_0183	practice:study	practice	study	No Women
	Khal-Hasidim		Khal-Hasidim_0183	social-relations:retrospective_recognition	social-relations	retrospective_recognition	No Women
Khal-Hasidim_0184	Khal-Hasidim	Khal-Hasidim	Khal-Hasidim_0184	social-relations:with_non_hasidim	social-relations	with_non_hasidim	No Women
	Khal-Hasidim		Khal-Hasidim_0184	social-relations:conflict	social-relations	conflict	No Women
	Khal-Hasidim		Khal-Hasidim_0184	social-relations:inter_hasidic_master_disciple_relationship	social-relations	inter_hasidic_master_disciple_relationship	No Women
	Khal-Hasidim		Khal-Hasidim_0184	practice:storytelling	practice	storytelling	No Women
	Khal-Hasidim		Khal-Hasidim_0184	times:shabbat	times	shabbat	No Women
	Khal-Hasidim		Khal-Hasidim_0184	supernatural:perception	supernatural	perception	No Women
	Khal-Hasidim		Khal-Hasidim_0184	times:death	times	death	No Women
	Khal-Hasidim		Khal-Hasidim_0184	social-relations:inter_hasidic_inheritance_of_leadership	social-relations	inter_hasidic_inheritance_of_leadership	No Women
	Khal-Hasidim		Khal-Hasidim_0184	social-relations:inter_hasidic	social-relations	inter_hasidic	No Women
Khal-Hasidim_0185	Khal-Hasidim	Khal-Hasidim	Khal-Hasidim_0185	practice:sermon	practice	sermon	Yes
	Khal-Hasidim		Khal-Hasidim_0185	social-relations:inter_hasidic_master_disciple_relationship	social-relations	inter_hasidic_master_disciple_relationship	Yes
	Khal-Hasidim		Khal-Hasidim_0185	practice:protection	practice	protection	Yes
	Khal-Hasidim		Khal-Hasidim_0185	practice:storytelling	practice	storytelling	Yes
	Khal-Hasidim		Khal-Hasidim_0185	Women in Story	women	Women in Story	Yes
	Khal-Hasidim		Khal-Hasidim_0185	social-relations:converts_and_conversion	social-relations	converts_and_conversion	Yes
	Khal-Hasidim		Khal-Hasidim_0185	custom:clothing	custom	clothing	Yes
	Khal-Hasidim		Khal-Hasidim_0185	supernatural:perception	supernatural	perception	Yes
	Khal-Hasidim		Khal-Hasidim_0185	supernatural:magic	supernatural	magic	Yes
Khal-Hasidim_0186	Khal-Hasidim	Khal-Hasidim	Khal-Hasidim_0186	social-relations:inter_hasidic	social-relations	inter_hasidic	No Women
	Khal-Hasidim		Khal-Hasidim_0186	social-relations:inter_hasidic_conflict_between_tsaddikim	social-relations	inter_hasidic_conflict_between_tsaddikim	No Women
	Khal-Hasidim		Khal-Hasidim_0186	spaces:the_land_of_israel	spaces	the_land_of_israel	No Women
	Khal-Hasidim		Khal-Hasidim_0186	ethics-and-emotions:charity	ethics-and-emotions	charity	No Women
Khal-Hasidim_0187	Khal-Hasidim	Khal-Hasidim	Khal-Hasidim_0187	Women in Story	women	Women in Story	Yes
	Khal-Hasidim		Khal-Hasidim_0187	social-relations:with_non_hasidim	social-relations	with_non_hasidim	Yes
	Khal-Hasidim		Khal-Hasidim_0187	social-relations:conflict	social-relations	conflict	Yes
	Khal-Hasidim		Khal-Hasidim_0187	practice:reception_of_hasidim	practice	reception_of_hasidim	Yes
	Khal-Hasidim		Khal-Hasidim_0187	practice:healing	practice	healing	Yes
	Khal-Hasidim		Khal-Hasidim_0187	practice:business_advice	practice	business_advice	Yes
	Khal-Hasidim		Khal-Hasidim_0187	social-relations:disobedience	social-relations	disobedience	Yes
Khal-Hasidim_0188	Khal-Hasidim	Khal-Hasidim	Khal-Hasidim_0188	social-relations:inter_hasidic	social-relations	inter_hasidic	No Women
	Khal-Hasidim		Khal-Hasidim_0188	social-relations:inter_hasidic_conflict_between_tsaddikim	social-relations	inter_hasidic_conflict_between_tsaddikim	No Women
	Khal-Hasidim		Khal-Hasidim_0188	social-relations:inter_hasidic_master_disciple_relationship	social-relations	inter_hasidic_master_disciple_relationship	No Women
	Khal-Hasidim		Khal-Hasidim_0188	practice:pilgrimage_to_the_graves_of_tsaddikim	practice	pilgrimage_to_the_graves_of_tsaddikim	No Women
	Khal-Hasidim		Khal-Hasidim_0188	custom:pilgrimage_to_the_graves_of_tsaddikim	custom	pilgrimage_to_the_graves_of_tsaddikim	No Women
	Khal-Hasidim		Khal-Hasidim_0188	ethics-and-emotions:fear	ethics-and-emotions	fear	No Women
	Khal-Hasidim		Khal-Hasidim_0188	practice:tvilah	practice	tvilah	No Women
	Khal-Hasidim		Khal-Hasidim_0188	characters-and-roles:the_family_of_the_tsaddik	characters-and-roles	the_family_of_the_tsaddik	No Women
	Khal-Hasidim		Khal-Hasidim_0188	halakhah:tefillin	halakhah	tefillin	No Women
	Khal-Hasidim		Khal-Hasidim_0188	supernatural:perception	supernatural	perception	No Women
	Khal-Hasidim		Khal-Hasidim_0188	ethics-and-emotions:punishment	ethics-and-emotions	punishment	No Women
Khal-Hasidim_0189	Khal-Hasidim	Khal-Hasidim	Khal-Hasidim_0189	times:death	times	death	No Women
	Khal-Hasidim		Khal-Hasidim_0189	times:historical_event	times	historical_event	No Women
	Khal-Hasidim		Khal-Hasidim_0189	social-relations:with_the_authorities	social-relations	with_the_authorities	No Women
	Khal-Hasidim		Khal-Hasidim_0189	halakhah:prayer	halakhah	prayer	No Women
	Khal-Hasidim		Khal-Hasidim_0189	times:holidays	times	holidays	No Women
	Khal-Hasidim		Khal-Hasidim_0189	times:shabbat	times	shabbat	No Women
	Khal-Hasidim		Khal-Hasidim_0189	supernatural:magic	supernatural	magic	No Women
	Khal-Hasidim		Khal-Hasidim_0189	supernatural:prognostication	supernatural	prognostication	No Women
Khal-Hasidim_0190	Khal-Hasidim	Khal-Hasidim	Khal-Hasidim_0190	times:historical_event	times	historical_event	No Women
	Khal-Hasidim		Khal-Hasidim_0190	social-relations:with_the_authorities	social-relations	with_the_authorities	No Women
	Khal-Hasidim		Khal-Hasidim_0190	folkloristics:story_type_death_of_the_tsaddik	folkloristics	story_type_death_of_the_tsaddik	No Women
	Khal-Hasidim		Khal-Hasidim_0190	times:death	times	death	No Women
	Khal-Hasidim		Khal-Hasidim_0190	characters-and-roles:the_family_of_the_tsaddik	characters-and-roles	the_family_of_the_tsaddik	No Women
	Khal-Hasidim		Khal-Hasidim_0190	social-relations:inter_hasidic_master_disciple_relationship	social-relations	inter_hasidic_master_disciple_relationship	No Women
	Khal-Hasidim		Khal-Hasidim_0190	supernatural:light_or_fire_as_a_sign_of_righteousness	supernatural	light_or_fire_as_a_sign_of_righteousness	No Women
	Khal-Hasidim		Khal-Hasidim_0190	halakhah:prayer	halakhah	prayer	No Women
	Khal-Hasidim		Khal-Hasidim_0190	practice:devekut	practice	devekut	No Women
	Khal-Hasidim		Khal-Hasidim_0190	experience:devekut	experience	devekut	No Women
	Khal-Hasidim		Khal-Hasidim_0190	practice:study	practice	study	No Women
	Khal-Hasidim		Khal-Hasidim_0190	ethics-and-emotions:Joy	ethics-and-emotions	Joy	No Women
	Khal-Hasidim		Khal-Hasidim_0190	ethics-and-emotions:sadness	ethics-and-emotions	sadness	No Women
Khal-Hasidim_0191	Khal-Hasidim	Khal-Hasidim	Khal-Hasidim_0191	folkloristics:story_type_death_of_the_tsaddik	folkloristics	story_type_death_of_the_tsaddik	No Women
	Khal-Hasidim		Khal-Hasidim_0191	times:death	times	death	No Women
	Khal-Hasidim		Khal-Hasidim_0191	social-relations:with_non_jews	social-relations	with_non_jews	No Women
Khal-Hasidim_0192	Khal-Hasidim	Khal-Hasidim	Khal-Hasidim_0192	times:death	times	death	No Women
	Khal-Hasidim		Khal-Hasidim_0192	social-relations:inter_hasidic_master_disciple_relationship	social-relations	inter_hasidic_master_disciple_relationship	No Women
	Khal-Hasidim		Khal-Hasidim_0192	social-relations:inter_hasidic_inheritance_of_leadership	social-relations	inter_hasidic_inheritance_of_leadership	No Women
	Khal-Hasidim		Khal-Hasidim_0192	characters-and-roles:the_family_of_the_tsaddik	characters-and-roles	the_family_of_the_tsaddik	No Women
	Khal-Hasidim		Khal-Hasidim_0192	social-relations:marriage_matchmaking	social-relations	marriage_matchmaking	No Women
	Khal-Hasidim		Khal-Hasidim_0192	practice:study	practice	study	No Women
	Khal-Hasidim		Khal-Hasidim_0192	kabbalah	kabbalah		No Women
	Khal-Hasidim		Khal-Hasidim_0192	supernatural:perception	supernatural	perception	No Women
Khal-Hasidim_0193	Khal-Hasidim	Khal-Hasidim	Khal-Hasidim_0193	social-relations:inter_hasidic_master_disciple_relationship	social-relations	inter_hasidic_master_disciple_relationship	No Women
	Khal-Hasidim		Khal-Hasidim_0193	practice:pilgrimage_to_the_graves_of_tsaddikim	practice	pilgrimage_to_the_graves_of_tsaddikim	No Women
	Khal-Hasidim		Khal-Hasidim_0193	custom:pilgrimage_to_the_graves_of_tsaddikim	custom	pilgrimage_to_the_graves_of_tsaddikim	No Women
	Khal-Hasidim		Khal-Hasidim_0193	practice:travel_to_the_tsaddik	practice	travel_to_the_tsaddik	No Women
	Khal-Hasidim		Khal-Hasidim_0193	experience:dream	experience	dream	No Women
	Khal-Hasidim		Khal-Hasidim_0193	halakhah:tefillin	halakhah	tefillin	No Women
	Khal-Hasidim		Khal-Hasidim_0193	practice:smoking	practice	smoking	No Women
	Khal-Hasidim		Khal-Hasidim_0193	supernatural:light_or_fire_as_a_sign_of_righteousness	supernatural	light_or_fire_as_a_sign_of_righteousness	No Women
	Khal-Hasidim		Khal-Hasidim_0193	ethics-and-emotions:fear	ethics-and-emotions	fear	No Women
	Khal-Hasidim		Khal-Hasidim_0193	social-relations:with_non_hasidim	social-relations	with_non_hasidim	No Women
	Khal-Hasidim		Khal-Hasidim_0193	supernatural:demons	supernatural	demons	No Women
	Khal-Hasidim		Khal-Hasidim_0193	practice:healing	practice	healing	No Women
	Khal-Hasidim		Khal-Hasidim_0193	practice:reception_of_hasidim	practice	reception_of_hasidim	No Women
	Khal-Hasidim		Khal-Hasidim_0193	practice:storytelling	practice	storytelling	No Women
Khal-Hasidim_0194	Khal-Hasidim	Khal-Hasidim	Khal-Hasidim_0194	folkloristics:story_type_death_of_the_tsaddik	folkloristics	story_type_death_of_the_tsaddik	No Women
	Khal-Hasidim		Khal-Hasidim_0194	times:death	times	death	No Women
	Khal-Hasidim		Khal-Hasidim_0194	halakhah:prayer	halakhah	prayer	No Women
	Khal-Hasidim		Khal-Hasidim_0194	practice:dance	practice	dance	No Women
	Khal-Hasidim		Khal-Hasidim_0194	experience:enthusiasm	experience	enthusiasm	No Women
	Khal-Hasidim		Khal-Hasidim_0194	practice:sermon	practice	sermon	No Women
Khal-Hasidim_0195	Khal-Hasidim	Khal-Hasidim	Khal-Hasidim_0195	times:holidays	times	holidays	No Women
	Khal-Hasidim		Khal-Hasidim_0195	halakhah:prayer	halakhah	prayer	No Women
	Khal-Hasidim		Khal-Hasidim_0195	supernatural:magic	supernatural	magic	No Women
Khal-Hasidim_0196	Khal-Hasidim	Khal-Hasidim	Khal-Hasidim_0196	practice:protection	practice	protection	No Women
	Khal-Hasidim		Khal-Hasidim_0196	supernatural:miracle	supernatural	miracle	No Women
	Khal-Hasidim		Khal-Hasidim_0196	halakhah:prayer	halakhah	prayer	No Women
	Khal-Hasidim		Khal-Hasidim_0196	practice:study	practice	study	No Women
	Khal-Hasidim		Khal-Hasidim_0196	social-relations:with_the_authorities	social-relations	with_the_authorities	No Women
Khal-Hasidim_0197	Khal-Hasidim	Khal-Hasidim	Khal-Hasidim_0197	practice:reception_of_hasidim	practice	reception_of_hasidim	No Women
	Khal-Hasidim		Khal-Hasidim_0197	social-relations:inter_hasidic_master_disciple_relationship	social-relations	inter_hasidic_master_disciple_relationship	No Women
	Khal-Hasidim		Khal-Hasidim_0197	practice:sermon	practice	sermon	No Women
	Khal-Hasidim		Khal-Hasidim_0197	social-relations:inter_hasidic	social-relations	inter_hasidic	No Women
	Khal-Hasidim		Khal-Hasidim_0197	folkloristics:story_type_rapprochement	folkloristics	story_type_rapprochement	No Women
	Khal-Hasidim		Khal-Hasidim_0197	social-relations:with_non_hasidim	social-relations	with_non_hasidim	No Women
	Khal-Hasidim		Khal-Hasidim_0197	practice:travel_to_the_tsaddik	practice	travel_to_the_tsaddik	No Women
	Khal-Hasidim		Khal-Hasidim_0197	practice:study	practice	study	No Women
	Khal-Hasidim		Khal-Hasidim_0197	supernatural:perception	supernatural	perception	No Women
Khal-Hasidim_0198	Khal-Hasidim	Khal-Hasidim	Khal-Hasidim_0198	social-relations:with_non_hasidim	social-relations	with_non_hasidim	No Women
	Khal-Hasidim		Khal-Hasidim_0198	ethics-and-emotions:virtues_humility	ethics-and-emotions	virtues_humility	No Women
	Khal-Hasidim		Khal-Hasidim_0198	ethics-and-emotions:pride	ethics-and-emotions	pride	No Women
	Khal-Hasidim		Khal-Hasidim_0198	ethics-and-emotions:prohibitions	ethics-and-emotions	prohibitions	No Women
Khal-Hasidim_0199	Khal-Hasidim	Khal-Hasidim	Khal-Hasidim_0199	practice:study	practice	study	No Women
	Khal-Hasidim		Khal-Hasidim_0199	social-relations:with_non_hasidim	social-relations	with_non_hasidim	No Women
	Khal-Hasidim		Khal-Hasidim_0199	social-relations:conflict	social-relations	conflict	No Women
	Khal-Hasidim		Khal-Hasidim_0199	practice:asceticism	practice	asceticism	No Women
	Khal-Hasidim		Khal-Hasidim_0199	supernatural:perception	supernatural	perception	No Women
	Khal-Hasidim		Khal-Hasidim_0199	social-relations:with_non_jews	social-relations	with_non_jews	No Women
	Khal-Hasidim		Khal-Hasidim_0199	social-relations:with_the_authorities	social-relations	with_the_authorities	No Women
Khal-Hasidim_0200	Khal-Hasidim	Khal-Hasidim	Khal-Hasidim_0200	practice:storytelling	practice	storytelling	No Women
	Khal-Hasidim		Khal-Hasidim_0200	knowledge:esoteric	knowledge	esoteric	No Women
	Khal-Hasidim		Khal-Hasidim_0200	kabbalah	kabbalah		No Women
	Khal-Hasidim		Khal-Hasidim_0200	social-relations:inter_hasidic_master_disciple_relationship	social-relations	inter_hasidic_master_disciple_relationship	No Women
	Khal-Hasidim		Khal-Hasidim_0200	ethics-and-emotions:virtues_humility	ethics-and-emotions	virtues_humility	No Women
Khal-Hasidim_0201	Khal-Hasidim	Khal-Hasidim	Khal-Hasidim_0201	ethics-and-emotions:virtues_humility	ethics-and-emotions	virtues_humility	No Women
	Khal-Hasidim		Khal-Hasidim_0201	folkloristics:story_type_virtues	folkloristics	story_type_virtues	No Women
Khal-Hasidim_0202	Khal-Hasidim	Khal-Hasidim	Khal-Hasidim_0202	practice:storytelling	practice	storytelling	Yes
	Khal-Hasidim		Khal-Hasidim_0202	social-relations:inter_hasidic_master_disciple_relationship	social-relations	inter_hasidic_master_disciple_relationship	Yes
	Khal-Hasidim		Khal-Hasidim_0202	social-relations:inter_hasidic	social-relations	inter_hasidic	Yes
	Khal-Hasidim		Khal-Hasidim_0202	social-relations:disobedience	social-relations	disobedience	Yes
	Khal-Hasidim		Khal-Hasidim_0202	ethics-and-emotions:anger	ethics-and-emotions	anger	Yes
	Khal-Hasidim		Khal-Hasidim_0202	supernatural:pregnancy	supernatural	pregnancy	Yes
	Khal-Hasidim		Khal-Hasidim_0202	ethics-and-emotions:punishment	ethics-and-emotions	punishment	Yes
	Khal-Hasidim		Khal-Hasidim_0202	ethics-and-emotions:virtues_poverty	ethics-and-emotions	virtues_poverty	Yes
	Khal-Hasidim		Khal-Hasidim_0202	Women in Story	women	Women in Story	Yes
	Khal-Hasidim		Khal-Hasidim_0202	characters-and-roles:tsaddik_wife	characters-and-roles	tsaddik_wife	Yes
	Khal-Hasidim		Khal-Hasidim_0202	characters-and-roles:the_family_of_the_tsaddik	characters-and-roles	the_family_of_the_tsaddik	Yes
	Khal-Hasidim		Khal-Hasidim_0202	times:holidays	times	holidays	Yes
	Khal-Hasidim		Khal-Hasidim_0202	practice:study	practice	study	Yes
	Khal-Hasidim		Khal-Hasidim_0202	spaces:heaven	spaces	heaven	Yes
	Khal-Hasidim		Khal-Hasidim_0202	ethics-and-emotions:Joy	ethics-and-emotions	Joy	Yes
