"action"	"text"	"original_label"	"corrected_label"	"start"	"end"	"source_file"	"context_before"	"context_after"	"context_containing"
"removed"	"מאיר"	"PER"	""	"230446"	"230450"	"Derech-Haemuna.xml"	"למלך הכבוד ואלו היה שלום בין
					הצדיקים והחסידים היה בן דוד בא ולמה יפסול א׳ עבודת חבירו ויקפיד אם א׳
					מחסידיו נוסע אל צדיק א׳ ושמעתי כי פ״א בא הה״צ ר׳ דוד זלאטעס לקבל פני
					אור עולם רבינו"	"מ ושאל את רפרימישלאן׳ דוד מה מדה טובה למדת מהה״צ
					מבעלז והשיב למדתי ממנו מדת לב טוב כי היה נוח לבריות מאד ואחז ר״מ א״ע
					בראשו והקפיד ואמר וכי מאיר לא טוב הוא והשיב ר׳ דוד אל יחר בעיני אדוני"	""
"removed"	"׳"	"PER"	""	"230469"	"230470"	"Derech-Haemuna.xml"	"חיים
					 שאמר פ״א בסוכה אם אשמע מא׳ מאנשיי שיאמר דוקא רבו הוא
					מסאנץהצדיק ותו לא אעברנו משרשו כי יש הרבה עבדים למלך הכבוד ואלו היה שלום בין
					הצדיקים והחסידים היה בן דוד בא ולמה יפסול א"	"עבודת חבירו ויקפיד אם א׳
					מחסידיו נוסע אל צדיק א׳ ושמעתי כי פ״א בא הה״צ ר׳ דוד זלאטעס לקבל פני
					אור עולם רבינו מאיר מ ושאל את רפרימישלאן׳ דוד מה מדה טובה למדת מהה״צ
					מבעלז והשיב למדתי"	"ר׳"
"removed"	"מסכת"	"WOA"	""	"230532"	"230536"	"Derech-Haemuna.xml"	"למדת מהה״צ
					מבעלז והשיב למדתי ממנו מדת לב טוב כי היה נוח לבריות מאד ואחז ר״מ א״ע
					בראשו והקפיד ואמר וכי מאיר לא טוב הוא והשיב ר׳ דוד אל יחר בעיני אדוני כי
					אצלי הוא מוסכם כי כל צדיק הוא"	"בפ״ע במסכת ברכות אני לומד ברכות
					ובמס׳ שבת עניני שבת אין זה דומה לזה ואין מסכת שבת מקפדת כשלומדין מס׳
					ברכות ויש מי שלומד מס׳ א׳ בעיון גדול יורד לעומקא ומס׳ א׳ לומד שיעור פשוט
					כן הדבר"	""
"added"	"מסכת ברכות"	""	"WOA"	"230543"	"230553"	"Derech-Haemuna.xml"	"והשיב למדתי ממנו מדת לב טוב כי היה נוח לבריות מאד ואחז ר״מ א״ע
					בראשו והקפיד ואמר וכי מאיר לא טוב הוא והשיב ר׳ דוד אל יחר בעיני אדוני כי
					אצלי הוא מוסכם כי כל צדיק הוא מסכת בפ״ע ב"	"אני לומד ברכות
					ובמס׳ שבת עניני שבת אין זה דומה לזה ואין מסכת שבת מקפדת כשלומדין מס׳
					ברכות ויש מי שלומד מס׳ א׳ בעיון גדול יורד לעומקא ומס׳ א׳ לומד שיעור פשוט
					כן הדבר הזה אצל צדיק א׳"	"במסכת ברכות"
"added"	"ברכות"	""	"WOA"	"230563"	"230568"	"Derech-Haemuna.xml"	"והשיב למדתי ממנו מדת לב טוב כי היה נוח לבריות מאד ואחז ר״מ א״ע
					בראשו והקפיד ואמר וכי מאיר לא טוב הוא והשיב ר׳ דוד אל יחר בעיני אדוני כי
					אצלי הוא מוסכם כי כל צדיק הוא מסכת בפ״ע במסכת"	"אני לומד ברכות
					ובמס׳ שבת עניני שבת אין זה דומה לזה ואין מסכת שבת מקפדת כשלומדין מס׳
					ברכות ויש מי שלומד מס׳ א׳ בעיון גדול יורד לעומקא ומס׳ א׳ לומד שיעור פשוט
					כן הדבר הזה אצל צדיק א׳"	""
"removed"	"שבת"	"TIMEX"	""	"230590"	"230593"	"Derech-Haemuna.xml"	"כי היה נוח לבריות מאד ואחז ר״מ א״ע
					בראשו והקפיד ואמר וכי מאיר לא טוב הוא והשיב ר׳ דוד אל יחר בעיני אדוני כי
					אצלי הוא מוסכם כי כל צדיק הוא מסכת בפ״ע במסכת ברכות אני לומד ברכות
					ובמס׳"	"עניני שבת אין זה דומה לזה ואין מסכת שבת מקפדת כשלומדין מס׳
					ברכות ויש מי שלומד מס׳ א׳ בעיון גדול יורד לעומקא ומס׳ א׳ לומד שיעור פשוט
					כן הדבר הזה אצל צדיק א׳ נוסע ומקשר עצמו בו בקשר של קיימא"	""
"removed"	"ק"	"MISC"	""	"230625"	"230626"	"Derech-Haemuna.xml"	"משרשו כי יש הרבה עבדים למלך הכבוד ואלו היה שלום בין
					הצדיקים והחסידים היה בן דוד בא ולמה יפסול א׳ עבודת חבירו ויקפיד אם א׳
					מחסידיו נוסע אל צדיק א׳ ושמעתי כי פ״א בא הה״צ ר׳ דוד זלאטעס ל"	"בל פני
					אור עולם רבינו מאיר מ ושאל את רפרימישלאן׳ דוד מה מדה טובה למדת מהה״צ
					מבעלז והשיב למדתי ממנו מדת לב טוב כי היה נוח לבריות מאד ואחז ר״מ א״ע
					בראשו והקפיד ואמר וכי מאיר לא טוב הוא"	"מקפדת"
"added"	"ברכות"	""	"WOA"	"230648"	"230653"	"Derech-Haemuna.xml"	"והשיב למדתי ממנו מדת לב טוב כי היה נוח לבריות מאד ואחז ר״מ א״ע
					בראשו והקפיד ואמר וכי מאיר לא טוב הוא והשיב ר׳ דוד אל יחר בעיני אדוני כי
					אצלי הוא מוסכם כי כל צדיק הוא מסכת בפ״ע במסכת"	"אני לומד ברכות
					ובמס׳ שבת עניני שבת אין זה דומה לזה ואין מסכת שבת מקפדת כשלומדין מס׳
					ברכות ויש מי שלומד מס׳ א׳ בעיון גדול יורד לעומקא ומס׳ א׳ לומד שיעור פשוט
					כן הדבר הזה אצל צדיק א׳"	""
"removed"	"ישראל"	"GPE"	""	"231813"	"231818"	"Derech-Haemuna.xml"	"רשע שעה אחת
				
				
					לפני המקום כי זה שאינו מאמין רק מה שרואה בעיניו ומבין מדעתי הוא אפיקורס
					וסוף שיכפור גם במצות השם והא ראיה שמשה רבינו ע״ה שאמר והן לא יאמינו לו
					קבל עונש ע״ז כי"	"מאמינים בני מאמינים כדאמר ליה קוב״ה אתם בניי תתנהגו
					כדרך החסידים את הטוב מהם תקבלו ואת הדברים התמוהים זרו הלאה. (ר״א
					אות כ""ה) :
				
				
					ובסידור לב שמח וז״ל וזה התחלה מדת וכו׳"	""
"removed"	"קוב"	"PER"	""	"231849"	"231852"	"Derech-Haemuna.xml"	"כי זה שאינו מאמין רק מה שרואה בעיניו ומבין מדעתי הוא אפיקורס
					וסוף שיכפור גם במצות השם והא ראיה שמשה רבינו ע״ה שאמר והן לא יאמינו לו
					קבל עונש ע״ז כי ישראל מאמינים בני מאמינים כדאמר ליה"	"״ה אתם בניי תתנהגו
					כדרך החסידים את הטוב מהם תקבלו ואת הדברים התמוהים זרו הלאה. (ר״א
					אות כ""ה) :
				
				
					ובסידור לב שמח וז״ל וזה התחלה מדת וכו׳ שהיצה""ר מסית אותו היום להכחיש
					בצדיק"	"קוב״ה"
"added"	"ר״א"	""	"PER"	"231937"	"231940"	"Derech-Haemuna.xml"	"השם והא ראיה שמשה רבינו ע״ה שאמר והן לא יאמינו לו
					קבל עונש ע״ז כי ישראל מאמינים בני מאמינים כדאמר ליה קוב״ה אתם בניי תתנהגו
					כדרך החסידים את הטוב מהם תקבלו ואת הדברים התמוהים זרו הלאה. ("	"אות כ""ה) :
				
				
					ובסידור לב שמח וז״ל וזה התחלה מדת וכו׳ שהיצה""ר מסית אותו היום להכחיש
					בצדיק זה ומתלוצץ על העבדו׳ ובשקר שלו שרוצה להטעות אנשים אומר
					שהוא תופס א״ע בצדיק אחר"	"(ר״א"
"removed"	"״ק"	"PER"	""	"232996"	"232998"	"Derech-Haemuna.xml"	"פיו ולשונו ובזה שומר מצרות נפשו מכ״ש ת״ח צריכין לנהוג כבוד זה בזה ובזה
					יש התקשרות העולמות זה בזה ע״י שלום :
				
				
					מענין צדקה
				
				Derech-Haemuna_0183

					ב) שמענו מאת הה"	"היהודי זל״ה שהיה אומר על עצמו כי מפני כן היה מרבה
					מאד בצדקה ובמעש״ט יותר משאר בני אדם מחמת שהיה הולך בעבודת
					ה׳ יום ויום במעלה רמה יותר ממדריגה למדריגה והיה ירא מהסט״א לבל יתגבר
					עליו"	"הה״ק"
"added"	"היהודי"	""	"PER"	"232999"	"233005"	"Derech-Haemuna.xml"	"פיו ולשונו ובזה שומר מצרות נפשו מכ״ש ת״ח צריכין לנהוג כבוד זה בזה ובזה
					יש התקשרות העולמות זה בזה ע״י שלום :
				
				
					מענין צדקה
				
				Derech-Haemuna_0183

					ב) שמענו מאת הה״ק"	"זל״ה שהיה אומר על עצמו כי מפני כן היה מרבה
					מאד בצדקה ובמעש״ט יותר משאר בני אדם מחמת שהיה הולך בעבודת
					ה׳ יום ויום במעלה רמה יותר ממדריגה למדריגה והיה ירא מהסט״א לבל יתגבר
					עליו ח״ו לכן"	""
"removed"	"׳"	"PER"	""	"233118"	"233119"	"Derech-Haemuna.xml"	"צדקה
				
				Derech-Haemuna_0183

					ב) שמענו מאת הה״ק היהודי זל״ה שהיה אומר על עצמו כי מפני כן היה מרבה
					מאד בצדקה ובמעש״ט יותר משאר בני אדם מחמת שהיה הולך בעבודת
					ה"	"יום ויום במעלה רמה יותר ממדריגה למדריגה והיה ירא מהסט״א לבל יתגבר
					עליו ח״ו לכן היה עושה צדקות וג״ח להיות כסות עינים נגד הסט״א כידוע דרכו שהי׳
					כל עניני תפלותיו במס״נ פוק חזי מה עלתה בי בסוף"	"ה׳"
"removed"	"מס״נ"	"MISC"	""	"233290"	"233294"	"Derech-Haemuna.xml"	"שהיה הולך בעבודת
					ה׳ יום ויום במעלה רמה יותר ממדריגה למדריגה והיה ירא מהסט״א לבל יתגבר
					עליו ח״ו לכן היה עושה צדקות וג״ח להיות כסות עינים נגד הסט״א כידוע דרכו שהי׳
					כל עניני תפלותיו ב"	"פוק חזי מה עלתה בי בסוף ימיו שהיה הולך לעולמו במס״נ
					בתפלתו. (ת״ש לקוטים פ׳ תשא) ותוכן המעשה מזה כתובה (בעל״ץ פ׳ ואתחנן) וז״ל
					ביום שנפטר היהודי מפרשיסחא זל""ה באותו יום נזדמנו ביחד על הדרך"	"במס״נ"
"added"	"ת״ש"	""	"WOA"	"233361"	"233364"	"Derech-Haemuna.xml"	"ירא מהסט״א לבל יתגבר
					עליו ח״ו לכן היה עושה צדקות וג״ח להיות כסות עינים נגד הסט״א כידוע דרכו שהי׳
					כל עניני תפלותיו במס״נ פוק חזי מה עלתה בי בסוף ימיו שהיה הולך לעולמו במס״נ
					בתפלתו. ("	"לקוטים פ׳ תשא) ותוכן המעשה מזה כתובה (בעל״ץ פ׳ ואתחנן) וז״ל
					ביום שנפטר היהודי מפרשיסחא זל""ה באותו יום נזדמנו ביחד על הדרך ההצה""ק
					ר׳ קלונימוס בעל מאור ושמש זל״ה עם הה״ק ר׳ שמואל מ זל״ה ואמר"	"(ת״ש"
"added"	"לקוטים"	""	"WOA"	"233365"	"233371"	"Derech-Haemuna.xml"	"מהסט״א לבל יתגבר
					עליו ח״ו לכן היה עושה צדקות וג״ח להיות כסות עינים נגד הסט״א כידוע דרכו שהי׳
					כל עניני תפלותיו במס״נ פוק חזי מה עלתה בי בסוף ימיו שהיה הולך לעולמו במס״נ
					בתפלתו. (ת״ש"	"פ׳ תשא) ותוכן המעשה מזה כתובה (בעל״ץ פ׳ ואתחנן) וז״ל
					ביום שנפטר היהודי מפרשיסחא זל""ה באותו יום נזדמנו ביחד על הדרך ההצה""ק
					ר׳ קלונימוס בעל מאור ושמש זל״ה עם הה״ק ר׳ שמואל מ זל״ה ואמר"	""
"added"	"תשא"	""	"WOA"	"233375"	"233378"	"Derech-Haemuna.xml"	"לבל יתגבר
					עליו ח״ו לכן היה עושה צדקות וג״ח להיות כסות עינים נגד הסט״א כידוע דרכו שהי׳
					כל עניני תפלותיו במס״נ פוק חזי מה עלתה בי בסוף ימיו שהיה הולך לעולמו במס״נ
					בתפלתו. (ת״ש לקוטים פ׳"	") ותוכן המעשה מזה כתובה (בעל״ץ פ׳ ואתחנן) וז״ל
					ביום שנפטר היהודי מפרשיסחא זל""ה באותו יום נזדמנו ביחד על הדרך ההצה""ק
					ר׳ קלונימוס בעל מאור ושמש זל״ה עם הה״ק ר׳ שמואל מ זל״ה ואמר"	"תשא)"
"removed"	"בעל"	"WOA"	""	"233403"	"233406"	"Derech-Haemuna.xml"	"היה עושה צדקות וג״ח להיות כסות עינים נגד הסט״א כידוע דרכו שהי׳
					כל עניני תפלותיו במס״נ פוק חזי מה עלתה בי בסוף ימיו שהיה הולך לעולמו במס״נ
					בתפלתו. (ת״ש לקוטים פ׳ תשא) ותוכן המעשה מזה כתובה ("	"״ץ פ׳ ואתחנן) וז״ל
					ביום שנפטר היהודי מפרשיסחא זל""ה באותו יום נזדמנו ביחד על הדרך ההצה""ק
					ר׳ קלונימוס בעל מאור ושמש זל״ה עם הה״ק ר׳ שמואל מ זל״ה ואמר הה״ק
					קארובר׳ קלונימוס יודע אני שיש"	"(בעל״ץ"
"added"	"בעל״ץ"	""	"WOA"	"233403"	"233408"	"Derech-Haemuna.xml"	"היה עושה צדקות וג״ח להיות כסות עינים נגד הסט״א כידוע דרכו שהי׳
					כל עניני תפלותיו במס״נ פוק חזי מה עלתה בי בסוף ימיו שהיה הולך לעולמו במס״נ
					בתפלתו. (ת״ש לקוטים פ׳ תשא) ותוכן המעשה מזה כתובה ("	"פ׳ ואתחנן) וז״ל
					ביום שנפטר היהודי מפרשיסחא זל""ה באותו יום נזדמנו ביחד על הדרך ההצה""ק
					ר׳ קלונימוס בעל מאור ושמש זל״ה עם הה״ק ר׳ שמואל מ זל״ה ואמר הה״ק
					קארובר׳ קלונימוס יודע אני שיש"	"(בעל״ץ"
"added"	"ואתחנן"	""	"WOA"	"233412"	"233418"	"Derech-Haemuna.xml"	"צדקות וג״ח להיות כסות עינים נגד הסט״א כידוע דרכו שהי׳
					כל עניני תפלותיו במס״נ פוק חזי מה עלתה בי בסוף ימיו שהיה הולך לעולמו במס״נ
					בתפלתו. (ת״ש לקוטים פ׳ תשא) ותוכן המעשה מזה כתובה (בעל״ץ פ׳"	") וז״ל
					ביום שנפטר היהודי מפרשיסחא זל""ה באותו יום נזדמנו ביחד על הדרך ההצה""ק
					ר׳ קלונימוס בעל מאור ושמש זל״ה עם הה״ק ר׳ שמואל מ זל״ה ואמר הה״ק
					קארובר׳ קלונימוס יודע אני שיש איזה יחוד"	"ואתחנן)"
"added"	"היהודי"	""	"PER"	"233441"	"233447"	"Derech-Haemuna.xml"	"הסט״א כידוע דרכו שהי׳
					כל עניני תפלותיו במס״נ פוק חזי מה עלתה בי בסוף ימיו שהיה הולך לעולמו במס״נ
					בתפלתו. (ת״ש לקוטים פ׳ תשא) ותוכן המעשה מזה כתובה (בעל״ץ פ׳ ואתחנן) וז״ל
					ביום שנפטר"	"מפרשיסחא זל""ה באותו יום נזדמנו ביחד על הדרך ההצה""ק
					ר׳ קלונימוס בעל מאור ושמש זל״ה עם הה״ק ר׳ שמואל מ זל״ה ואמר הה״ק
					קארובר׳ קלונימוס יודע אני שיש איזה יחוד שמסוגל לייחד באותו יום אמנם אין"	""
"removed"	"שי"	"MISC"	""	"233451"	"233453"	"Derech-Haemuna.xml"	"דרכו שהי׳
					כל עניני תפלותיו במס״נ פוק חזי מה עלתה בי בסוף ימיו שהיה הולך לעולמו במס״נ
					בתפלתו. (ת״ש לקוטים פ׳ תשא) ותוכן המעשה מזה כתובה (בעל״ץ פ׳ ואתחנן) וז״ל
					ביום שנפטר היהודי מפר"	"סחא זל""ה באותו יום נזדמנו ביחד על הדרך ההצה""ק
					ר׳ קלונימוס בעל מאור ושמש זל״ה עם הה״ק ר׳ שמואל מ זל״ה ואמר הה״ק
					קארובר׳ קלונימוס יודע אני שיש איזה יחוד שמסוגל לייחד באותו יום אמנם אין יכולים"	"מפרשיסחא"
"added"	"מאור ושמש"	""	"WOA"	"233520"	"233529"	"Derech-Haemuna.xml"	"שהיה הולך לעולמו במס״נ
					בתפלתו. (ת״ש לקוטים פ׳ תשא) ותוכן המעשה מזה כתובה (בעל״ץ פ׳ ואתחנן) וז״ל
					ביום שנפטר היהודי מפרשיסחא זל""ה באותו יום נזדמנו ביחד על הדרך ההצה""ק
					ר׳ קלונימוס בעל"	"זל״ה עם הה״ק ר׳ שמואל מ זל״ה ואמר הה״ק
					קארובר׳ קלונימוס יודע אני שיש איזה יחוד שמסוגל לייחד באותו יום אמנם אין יכולים
					לייחד אותו היחוד רק בא״י ומי שמייחד אותו בחוץ לארץ הוא מוכרח למות והרב"	""
"removed"	"שמש"	"PER"	""	"233526"	"233529"	"Derech-Haemuna.xml"	"הולך לעולמו במס״נ
					בתפלתו. (ת״ש לקוטים פ׳ תשא) ותוכן המעשה מזה כתובה (בעל״ץ פ׳ ואתחנן) וז״ל
					ביום שנפטר היהודי מפרשיסחא זל""ה באותו יום נזדמנו ביחד על הדרך ההצה""ק
					ר׳ קלונימוס בעל מאור ו"	"זל״ה עם הה״ק ר׳ שמואל מ זל״ה ואמר הה״ק
					קארובר׳ קלונימוס יודע אני שיש איזה יחוד שמסוגל לייחד באותו יום אמנם אין יכולים
					לייחד אותו היחוד רק בא״י ומי שמייחד אותו בחוץ לארץ הוא מוכרח למות והרב"	"ושמש"
"removed"	"׳"	"PER"	""	"233544"	"233545"	"Derech-Haemuna.xml"	"יותר משאר בני אדם מחמת שהיה הולך בעבודת
					ה׳ יום ויום במעלה רמה יותר ממדריגה למדריגה והיה ירא מהסט״א לבל יתגבר
					עליו ח״ו לכן היה עושה צדקות וג״ח להיות כסות עינים נגד הסט״א כידוע דרכו שהי"	"כל עניני תפלותיו במס״נ פוק חזי מה עלתה בי בסוף ימיו שהיה הולך לעולמו במס״נ
					בתפלתו. (ת״ש לקוטים פ׳ תשא) ותוכן המעשה מזה כתובה (בעל״ץ פ׳ ואתחנן) וז״ל
					ביום שנפטר היהודי מפרשיסחא זל""ה"	"ר׳"
"removed"	"שמואל מקארוב"	"PER"	""	"233546"	"233558"	"Derech-Haemuna.xml"	"בתפלתו. (ת״ש לקוטים פ׳ תשא) ותוכן המעשה מזה כתובה (בעל״ץ פ׳ ואתחנן) וז״ל
					ביום שנפטר היהודי מפרשיסחא זל""ה באותו יום נזדמנו ביחד על הדרך ההצה""ק
					ר׳ קלונימוס בעל מאור ושמש זל״ה עם הה״ק ר׳"	"ואמר הה״ק
					קארובר׳ קלונימוס יודע אני שיש איזה יחוד שמסוגל לייחד באותו יום אמנם אין יכולים
					לייחד אותו היחוד רק בא״י ומי שמייחד אותו בחוץ לארץ הוא מוכרח למות והרב
					היהודי יודע אני בו שהוא"	""
"added"	"שמואל"	""	"PER"	"233546"	"233551"	"Derech-Haemuna.xml"	"בתפלתו. (ת״ש לקוטים פ׳ תשא) ותוכן המעשה מזה כתובה (בעל״ץ פ׳ ואתחנן) וז״ל
					ביום שנפטר היהודי מפרשיסחא זל""ה באותו יום נזדמנו ביחד על הדרך ההצה""ק
					ר׳ קלונימוס בעל מאור ושמש זל״ה עם הה״ק ר׳"	"מ זל״ה ואמר הה״ק
					קארובר׳ קלונימוס יודע אני שיש איזה יחוד שמסוגל לייחד באותו יום אמנם אין יכולים
					לייחד אותו היחוד רק בא״י ומי שמייחד אותו בחוץ לארץ הוא מוכרח למות והרב
					היהודי יודע אני"	""
"removed"	"׳"	"PER"	""	"233580"	"233581"	"Derech-Haemuna.xml"	"יותר משאר בני אדם מחמת שהיה הולך בעבודת
					ה׳ יום ויום במעלה רמה יותר ממדריגה למדריגה והיה ירא מהסט״א לבל יתגבר
					עליו ח״ו לכן היה עושה צדקות וג״ח להיות כסות עינים נגד הסט״א כידוע דרכו שהי"	"כל עניני תפלותיו במס״נ פוק חזי מה עלתה בי בסוף ימיו שהיה הולך לעולמו במס״נ
					בתפלתו. (ת״ש לקוטים פ׳ תשא) ותוכן המעשה מזה כתובה (בעל״ץ פ׳ ואתחנן) וז״ל
					ביום שנפטר היהודי מפרשיסחא זל""ה"	"קארובר׳"
"added"	"היהודי"	""	"PER"	"233734"	"233740"	"Derech-Haemuna.xml"	"הסט״א כידוע דרכו שהי׳
					כל עניני תפלותיו במס״נ פוק חזי מה עלתה בי בסוף ימיו שהיה הולך לעולמו במס״נ
					בתפלתו. (ת״ש לקוטים פ׳ תשא) ותוכן המעשה מזה כתובה (בעל״ץ פ׳ ואתחנן) וז״ל
					ביום שנפטר"	"מפרשיסחא זל""ה באותו יום נזדמנו ביחד על הדרך ההצה""ק
					ר׳ קלונימוס בעל מאור ושמש זל״ה עם הה״ק ר׳ שמואל מ זל״ה ואמר הה״ק
					קארובר׳ קלונימוס יודע אני שיש איזה יחוד שמסוגל לייחד באותו יום אמנם אין"	""
"added"	"הבעש״ט"	""	"PER"	"233958"	"233964"	"Derech-Haemuna.xml"	"גדול בעבודת השי״ת ובודאי לא ישגיח ע״ז ויעשה
					היחוד ויסתלק והיה מתמרמר ע״ז וכן היה שנפטר לעולמו לה״ה באותו היום :
				
				
					מענין ציצית
				
				Derech-Haemuna_0184

					ג) סיפר אח״ז על"	"הה׳ שהציצית שלו היה להם חיות ונפש ממש אשר היה
					יכולים לנענע א״ע בלי נענוע הגוף כי ע״י קדושת עשיית המצוה המשיך
					להם נפש וחיות וזהו שארז״ל [מנחות דמ״ד.] באו ד׳ ציצותיו וטפחו לו על פניו"	""
"added"	"ד״ש"	""	"WOA"	"234236"	"234239"	"Derech-Haemuna.xml"	"נענוע הגוף כי ע״י קדושת עשיית המצוה המשיך
					להם נפש וחיות וזהו שארז״ל [מנחות דמ״ד.] באו ד׳ ציצותיו וטפחו לו על פניו וזה
					רומז הכתוב למען תשכיל את כל אשר תעשון שכל וחיות כמ״ש והחכמה תחי׳
					("	"פ׳ תבא) :
				
				
					ובס׳ ב״מ (פ׳ בראשית) וז״ל דהנה ידוע ומוזכר בספרים וביחוד בס׳ נועם אלימלך
					וכלל הגדול להחזיק בב׳ המדריגות שהוא רוממות אל ולחשוב תמיד מחשבות
					מרוממת אלהותו ית׳ ולעיין"	"(ד״ש"
"added"	"ויחל משה"	""	"WOA"	"234816"	"234824"	"Derech-Haemuna.xml"	"ודעתיך לעיין ולהסתכל בגודל
					רוממות וגדולת הבורא ית״ש והוא ירא מפניו מגודל היראה והמורא והפחד שהוא
					אמיתת היראה יראה הרוממות ולא כמצות אנשים מלומדה :
				
				Derech-Haemuna_0185

					ובס׳"	"(תהלים בקפי׳ קי״ט) וז״ל והוא ע״ד הה״ק מוה׳ משולם זושא זל״ה
					כאשר נסע בדרך והיה מפוצלי׳ נתיבות לכאן ולא ידע אנה יפנה לקח הציצית
					בידו וייחד ששמו ית׳ ואמר זהו הדרך לכו בו ומאין ידע וכו׳ :"	""
"removed"	"יחל"	"WOA"	""	"234817"	"234820"	"Derech-Haemuna.xml"	"ודעתיך לעיין ולהסתכל בגודל
					רוממות וגדולת הבורא ית״ש והוא ירא מפניו מגודל היראה והמורא והפחד שהוא
					אמיתת היראה יראה הרוממות ולא כמצות אנשים מלומדה :
				
				Derech-Haemuna_0185

					ובס׳ ו"	"משה (תהלים בקפי׳ קי״ט) וז״ל והוא ע״ד הה״ק מוה׳ משולם זושא זל״ה
					כאשר נסע בדרך והיה מפוצלי׳ נתיבות לכאן ולא ידע אנה יפנה לקח הציצית
					בידו וייחד ששמו ית׳ ואמר זהו הדרך לכו בו ומאין ידע וכו׳"	"ויחל"
"added"	"ד״ש"	""	"WOA"	"235059"	"235062"	"Derech-Haemuna.xml"	"מוה׳ משולם זושא זל״ה
					כאשר נסע בדרך והיה מפוצלי׳ נתיבות לכאן ולא ידע אנה יפנה לקח הציצית
					בידו וייחד ששמו ית׳ ואמר זהו הדרך לכו בו ומאין ידע וכו׳ :
				
				Derech-Haemuna_0186

					ובס׳"	"בהקדמה וז״ל ונסע זקני הק׳ מהר""ם ז״ל מלעכוויטש על החתונה ונח
					נפשיה בשם ומנו״כ בעיר סטאלין ושמעתי שקודם הסתלקותו אחז את הציצית
					בידו ואמר בזה״ל אל חי חלקנו צורנו צוה להציל ידידות שארינו משחת"	""
"added"	"מהר""ם"	""	"PER"	"235089"	"235094"	"Derech-Haemuna.xml"	"נסע בדרך והיה מפוצלי׳ נתיבות לכאן ולא ידע אנה יפנה לקח הציצית
					בידו וייחד ששמו ית׳ ואמר זהו הדרך לכו בו ומאין ידע וכו׳ :
				
				Derech-Haemuna_0186

					ובס׳ ד״ש בהקדמה וז״ל ונסע זקני הק׳"	"ז״ל מלעכוויטש על החתונה ונח
					נפשיה בשם ומנו״כ בעיר סטאלין ושמעתי שקודם הסתלקותו אחז את הציצית
					בידו ואמר בזה״ל אל חי חלקנו צורנו צוה להציל ידידות שארינו משחת למען בריתו
					אשר שם בבשרינו"	""
"added"	"לעכוויטש"	""	"GPE"	"235100"	"235108"	"Derech-Haemuna.xml"	"והיה מפוצלי׳ נתיבות לכאן ולא ידע אנה יפנה לקח הציצית
					בידו וייחד ששמו ית׳ ואמר זהו הדרך לכו בו ומאין ידע וכו׳ :
				
				Derech-Haemuna_0186

					ובס׳ ד״ש בהקדמה וז״ל ונסע זקני הק׳ מהר""ם ז״ל מ"	"על החתונה ונח
					נפשיה בשם ומנו״כ בעיר סטאלין ושמעתי שקודם הסתלקותו אחז את הציצית
					בידו ואמר בזה״ל אל חי חלקנו צורנו צוה להציל ידידות שארינו משחת למען בריתו
					אשר שם בבשרינו ויש בזה סוד"	"מלעכוויטש"
"reclassified"	"סטאלין"	"PER"	"GPE"	"235150"	"235156"	"Derech-Haemuna.xml"	"וייחד ששמו ית׳ ואמר זהו הדרך לכו בו ומאין ידע וכו׳ :
				
				Derech-Haemuna_0186

					ובס׳ ד״ש בהקדמה וז״ל ונסע זקני הק׳ מהר""ם ז״ל מלעכוויטש על החתונה ונח
					נפשיה בשם ומנו״כ בעיר"	"ושמעתי שקודם הסתלקותו אחז את הציצית
					בידו ואמר בזה״ל אל חי חלקנו צורנו צוה להציל ידידות שארינו משחת למען בריתו
					אשר שם בבשרינו ויש בזה סוד :
				
				
					סליק אות צ ונתחיל אות ק"	""
"added"	"הבעש״ט"	""	"PER"	"235438"	"235444"	"Derech-Haemuna.xml"	"ידידות שארינו משחת למען בריתו
					אשר שם בבשרינו ויש בזה סוד :
				
				
					סליק אות צ ונתחיל אות ק בעזה״י.
				
				
					מענין קבלת שבת
				
				Derech-Haemuna_0187

					א) שמעתי אומרים בשם"	"הק׳ זי״ע ועכי״א [ובס׳ ד״א לו׳ ש״פ כ׳ ששמע
					ואת מפי הה״ק מרוזין זצ״ל] אשר פ״א קיבל שבת על השדה והיה שם
					צאן רועים על פני השדה והגביהו בשעת מעשה את רגליהם הראשונים למעלה ועמדו
					רק על שני"	""
"removed"	"שני"	"TIMEX"	""	"235638"	"235641"	"Derech-Haemuna.xml"	"הק׳ זי״ע ועכי״א [ובס׳ ד״א לו׳ ש״פ כ׳ ששמע
					ואת מפי הה״ק מרוזין זצ״ל] אשר פ״א קיבל שבת על השדה והיה שם
					צאן רועים על פני השדה והגביהו בשעת מעשה את רגליהם הראשונים למעלה ועמדו
					רק על"	"רגלים האחרונים כעמידת איש ואומרים בשם צדיקים טעמו ונימוקו עמו
					מחמת שקידש את כל העולם והעלה בשעת מעשה את כל העולם למקורו הראשון אזי
					ממילא גם כל הברואים שהיה עומדים אז אצלו הגם שאין בהם דעת"	""
