story_id	edition	claude_category	claude_collective	claude_confidence	claude_reasoning	gemini_category	gemini_collective	gemini_confidence	gemini_reasoning	agreement	human_category	human_collective	run_timestamp	criteria_hash
Shivhei-Habesht_0143	Shivhei-Habesht	no-women	False	high	The story involves only male figures (the Besht, R. Moshe of Shatnave, and the rabbi of the community) with no women mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:26:02Z	b29ac49a
Shivhei-Habesht_0144	Shivhei-Habesht	major-character	False	high	The wife of R. Zussman speaks, issues a threat to close the beit midrash, and her subsequent death (struck down while wiping her face in the morning) is the direct consequence of her action — she actively drives the plot's resolution rather than merely motivating male action.					partial	major-character	False	2026-05-07T13:26:05Z	b29ac49a
Shivhei-Habesht_0145	Shivhei-Habesht	mention-only	False	high	The wife's death is mentioned solely as the mechanism by which the rabbi's decree is fulfilled — she does not act, speak, or appear in any depicted scene. She functions purely as a contextual plot device confirming the rabbi's prophetic authority.					partial	no-women	False	2026-05-07T13:26:08Z	b29ac49a
Shivhei-Habesht_0148	Shivhei-Habesht	no-women	False	high	The story involves the Baal Shem Tov wandering into a cellar and ordering a mezuzah inspection, with a brief dialogue about divine providence — no women appear or are referenced in any way.					partial	no-women	False	2026-05-07T13:26:11Z	b29ac49a
Shivhei-Habesht_0149	Shivhei-Habesht	no-women	False	high	The story concerns a kamea (amulet) written by Rabbi Naftali and shown to the Baal Shem Tov; no women are mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:26:14Z	b29ac49a
Shivhei-Habesht_0150	Shivhei-Habesht	minor-character	False	medium	An elderly woman is specifically selected and paid by the rabbi to spin tzitzit without interruption, making her an active participant in the story's opening detail. However, she is not the central focus — the main narrative concerns the tzitzit from Kalish and the Besht's discernment, so she functions as texture rather than a plot driver.					partial	no-women	False	2026-05-07T13:26:21Z	b29ac49a
Shivhei-Habesht_0151	Shivhei-Habesht	no-women	False	high	The story concerns the Besht refusing to eat a turnip grown in a non-Jewish cemetery; no women appear or are referenced in any way.					partial	no-women	False	2026-05-07T13:26:24Z	b29ac49a
Shivhei-Habesht_0152	Shivhei-Habesht	no-women	False	high	The story involves only male characters — two Hasidim named R. David, the Besht, and Rabbi Akiva — with no women mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:26:27Z	b29ac49a
Shivhei-Habesht_0153	Shivhei-Habesht	no-women	False	high	The story concerns the Baal Shem Tov seeing the angel Darniel, referencing Moses's ascent on Mount Sinai. No women are mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:26:29Z	b29ac49a
Shivhei-Habesht_0154	Shivhei-Habesht	minor-character	False	medium	The mother of the martyred young man appears in a depicted scene — she is summoned by the Baal Shem Tov, comes out, and is comforted by him — so she acts and is present as a character. However, the story's core is the martyrdom of her son and the Besht's revelation about it; she is a recipient of comfort rather than a driver of the plot, making her a minor rather than catalyst character.					partial	minor-character	False	2026-05-07T13:26:34Z	b29ac49a
Shivhei-Habesht_0155	Shivhei-Habesht	no-women	False	high	The story involves the Baal Shem Tov and R' Gershon discussing prayer locations in Akko; no women appear or are referenced in any way.					partial	no-women	False	2026-05-07T13:26:36Z	b29ac49a
Shivhei-Habesht_0156	Shivhei-Habesht	no-women	False	high	The text discusses the Besht's teachings about praising the righteous and a circumcision ceremony, with no women mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:26:39Z	b29ac49a
Shivhei-Habesht_0157	Shivhei-Habesht	catalyst-character	False	medium	The widow's situation (living in a village with her lease being threatened) is the reason the story unfolds — the demon is sent to interfere with someone trying to take her lease, and the Besht intervenes to help. However, the widow is entirely offstage and passive; the active agents are the man, the demon, and the Besht, making her a catalyst rather than a participant. The boundary between mention-only and catalyst-character is somewhat blurry here since she barely appears, but her predicament is the trigger for the entire episode.					partial	minor-character	False	2026-05-07T13:26:43Z	b29ac49a
Shivhei-Habesht_0158	Shivhei-Habesht	catalyst-character	False	medium	The widow's situation (her lease being taken from her) is the moral and narrative trigger for the entire story — the Besht intervenes on her behalf and the man's punishment follows from wronging her. However, she is entirely offstage and passive; the active agents are the greedy man and the Besht, making her a catalyst rather than a major character. The 'נכריות כשפניות' (foreign sorceresses) are a brief background reference, not individuated characters.					partial	no-women	False	2026-05-07T13:26:48Z	b29ac49a
Shivhei-Habesht_0159	Shivhei-Habesht	no-women	False	high	The story involves only male characters — R' Yisrael Shapir, the Baal Shem Tov, and various officials — with no women mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:26:50Z	b29ac49a
Shivhei-Habesht_0160	Shivhei-Habesht	no-women	False	high	The story involves entirely male characters — a rabbi, a town disputant, a nobleman, the Besht, and the Mochiach — with no women mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:26:53Z	b29ac49a
Shivhei-Habesht_0161	Shivhei-Habesht	no-women	False	high	The story involves only male characters (R' Yaakil, R' Moshe, the cantor, the Besht) with no women mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:26:55Z	b29ac49a
Shivhei-Habesht_0162	Shivhei-Habesht	no-women	False	high	No women appear or are referenced in any way in this story, which concerns a rabbi's livelihood and a conversation between angels and the Besht.					partial	no-women	False	2026-05-07T13:26:58Z	b29ac49a
Shivhei-Habesht_0163	Shivhei-Habesht	no-women	False	high	The story concerns a circumcision performed by R. Moshe the cantor and his glowing countenance afterward; no women appear or are referenced in any way.					partial	no-women	False	2026-05-07T13:27:00Z	b29ac49a
Shivhei-Habesht_0165	Shivhei-Habesht	catalyst-character	True	high	The wife's difficult labor is the central predicament that the Besht's parting instruction addresses, and R. Yechiel Mikhl's return home is partly motivated by finding her in labor; she herself is passive/offstage while the Besht and her husband are the active agents. The anonymous 'many women' present at the birth are also referenced as a group.					partial	minor-character	False	2026-05-07T13:27:05Z	b29ac49a
Shivhei-Habesht_0166	Shivhei-Habesht	no-women	False	high	The story is entirely about a spiritual/philosophical exchange between two male figures (the Baal Shem Tov and the rabbi of Polonnoye) regarding the concept of 'enclothing' (hitlabshut) in upper worlds. No women are referenced in any way.					partial	no-women	False	2026-05-07T13:27:08Z	b29ac49a
Shivhei-Habesht_0167	Shivhei-Habesht	no-women	False	high	The story involves only male figures (the Besht and another man) discussing mikveh immersion and mystical visions. No women appear or are referenced in any way.					partial	no-women	False	2026-05-07T13:27:10Z	b29ac49a
Shivhei-Habesht_0168	Shivhei-Habesht	no-women	False	high	The story involves only male characters — R' Yosef the maggid, a young man from the slaughterhouse, and the Baal Shem Tov — with no women mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:27:13Z	b29ac49a
Shivhei-Habesht_0169	Shivhei-Habesht	mention-only	False	high	R' Chaim's wife is referenced only by name (Chaya bat Rivka) as context for a mnemonic/gematria discussion with the Besht; she does not appear, act, or speak in any depicted scene. She functions purely as a named relation whose name is used as a sign.					partial	minor-character	False	2026-05-07T13:27:17Z	b29ac49a
Shivhei-Habesht_0170	Shivhei-Habesht	no-women	False	high	The story involves entirely male characters — rabbis, a slaughterer, a butcher, a gentile, and their interactions — with no women referenced or appearing in any capacity.					partial	no-women	False	2026-05-07T13:27:20Z	b29ac49a
Shivhei-Habesht_0171	Shivhei-Habesht	mention-only	False	medium	No individual women are depicted as characters, but the townspeople who fled collectively include women implicitly; the only possible female reference is the anonymous group of townspeople cooking for Shabbat and lighting Shabbat candles, which functions as backdrop rather than individual female action. The collective activity (cooking, lighting candles) is described as a group backdrop without any individual woman acting or speaking.					partial	no-women	False	2026-05-07T13:27:24Z	b29ac49a
Shivhei-Habesht_0172	Shivhei-Habesht	major-character	False	medium	The wife (אשת ר' טובעלע) actively drives the plot at multiple points: she pressures her husband to summon the Besht, she arranges the meal and oversees the visit, she defies her husband to answer the Besht's summons, she asks the Besht about the duration of her husband's fortune, and her actions and speech directly shape the narrative's progression. However, the story's final resolution centers on the Besht and the male protagonist, making the boundary with catalyst-character somewhat arguable.					partial	major-character	False	2026-05-07T13:27:29Z	b29ac49a
Shivhei-Habesht_0174	Shivhei-Habesht	no-women	False	high	The story involves the Baal Shem Tov following a bear to a judge's courtyard, where it uncovers a buried illegitimate child — no women appear or are referenced in any way.					partial	no-women	False	2026-05-07T13:27:32Z	b29ac49a
Shivhei-Habesht_0175	Shivhei-Habesht	no-women	False	high	The story involves only male characters — the rabbi, the host, and the debtor (now reincarnated as a horse) — with no women mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:27:35Z	b29ac49a
Shivhei-Habesht_0176	Shivhei-Habesht	minor-character	False	medium	The mother of the preacher from Polnai appears briefly at the end as a very old woman who remembers and confirms the Besht's prophecy from over twenty years earlier — she acts as a corroborating witness and thus has a small but present role in the scene. However, her contribution is peripheral to the main narrative of the fulfilled prophecy, making her a minor rather than major character.					partial	minor-character	False	2026-05-07T13:27:39Z	b29ac49a
Shivhei-Habesht_0177	Shivhei-Habesht	no-women	False	high	The story involves only male characters — the Besht, Reb Dovid Forkes, and a man they encounter on the way to the bathhouse. No women are referenced in any way.					partial	no-women	False	2026-05-07T13:27:41Z	b29ac49a
Shivhei-Habesht_0178	Shivhei-Habesht	no-women	False	high	The story involves only male characters — the rabbi, his servant, a nobleman, and two soldiers — with no women appearing or referenced in any way.					partial	no-women	False	2026-05-07T13:27:44Z	b29ac49a
Shivhei-Habesht_0179	Shivhei-Habesht	no-women	False	high	The story involves only male characters — a traveler and the Baal Shem Tov — with no women mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:27:46Z	b29ac49a
Shivhei-Habesht_0180	Shivhei-Habesht	no-women	False	high	The story features only male characters — the Besht, his men, and two men who fell into a river. No women appear or are referenced in any way.					partial	no-women	False	2026-05-07T13:27:50Z	b29ac49a
Shivhei-Habesht_0181	Shivhei-Habesht	no-women	False	high	The story involves only male characters — the Baal Shem Tov, Rabbi Abraham Abba, the innkeeper, and his son-in-law — with no women appearing or referenced in any way.					partial	no-women	False	2026-05-07T13:27:52Z	b29ac49a
Shivhei-Habesht_0182	Shivhei-Habesht	major-character	False	high	Adel (the Besht's daughter) actively initiates a transaction — she proposes the deal, sets the condition, supplies the shoes, and receives the blessing — making her speech and decision central to the plot rather than merely a backdrop or passive subject.					partial	major-character	False	2026-05-07T13:27:56Z	b29ac49a
Shivhei-Habesht_0183	Shivhei-Habesht	mention-only	False	high	The wife is referenced only as the one who bears the son ('תלד אשתו בן זכר', 'ילדה אשתו'), functioning purely as context for the childless man's situation; she does not appear, act, speak, or figure in any depicted scene. The entire story revolves around the father, the Besht's prophecy, and the son's bar mitzvah day.					partial	no-women	False	2026-05-07T13:28:00Z	b29ac49a
Shivhei-Habesht_0184	Shivhei-Habesht	mention-only	False	high	The man's wife is referenced twice — once as bearing a son ('ילדה אשתו בן זכר') and once indirectly ('אשה עצורה לנו') — but she never appears, acts, speaks, or is depicted in any scene. She functions purely as background context for the male protagonist's story.					partial	no-women	False	2026-05-07T13:28:04Z	b29ac49a
Shivhei-Habesht_0185	Shivhei-Habesht	minor-character	False	high	The sick man's mother appears briefly in the depicted scene, speaks to her son urging him to greet the Baal Shem Tov, and physically places his hand in the rabbi's hand — she acts and speaks in the scene. However, the story's main thrust is the Besht's miraculous healing of his opponent, so she is a minor character who adds texture but is not central to the plot.					partial	minor-character	False	2026-05-07T13:28:08Z	b29ac49a
Shivhei-Habesht_0186	Shivhei-Habesht	no-women	False	high	The story concerns two male rabbis (the Baal Shem Tov and R. Nachman of Horodenka) and contains no reference to any woman, named or unnamed.					partial	no-women	False	2026-05-07T13:28:11Z	b29ac49a
Shivhei-Habesht_0187	Shivhei-Habesht	mention-only	False	high	The man's wife is referenced only as a legal/contextual figure — her jewelry was pawned and the man's vow of separation from her is discussed — but she never appears, speaks, or acts in any depicted scene. She functions purely as a legal status reference within the halakhic dispute.					partial	no-women	False	2026-05-07T13:28:15Z	b29ac49a
Shivhei-Habesht_0188	Shivhei-Habesht	no-women	False	high	The story involves only male characters (the Baal Shem Tov, Rabbi Nachman of Kosov, and their disciples) with no women mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:28:18Z	b29ac49a
Shivhei-Habesht_0189	Shivhei-Habesht	no-women	False	high	The story involves only male characters (the Besht, Reb Moharan, the innkeeper, and a servant) with no women referenced at all.					partial	no-women	False	2026-05-07T13:28:22Z	b29ac49a
Shivhei-Habesht_0190	Shivhei-Habesht	no-women	False	high	The story involves male figures throughout — two princes, a king, a commoner, and references to Saul, David, Hillel, and Shammai. No women are mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:28:25Z	b29ac49a
Shivhei-Habesht_0191	Shivhei-Habesht	minor-character	False	high	The wife (אשת הנגיד) appears as an active character in the depicted scene — she speaks, expresses contempt, and her skeptical words provoke the Besht's anger and motivate his decision to perform the healing immediately and then withhold the reward from her. However, the story's core plot (healing the blind son) does not depend on her; she shapes the tone and the concluding moral but is not the catalyst for the miracle itself.					partial	major-character	False	2026-05-07T13:28:34Z	b29ac49a
Shivhei-Habesht_0192	Shivhei-Habesht	catalyst-character	False	high	The sick wife's illness (paralyzed hands) is the entire reason for the journey and the story's central predicament, but the Besht is the active agent who orchestrates events and ultimately cures her. She is present in the scene and even performs one action (raising her hands on command), but the plot revolves around her suffering while the Besht drives it.					partial	minor-character	False	2026-05-07T13:28:38Z	b29ac49a
Shivhei-Habesht_0193	Shivhei-Habesht	minor-character	False	medium	The man's mother actively speaks, persuades, and mocks the Baal Shem Tov, successfully convincing her son to abandon his repentance—her actions directly affect the plot's outcome. However, the story's central thrust is about the son's sin and repentance, with the mother playing a significant but secondary role.					partial	minor-character	False	2026-05-07T13:28:42Z	b29ac49a
Shivhei-Habesht_0194	Shivhei-Habesht	catalyst-character	False	high	The young woman who has just given birth and has no food is the reason the story exists — her predicament motivates the rabbi's command and the servant's errand — but she is entirely passive and offstage, with the rabbi and servant as the active agents.					partial	no-women	False	2026-05-07T13:28:45Z	b29ac49a
Shivhei-Habesht_0195	Shivhei-Habesht	mention-only	False	medium	The word 'ממזר' (bastard/illegitimate child) is referenced as a corpse the priest planned to plant, with no women appearing as characters. Women are not referenced at all as individuals, though the illegitimate child implies a mother exists somewhere — but she is not mentioned even indirectly in the text itself, so 'no-women' is also plausible; 'mention-only' is chosen cautiously since the term 'ממזר' implies a mother without naming her.					partial	no-women	False	2026-05-07T13:28:49Z	b29ac49a
Shivhei-Habesht_0196	Shivhei-Habesht	no-women	False	high	The story involves only male characters — the Besht, his disciples, and a non-Jewish woodseller — with no women appearing or referenced in any way.					partial	no-women	False	2026-05-07T13:28:53Z	b29ac49a
Shivhei-Habesht_0197	Shivhei-Habesht	no-women	False	high	The story involves only male characters — the Baal Shem Tov and the preacher Aryeh Leib of Polna — and no women are mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:28:57Z	b29ac49a
Shivhei-Habesht_0198	Shivhei-Habesht	catalyst-character	False	medium	The young widow is central to the entire story — the Besht travels miraculously overnight specifically to rescue her soul from apostasy at her deceased grandfather's plea — but the Besht is the active agent who travels, intervenes, negotiates, and prescribes her repentance. However, the woman does speak, act, and make decisions (agreeing to leave, confessing, accepting penance) which gives her some agency approaching a minor or even major role, though the story's driving force remains the Besht's mission on her behalf.					partial	major-character	False	2026-05-07T13:29:02Z	b29ac49a
Shivhei-Habesht_0199	Shivhei-Habesht	mention-only	False	high	Women are referenced only as abstract concepts (potential wives, a nobleman's daughter) in the Baal Shem Tov's rhetorical argument to the priest; no woman appears as a character, acts, speaks, or is present in any depicted scene.					partial	no-women	False	2026-05-07T13:29:05Z	b29ac49a
Shivhei-Habesht_0200	Shivhei-Habesht	no-women	False	high	The story involves only male rabbis (the Maggid of Mezeritch, R. Menachem Mendel, R. Levi Yitzchak of Berdichev) and the ritual of shofar blowing; no women are mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:29:08Z	b29ac49a
Shivhei-Habesht_0201	Shivhei-Habesht	no-women	False	high	The story involves only male figures — Rabbi David Forkes, the Besht, the Maggid, Elijah, Rabbi Isaac Luria, Rabbi Chaim of Brody, and Rabban Yochanan ben Zakkai — with no women mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:29:12Z	b29ac49a
Shivhei-Habesht_0202	Shivhei-Habesht	no-women	False	high	The story involves only the Baal Shem Tov and a male host, with no women mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:29:15Z	b29ac49a
Shivhei-Habesht_0203	Shivhei-Habesht	no-women	False	high	The story involves the Baal Shem Tov, his disciples, a wealthy host, and a visiting rabbi — no women appear or are referenced in any way.					partial	no-women	False	2026-05-07T13:29:17Z	b29ac49a
Shivhei-Habesht_0204	Shivhei-Habesht	mention-only	False	high	The wife appears only as a background reference ('his wife bore him a male son in her old age') with no speech, action, or depicted presence. The story centers entirely on the man's repeated appeals to the Besht and the miraculous revival of the infant boy.					partial	no-women	False	2026-05-07T13:29:21Z	b29ac49a
Shivhei-Habesht_0205	Shivhei-Habesht	minor-character	False	high	The Duchess (דוכסה) actively participates in the depicted scene — she praises the Besht, summons him with an honorable carriage, and responds to his question about the stolen items, thereby enabling the story's resolution. She is present and speaking in the scene, making her more than a mere mention, though the main thrust revolves around the Besht and the doctor.					partial	minor-character	False	2026-05-07T13:29:26Z	b29ac49a
Shivhei-Habesht_0206	Shivhei-Habesht	minor-character	False	medium	The rabbi's wife acts within the depicted scene — she searches for meat, feels distress, consults her neighbor, and speaks with the slaughterer — contributing texture and initiating the chain of events, but the story's main thrust is the Besht's miraculous exposure of the slaughterer's sin. She could be reduced to a brief mention without losing the core plot, placing her between minor-character and catalyst-character; the lower tier is chosen.					partial	minor-character	False	2026-05-07T13:29:30Z	b29ac49a
Shivhei-Habesht_0207	Shivhei-Habesht	minor-character	False	medium	A young woman ('בתולה אחת בתו של השמש') is briefly mentioned as having been harmed by the departing spirit, making her a character who appears (if minimally) in a depicted scene. She does not speak or act but is described as affected, which places her just above mere mention-only; however, she plays no role in the story's main thrust of the Besht's death.					partial	no-women	False	2026-05-07T13:29:35Z	b29ac49a
Shivhei-Habesht_0208	Shivhei-Habesht	mention-only	False	high	The Besht's wife is referenced only as having died and as the context for the Besht's remark about remarriage and his celibacy; she does not appear, act, or speak in any depicted scene. She functions solely as a narrative backdrop rather than as a character.					partial	minor-character	False	2026-05-07T13:29:38Z	b29ac49a
Shivhei-Habesht_0209	Shivhei-Habesht	no-women	False	high	The story involves only male characters — a student, his rebbe, hunters, and the souls transmigrated into a dog and fish. No women are mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:29:41Z	b29ac49a
Shivhei-Habesht_0210	Shivhei-Habesht	no-women	False	high	The story concerns the sick son of Rabbi Mikhl of Zlotchov, his near-death experience in the heavenly court, and the intercession of his father and the Besht — no women appear or are referenced anywhere in the narrative.					partial	no-women	False	2026-05-07T13:29:44Z	b29ac49a
Shivhei-Harav_0001	Shivhei-Harav	minor-character	False	high	The Besht's daughter Marat Adel appears as an identified individual who actively stands at the doorway to watch the Hasidim pray, and her presence is the basis of the false accusation reported to the Vilna Gaon. She acts in a depicted scene, making her more than a mere mention, though the story's main thrust concerns the controversies surrounding R. Shneur Zalman.					partial	minor-character	False	2026-05-07T13:29:50Z	b29ac49a
Shivhei-Harav_0002	Shivhei-Harav	no-women	False	high	The text deals entirely with male characters — rabbis, informers, the Tsar, and officials — with no women mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:29:53Z	b29ac49a
Shivhei-Harav_0003	Shivhei-Harav	no-women	False	high	The story focuses entirely on the Rav's arrest, imprisonment, and communication with supporters; no women appear or are referenced in any way throughout the narrative.					partial	no-women	False	2026-05-07T13:29:56Z	b29ac49a
Shivhei-Harav_0004	Shivhei-Harav	no-women	False	high	The entire narrative concerns the Rav's imprisonment, the efforts of his male disciples to free him, and his interactions with male officials — no women are mentioned or referenced anywhere in the text.					partial	no-women	False	2026-05-07T13:29:58Z	b29ac49a
Shivhei-Harav_0005	Shivhei-Harav	no-women	False	high	The story involves only male characters — the Rabbi, R' Shaul, the military commander, and the Kaiser — with no women appearing or referenced in any way.					partial	no-women	False	2026-05-07T13:30:01Z	b29ac49a
Shivhei-Harav_0006	Shivhei-Harav	no-women	False	high	The story involves only male figures — the Baal Shem Tov, the Maggid, and the rabbi — with no women referenced in any way.					partial	no-women	False	2026-05-07T13:30:03Z	b29ac49a
Shivhei-Harav_0007	Shivhei-Harav	no-women	False	high	The text describes the Rav's interrogation and imprisonment, his responses to officials, and his petition to the Kaiser — no women appear or are referenced in any way.					partial	no-women	False	2026-05-07T13:30:06Z	b29ac49a
Shivhei-Harav_0008	Shivhei-Harav	no-women	False	high	The story focuses entirely on the rabbi's interactions with the Tsar and his court — tests of wisdom, a confrontation with Prince Nikolai, and a legal judgment. No women are mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:30:09Z	b29ac49a
Shivhei-Harav_0009	Shivhei-Harav	minor-character	False	high	The sister in Vilna appears as an actual character in a depicted scene — she speaks, asks questions, and actively escorts her brother to the Gaon's study house — but the story's main thrust is the espionage mission of R' Leib on behalf of the Rav, not anything dependent on her. She facilitates one episode but is not the catalyst or driver of the overall narrative.					partial	minor-character	False	2026-05-07T13:30:13Z	b29ac49a
Shivhei-Harav_0010	Shivhei-Harav	no-women	False	high	The story involves only male characters (R' Leib, the director/Direkter, the Gaon, communal leaders) with no women appearing, acting, or being referenced in any way.					partial	no-women	False	2026-05-07T13:30:16Z	b29ac49a
Shivhei-Harav_0011	Shivhei-Harav	mention-only	False	medium	The only reference to women is a passing mention that the informer Avigdor publicly embraced and kissed 'foreign women' in the marketplace, which serves solely to illustrate his shameless sinfulness rather than giving any woman a role, presence, or action of her own. No woman appears as a character or drives any part of the narrative.					partial	no-women	False	2026-05-07T13:30:22Z	b29ac49a
Shivhei-Harav_0012	Shivhei-Harav	major-character	False	medium	The afflicted woman is not merely a passive catalyst — she actively pursues the Rabbi, corners him, forces his engagement, and drives the plot forward through her own determined actions. Additionally, the sister-in-law (gisste) is an active agent whose scheme of secretly smearing dove's blood on the linen is the cause of the entire predicament, making two women active drivers of the narrative.					partial	major-character	False	2026-05-07T13:30:26Z	b29ac49a
Shivhei-Harav_0013	Shivhei-Harav	minor-character	False	medium	A female servant (שפחת הבית) briefly appears as a character who actively refuses the steward's advances and cries out loudly, which triggers the plot incident that leads to the rabbi being struck and eventually understanding his mission. She acts and speaks (raises her voice), making her more than a mere mention, but the story's main thrust centers on the rabbi's spiritual journey and his relationship with the Maggid.					partial	minor-character	False	2026-05-07T13:30:32Z	b29ac49a
Shivhei-Harav_0014	Shivhei-Harav	no-women	False	high	The text is entirely about male rabbinic figures — the Rav, the Maggid of Mezeritch, Rabbi Avraham the Angel, Rabbi Menachem Mendel of Vitebsk, and various opponents — with no women referenced at any point.					partial	no-women	False	2026-05-07T13:30:38Z	b29ac49a
Shivhei-Harav_0015	Shivhei-Harav	no-women	False	high	The story involves exclusively male characters — rabbis, disciples, and the Maggid of Mezeritch — with no women referenced anywhere in the text, even as background figures.					partial	no-women	False	2026-05-07T13:30:41Z	b29ac49a
Shivhei-Harav_0016	Shivhei-Harav	catalyst-character	False	high	The widow's distress over her son's forced apostasy is the reason the entire story exists and sets the plot in motion; she pleads, weeps, and acts to gain access to the Maggid, but the central saving action belongs entirely to the Maggid (and the Rav as narrator). Without her predicament there is no story, but she remains peripheral to the miraculous rescue itself.					partial	minor-character	False	2026-05-07T13:30:46Z	b29ac49a
Shivhei-Harav_0017	Shivhei-Harav	catalyst-character	False	high	Vitel is a named woman whose past assistance to the Rebbe and her daughter's illness (a hole in the esophagus from a fall) are the reason the embedded miracle episode exists; the Rebbe is the active agent who heals the daughter and advises the husband. She acts and speaks briefly (knocking, presenting her petition), but the story's core depends on her predicament and her prior service as the catalyst for the Rebbe's intervention.					partial	major-character	False	2026-05-07T13:30:51Z	b29ac49a
Shivhei-Harav_0018	Shivhei-Harav	no-women	False	high	The entire passage concerns the Rebbe's prayers against Napoleon's invasion, his flight, his death, and the eulogy/burial — no women appear or are referenced in any way.					partial	no-women	False	2026-05-07T13:30:55Z	b29ac49a
Shivhei-Harav_0019	Shivhei-Harav	mention-only	True	high	Women appear only briefly: 'פרידקע' is mentioned as the Rebbe's young daughter in the context of a proposed match (she does not act or speak), and 'נשים זקנות' (old women) are referenced as having advised folk remedies. The narrator's wife is mentioned as sitting with him at night, but she has no spoken lines or independent action that shapes the plot. None of these women are active characters driving the narrative.					partial	no-women	False	2026-05-07T13:31:00Z	b29ac49a
Sipurei-Zadikim_0001	Sipurei-Zadikim	no-women	False	high	The story is entirely about Rabbi Leib Sarah's and male characters (the innkeeper, his son-in-law, the servant, the duke, Rabbi Mordechai, Rabbi Azriel, etc.); no women appear or are referenced in any way, despite the rabbi's name containing his mother's name 'Sarah's.'					partial	no-women	False	2026-05-07T13:31:05Z	b29ac49a
Sipurei-Zadikim_0002	Sipurei-Zadikim	mention-only	False	high	The only woman referenced is the innkeeper's wife, who falls ill alongside his sons as part of the miracle that compels him to obey the rabbi. She does not act, speak, or appear as a character in any depicted scene — she is merely mentioned as part of the household struck by illness. The story's plot revolves entirely around male characters (Reb Leib, the innkeeper, the Prince, the servant, the priest).					partial	no-women	False	2026-05-07T13:31:09Z	b29ac49a
Sipurei-Zadikim_0003	Sipurei-Zadikim	no-women	False	high	The story involves only male characters — the rabbi, a merchant/shopkeeper, and a buyer — with no women mentioned or referenced in any capacity.					partial	no-women	False	2026-05-07T13:31:12Z	b29ac49a
Sipurei-Zadikim_0004	Sipurei-Zadikim	major-character	False	high	The wealthy young woman (the heiress/bride) actively drives the plot through her own decisions: she instructs the matchmaker on the exact scheme to conceal the groom's poverty, she initiates and orchestrates the business arrangement with the shop, and at the climax she reveals to her husband the full backstory of her own spiritual encounters with the Rebbe — demonstrating independent agency, speech, and decision-making that visibly shape the entire narrative arc.					partial	major-character	False	2026-05-07T13:31:17Z	b29ac49a
Sipurei-Zadikim_0005	Sipurei-Zadikim	no-women	False	medium	"[parse error] 
{""category"": ""minor-character"", ""collective_women: false, ""confidence"": ""medium"", ""reasoning"": ""The wife appears as a character in a depicted scene — she suffers, labors, writes a letter, and refuses"					partial	minor-character	False	2026-05-07T13:31:24Z	b29ac49a
Sipurei-Zadikim_0006	Sipurei-Zadikim	no-women	False	high	The story revolves entirely around male characters — the rabbi R' Leib, the orphan he raised, R' Baruch and R' Efraim — with no women mentioned or referenced in any way.					partial	no-women	False	2026-05-07T13:31:27Z	b29ac49a
Sipurei-Zadikim_0007	Sipurei-Zadikim	mention-only	False	high	A woman (agunah) is briefly referenced as the subject of a legal dispute the Saba resolved, but she does not appear, act, speak, or feature as a character in any depicted scene. The only other female reference is 'his wife' (the village employer's wife) mentioned as imposing tasks on him, again with no depicted scene or individual characterization.					partial	no-women	False	2026-05-07T13:31:32Z	b29ac49a
Sipurei-Zadikim_0008	Sipurei-Zadikim	no-women	False	high	The passage describes the holy elder's practices, prayers, and miracles with no women mentioned or referenced in any capacity. All characters and references are male.					partial	no-women	False	2026-05-07T13:31:35Z	b29ac49a
Sipurei-Zadikim_0009	Sipurei-Zadikim	no-women	False	high	The story involves only male characters (the Saba Kadisha, Rabbi Shalom ben HaMalach, Rabbi Yaakov, and unnamed male attendants); no women are referenced in any capacity.					partial	no-women	False	2026-05-07T13:31:38Z	b29ac49a
Sipurei-Zadikim_0010	Sipurei-Zadikim	catalyst-character	False	medium	The agunah's plight (abandoned for 15 years) is the entire reason the story exists, and her suffering drives all the action; however, she also takes an active step by traveling to the Rebbe and refusing to leave until she receives a clear answer, which edges her toward major-character. The lower tier is chosen because the Rebbe and the husband are ultimately the active agents who resolve the situation, and her initiative, while present, does not visibly shape the plot's resolution as much as theirs does.					partial	major-character	False	2026-05-07T13:31:44Z	b29ac49a
