story_id	edition	human	claude	gemini	agreement	claude_reasoning	gemini_reasoning
Shivhei-Habesht_0170	Shivhei-Habesht	no-women	no-women	minor	human=claude/gemini-differs	The story features only male characters throughout — R. Nachman of Kosov, the preacher, the shochet, the butcher Leib, and a deceased gentile — with no women appearing in any capacity. The overheard conversation ('דברים של בינו לבינה') implies a woman's presence only obliquely, without her appearing as a character.	The story revolves around Rabbi Nachman of Kosov, his interactions with a preacher, and a complex dream interpretation. While the story mentions a man's inappropriate thoughts towards a non-Jewish woman, she is not a character and therefore does not make the story 'major'. The story includes no other women.
Shivhei-Habesht_0171	Shivhei-Habesht	no-women	minor	minor	models-agree/human-differs	Women are present implicitly as part of the fleeing community — the mention of lighting Shabbat candles at the riverbank (traditionally a women's obligation) indicates their participation — but no individual woman is named or foregrounded; the story centers on the Besht's warning and the community's miraculous escape.	Women are mentioned only as those who were cooking and lighting candles for Shabbat, but their actions are not central to the story of the Besht and the town's escape.
Shivhei-Habesht_0172	Shivhei-Habesht	major	major	major	all-agree	אשת ר׳ טובעלע (Tuvele) is a named character who drives the story at multiple key junctures: she initiates the Besht's visit by pressuring her husband, commands the shochet to appear before the Besht, is supernaturally summoned from her bed by the Besht (demonstrating his powers), and directly asks him a prophetic question about her fate—prompting the pivotal 22-year prediction that shapes the story's climax. Her agency and interactions are indispensable to the narrative's plot and spiritual meaning.	The story revolves around a woman (Toybele) who invites the Baal Shem Tov, and her interactions with him, including a prophecy about her lifespan. Her actions and the prophecy significantly impact the narrative and the relationship between the Baal Shem Tov and her husband.
Shivhei-Habesht_0173A	Shivhei-Habesht	no-women	minor	no-women	human=gemini/claude-differs	The innkeeper's wife (and later his second wife) are mentioned briefly in the context of whether he should divorce her and the eventual birth of sons, but they play no active role and the story's main thrust is the Besht's miraculous deeds (raising the gate, healing the paralyzed man) and the innkeeper's quest for children.	"[parse error] {
  ""category"": ""minor"",
  ""reasoning"": ""Although the story revolves around a man who desires children, his wife is mentioned as part of the discussion about his childlessness. She is not characterize"
Shivhei-Habesht_0173B	Shivhei-Habesht	minor	minor	major	human=claude/gemini-differs	מ' טובלע (Mrs. Tuble), wife of R' Shmuel, is a named and active character — she receives the mayor's warning, dispatches her son-in-law to safety with the valuables, and initiates the appeal to the Besht — but the story's primary focus is the political-financial drama between the Dirzawces family and the Duke of Slutsk, and the Besht's ultimate refusal to help; she is a pivotal supporting figure rather than the narrative's central character.	The story revolves around a woman (Reb Shmuel's wife) who takes action to save her family and community from potential ruin, and her request for help from the Baal Shem Tov is central to the plot. Although the community ultimately sabotages the request, her initiative is key.
Shivhei-Habesht_0174	Shivhei-Habesht	no-women	no-women	no-women	all-agree	The story features the Besht, a group of men, a bear, and a judge's courtyard; no women appear or are referenced in any capacity.	This story about the Baal Shem Tov and a bear focuses on male characters only. No women are mentioned.
Shivhei-Habesht_0175	Shivhei-Habesht	no-women	no-women	no-women	all-agree	The story involves only male characters — the rabbi, the host, and the deceased debtor whose soul was reincarnated in the horse. No women appear or are mentioned in any capacity.	This story focuses on the Baal Shem Tov's interactions with a man regarding his horses and a debt. No women are mentioned or play any role in the narrative.
Shivhei-Habesht_0176	Shivhei-Habesht	minor	minor	minor	all-agree	The mother of the preacher from Polnai (אמו של המוכיח מפלנאי) is briefly mentioned at the end as an elderly woman who remembered the Besht's prediction from over twenty years prior, corroborating the miracle. She appears only in passing and does not drive or shape the story's main narrative, which centers on the Besht's prophecy and R' David's death.	The mother of the preacher from Pлонна appears at the end of the story to confirm that the Baal Shem Tov predicted that a certain Rabbi David would be buried next to Rabbi Moshe. She plays a very minor role in confirming that the Baal Shem Tov's prediction came true.
Shivhei-Habesht_0177	Shivhei-Habesht	no-women	no-women	no-women	all-agree	The story features only male characters — the Besht, Rabbi David Purkes, and an unnamed man — with no women mentioned or present in any capacity.	This story features the Baal Shem Tov and another man encountering a well-dressed man; there are no women present.
Shivhei-Habesht_0178	Shivhei-Habesht	no-women	no-women	no-women	all-agree	The story involves only male characters—the Rav, his servant, a lord, and soldiers—with no women mentioned or present in any capacity.	This story involves Rabbi Israel Baal Shem Tov, his servant, and soldiers. No women are mentioned or appear in the narrative.
Shivhei-Habesht_0179	Shivhei-Habesht	no-women	no-women	no-women	all-agree	The story centers entirely on a male traveler who falls asleep on his way to the Besht and is forced to spend Yom Kippur alone in the field. No women appear or are referenced in any capacity.	No women are mentioned in this story. The narrative focuses on a man's journey and spiritual experience without the presence of any female characters.
Shivhei-Habesht_0180	Shivhei-Habesht	no-women	no-women	no-women	all-agree	The story features the Baal Shem Tov and two unnamed men who were rescued from a river; no women appear in any capacity.	This story involves the Besht, men, and non-Jews; no women are mentioned.
Shivhei-Habesht_0181	Shivhei-Habesht	no-women	no-women	no-women	all-agree	No women appear in this story in any capacity; all characters are male (the Besht, Rabbi Abraham Abba, the innkeeper, and the son-in-law). The allusion to adultery (בעל ארמית) concerns the son-in-law's transgression but no female figure is named, described, or active in the narrative.	This story recounts a meeting with the Ba'al Shem Tov and mentions his interactions with others, but no women appear in the narrative.
Shivhei-Habesht_0182	Shivhei-Habesht	major	major	major	all-agree	Adel (מ' אדל), the Baal Shem Tov's daughter, is the central agent of the story's plot: she initiates the bargain with the student, offers him shoes in exchange for a blessing for a male child, and the fulfillment of that promise (the birth of Rabbi Baruch of Tulchin) is the story's narrative climax. Her action, motivation, and its outcome are indispensable to the entire episode.	The story revolves around the daughter of a poor man, Adl, who offers him shoes in exchange for a blessing that she will have a son. Her actions are central to the narrative and its outcome, influencing the birth of a notable figure.
Shivhei-Habesht_0183	Shivhei-Habesht	no-women	minor	minor	models-agree/human-differs	The wife is mentioned twice in passing as the one who gives birth to the son, but she plays no active role in the story's plot, which centers on the father, the Besht's prophecy, and the miraculous saving of the boy on his bar mitzvah day.	The story revolves around a man who is childless and his son who is fated to drown. The man's wife is only mentioned as the one who gives birth to the son, but she has no active role.
Shivhei-Habesht_0184	Shivhei-Habesht	no-women	minor	minor	models-agree/human-differs	The merchant's wife appears briefly and passively — she gives birth to a son as the Besht predicted ('ילדה אשתו בן זכר') — but she has no speech, agency, or named presence and is not foregrounded in the narrative. A second woman is obliquely referenced at the Shabbat house ('אשה עצורה לנו') but never actually appears as a character.	Although a wife's pregnancy and childbearing are part of the plot, she is not a character in her own right. The story focuses on her husband's relationship with the Baal Shem Tov and his own actions.
Shivhei-Habesht_0185	Shivhei-Habesht	minor	minor	minor	all-agree	The sick man's mother appears briefly, urging her son to greet the Baal Shem Tov, but she plays no significant role in the story's plot or spiritual meaning. The narrative centers entirely on the Besht's miraculous healing of his opponent.	The mother of the sick brother speaks to the Besht, but only briefly. She has no significant impact on the story's plot.
Shivhei-Habesht_0186	Shivhei-Habesht	no-women	no-women	no-women	all-agree	The story concerns two male rabbis (the Besht and R. Nachman of Horodenka) and a male congregation; no women appear in any capacity.	This story focuses on the actions and teachings of male rabbis and does not feature any women characters.
Shivhei-Habesht_0187	Shivhei-Habesht	no-women	minor	minor	models-agree/human-differs	The man's wife is mentioned in passing as part of the halakhic backstory — he separated from her, then pawned her jewelry — but she never appears, acts, or speaks in the narrative. Her role is purely contextual to the legal analysis of the man's sin.	A man's wife is mentioned in the story because he pledged to separate from her, and then benefited from her jewelry, thereby violating his vow. This action is considered as severe as adultery, according to the Rambam's view presented in the story. While the story hinges on his relationship with his wife, she isn't an active character.
Shivhei-Habesht_0188	Shivhei-Habesht	no-women	no-women	no-women	all-agree	The story concerns a theological and personal rivalry between Rabbi Nachman of Kossov and the Baal Shem Tov, culminating in a face-to-face test of the Besht's ability to read minds. No women appear or are mentioned in any capacity.	This story focuses on the conflict and eventual understanding between the Baal Shem Tov and Rabbi Nachman of Kosov. No women are mentioned or play any role in the narrative.
Shivhei-Habesht_0189	Shivhei-Habesht	no-women	no-women	no-women	all-agree	"The story involves only male characters — the Besht, Rabbi Moharan, his servant, and a male Jewish householder (בעה""ב); no women appear or are referenced in any capacity."	This story revolves around the Ba'al Shem Tov and Rabbi Moharan and their interactions. No women are mentioned or play any role in the narrative.
Shivhei-Habesht_0190	Shivhei-Habesht	no-women	no-women	no-women	all-agree	The story features a rabbi, two princes, a king, and a commoner — all male figures — in a parable defending the Baal Shem Tov. No women appear in any capacity.	This is a story about male rabbis and ministers, and a dispute among them. No women are mentioned or involved.
Shivhei-Habesht_0191	Shivhei-Habesht	major	major	minor	human=claude/gemini-differs	The wife of the wealthy man (אשת הנגיד) is a central, active character whose scornful disbelief in the Besht and mockery of holy names directly provokes his anger and shapes the entire climax and moral of the story; the Besht's rebuke and refusal of payment are addressed explicitly to her, making her indispensable to the narrative's spiritual meaning.	The wife of the wealthy man is mentioned as being initially dismissive of the Baal Shem Tov due to his appearance, but she does not play a central role in the healing of her son or the overall message of the story. Her reaction highlights the importance of faith but is not the main focus.
Shivhei-Habesht_0192	Shivhei-Habesht	minor	major	major	models-agree/human-differs	The sick wife is the narrative engine of the entire story: her paralyzed hands prompt all travel and seeking of cures, and the climactic miracle — the Besht commanding her to raise her hands, restoring her and simultaneously afflicting the nobleman — revolves entirely around her condition and healing.	The story revolves around a woman whose illness leads her and her husband to seek help from the Baal Shem Tov. Her miraculous healing at a crucial moment is the climax of the story and directly causes the downfall of the antagonist, making her actions central to the narrative's resolution.
Shivhei-Habesht_0193	Shivhei-Habesht	minor	major	minor	human=gemini/claude-differs	The man's unnamed mother plays an indispensable causal role in the story's tragic conclusion: she actively speaks with her son, mocks the Besht, and persuades him to abandon his prescribed repentance regimen — an action that directly causes his premature death. Without her intervention, the narrative has no tragic resolution.	The man's mother appears and influences his actions, leading him to abandon his repentance. Although she plays a role in his downfall, the focus is still on the man and his relationship with the Besht.
Shivhei-Habesht_0194	Shivhei-Habesht	no-women	minor	minor	models-agree/human-differs	An unnamed woman who has just given birth and has no food is the occasion for the rabbi's miraculous perception and charitable act, but she is entirely passive — she neither speaks nor acts — and the narrative foregrounds the rabbi's spiritual gifts rather than her as a character.	A woman gives birth and needs money, but she doesn't appear in the story as an active character. The story focuses on the Besht's instructions and the servant's actions.
Shivhei-Habesht_0195	Shivhei-Habesht	no-women	no-women	no-women	all-agree	The story centers entirely on the Besht, his male disciples, and a priest; no women appear or are mentioned in any capacity. The 'ממזר' referenced is an unnamed potential victim, not a character who acts in the narrative.	This story recounts an interaction between the Ba'al Shem Tov and his students with a priest, focusing on preventing a potential act of violence. No women are mentioned or involved in any way.
Shivhei-Habesht_0196	Shivhei-Habesht	no-women	no-women	no-women	all-agree	The story involves the Baal Shem Tov, his disciples, and a non-Jewish wood seller — no women appear in any capacity, named or unnamed.	This story focuses on the Baal Shem Tov's interaction with a gentile man. No women are mentioned or play any role in the narrative.
Shivhei-Habesht_0197	Shivhei-Habesht	no-women	no-women	no-women	all-agree	The story revolves entirely around the Maggid of Polna'ah and the Baal Shem Tov, focusing on the teaching of the language of animals and birds. No women appear in any capacity.	This story describes the travels of Rabbi Aryeh Leib of Polnoye as he tries to learn about the speech of animals from the Baal Shem Tov. No women are present in the story.
Shivhei-Habesht_0198	Shivhei-Habesht	major	major	major	all-agree	The young widowed woman is the central figure around whom the entire story revolves: the Besht undertakes the miraculous overnight journey specifically to rescue her from apostasy and an unwanted marriage, her grandfather's soul initiates the mission, and her spiritual redemption and subsequent marriage frame the narrative's beginning and end. Without her, there is no story.	A young widow's fate is central to the story. The Besht travels a great distance to save her from forced marriage and conversion, highlighting her importance to the narrative's moral and spiritual purpose.
Shivhei-Habesht_0199	Shivhei-Habesht	no-women	minor	minor	models-agree/human-differs	A woman is mentioned as a potential bride for the priest (described as beautiful and from a good family), but she never appears as an actual character — she is merely referenced in conversation as a device to arouse the priest's desire. The story centers entirely on the Besht's spiritual maneuver to neutralize a heavenly accusation (קטרוג).	A woman is mentioned as a beautiful daughter of a minister whom the priest is encouraged to marry, but she does not appear as a character. The story revolves around the priest and the Baal Shem Tov.
Shivhei-Habesht_0200	Shivhei-Habesht	no-women	no-women	no-women	all-agree	The story involves only male figures — the Maggid of Mezeritch, R. Menachem Mendel, and R. Levi Yitzchak of Berdichev — centered on shofar-blowing on Rosh Hashanah. No women appear in any capacity.	This story discusses the roles of various rabbis during Rosh Hashanah services, with no mention of any women.
Shivhei-Habesht_0201	Shivhei-Habesht	no-women	no-women	no-women	all-agree	The story centers entirely on male figures — Rabbi David Forkes, the Besht, the Maggid, Elijah, Rabbi Isaac Luria, and Rabbi Chaim Tzanzer — with no women appearing in any capacity.	This story describes interactions between male figures (the Besht, Rabbi David Forkes, Elijah, etc.) with no mention of women.
Shivhei-Habesht_0202	Shivhei-Habesht	no-women	no-women	no-women	all-agree	The story features only male characters — the Baal Shem Tov and a male host (בעה״ב) — with no women mentioned or present in any capacity.	This story focuses on the Baal Shem Tov and his host and contains no mention of any women.
Shivhei-Habesht_0203	Shivhei-Habesht	no-women	no-women	minor	human=claude/gemini-differs	The story features only male characters throughout: the Baal Shem Tov, his disciples, a wealthy householder (נגיד), and the householder's uncle who is a rabbi. No women appear or are mentioned in any capacity.	The story revolves around the Baal Shem Tov and a rabbi. While there's a mention of the host's house, no woman plays any role in the plot or is even actively present.
Shivhei-Habesht_0204	Shivhei-Habesht	no-women	minor	minor	models-agree/human-differs	The wife is mentioned briefly as having given birth to a son in old age (אשתו ילדה לו בן זכר לעת זקנותה), but she plays no active role in the narrative. The story centers entirely on the childless man's interactions with the Besht and the miraculous revival of the infant during circumcision.	The child's mother is mentioned as giving birth, but she does not play an active role in the story beyond this. The story focuses on the father's interactions with the Baal Shem Tov.
Shivhei-Habesht_0205	Shivhei-Habesht	minor	major	minor	human=gemini/claude-differs	The duchess (דוכסה) is an active, indispensable participant throughout: she initiates the encounter by summoning the Besht with a carriage of honor, and the climactic demonstration of his spiritual power centers on her stolen possessions — without her role the story's plot and resolution collapse entirely.	A duchess summons the Besht to demonstrate his abilities, but she is primarily a vehicle for the story's focus on the Besht and the doctor. Her role is limited to requesting and confirming the theft.
Shivhei-Habesht_0206	Shivhei-Habesht	minor	minor	minor	all-agree	The rabbi's wife plays an active role in the story's opening — she prepares for the guest, discovers the meat is missing, and seeks help from neighbors — but she serves only as a narrative setup for the main events: the Besht's exposure of the dishonest shochet and the impure prayer leader. The story's spiritual and moral thrust does not depend on her character or qualities.	The rabbi's wife is mentioned regarding preparing for the Besht's visit, but she does not have a central role in the story's events or meaning. Her concern about hospitality prompts the story but isn't a driving force.
Shivhei-Habesht_0207	Shivhei-Habesht	no-women	minor	minor	models-agree/human-differs	A young woman (בתולה א׳, daughter of the sexton) is briefly mentioned as having been harmed by the wandering soul the Besht expelled, but she plays no active role and is incidental to the main narrative of the Besht's death.	A girl is mentioned as being harmed, but she's not a central part of the story, which focuses on the Baal Shem Tov's passing and related events.
Shivhei-Habesht_0208	Shivhei-Habesht	minor	minor	minor	all-agree	The Besht's wife is mentioned briefly at the opening (her death prompts followers to suggest he remarry) and alluded to again in the context of his son's conception, but she never acts or speaks in the narrative. The story's main focus is the Besht's deathbed conversation with his son Tzvi.	The story focuses on the Baal Shem Tov and his son. His deceased wife is mentioned regarding the son's birth but is not characterized or active in the story's present.
Shivhei-Habesht_0209	Shivhei-Habesht	no-women	no-women	minor	human=claude/gemini-differs	The story centers entirely on a male disciple, his rebbe, a dog, and a fish — no women appear in any capacity, named or unnamed. The spiritual drama involves the soul of the disciple's deceased father transmigrating through animals.	The wife is only mentioned in passing when preparing the fish for Shabbat, but she is not central to the plot.
Shivhei-Habesht_0210	Shivhei-Habesht	no-women	no-women	minor	human=claude/gemini-differs	No women appear in any capacity in this story. The narrative centers entirely on Rabbi Mikhl of Zlotchov, his ill son's near-death heavenly journey, and the intercessions of male rabbinical figures (R' Yaakov Yosef of Polna'ah and the Baal Shem Tov). The brief mention of 'בני ביתו' (household members) is generic and no female character is specified or active.	While this story mainly focuses on male figures and their roles in a heavenly court, it mentions the sick child's mother (unnamed) who is part of the family that receives instructions and witnesses his illness and recovery. Her presence, though indirect, qualifies the story for the 'minor' category.
Shivhei-Harav_0001	Shivhei-Harav	minor	minor	minor	all-agree	בת הבעש״ט מרת אדל appears briefly in the story standing at the doorway to watch the ecstatic prayers — her presence explains the witnesses' misreport to the Vilna Gaon, but she is incidental to the main narrative about R. Shneur Zalman and the Hasidic-Mitnagdic controversy.	A woman (the Baal Shem Tov's daughter, Adel) is mentioned as standing near a doorway, wanting to see the prayers. This is a minor appearance within a larger narrative focused on male figures and their disputes.
Shivhei-Harav_0002	Shivhei-Harav	no-women	no-women	no-women	all-agree	The story concerns the political intrigue of Avigdor's denunciation of Rabbi Shneur Zalman and other Hasidic leaders before Tsar Pavel, involving only male characters throughout. No women appear in any capacity.	This story recounts the machinations of Avigdor, who falsely accuses several rabbis to the emperor. No women appear in the narrative.
Shivhei-Harav_0003	Shivhei-Harav	no-women	no-women	minor	human=claude/gemini-differs	The story centers entirely on the Rav, the soldier (סרדיוט), the fortress commander, and the wealthy man Reb Mordechai; no women appear or are mentioned in any capacity.	While there's mention of the rabbi's eating habits and his request for specific foods prepared by a Jewish person, the story mainly focuses on the rabbi's interactions with authorities and his reflections on Jewish law. A Jewish man prepares the food, but women are not present.
Shivhei-Harav_0004	Shivhei-Harav	no-women	no-women	no-women	all-agree	The story recounts the Rav's imprisonment, the fundraising efforts of R' Aharon HaLevi, R' Shaul's visits, and encounters with Tsar Paul and royal ministers — all male figures. No women appear in any capacity.	This story recounts the imprisonment and interrogation of a rabbi, focusing on his interactions with officials and his clever responses to their questions. No women appear in the narrative.
Shivhei-Harav_0005	Shivhei-Harav	no-women	no-women	no-women	all-agree	The story involves only male characters — the Rabbi, R' Shaul, the fortress commander, and the Kaiser — with no women mentioned or present in any capacity.	This story recounts an event involving a rabbi, a minister, and the Kaiser; no women are present or mentioned.
Shivhei-Harav_0006	Shivhei-Harav	no-women	no-women	minor	human=claude/gemini-differs	The story concerns a visit by the Baal Shem Tov and the Maggid to the Rav, involving the recitation of Torah teaching and a blessing; no women appear in any capacity.	The story focuses on the encounter between Rabbi Shmuel and the Ba'al Shem Tov, with no women present or mentioned. A oven is mentioned, but it is inanimate.
Shivhei-Harav_0007	Shivhei-Harav	no-women	no-women	no-women	all-agree	The story focuses entirely on the imprisoned Rabbi and his interrogation by imperial officials, describing his wisdom and defense of Jewish law. No women appear or are referenced in any capacity.	This story focuses on the הרב's interactions with officials and the Kaiser regarding religious practices; no women are mentioned.
Shivhei-Harav_0008	Shivhei-Harav	no-women	no-women	no-women	all-agree	The story describes the Rav's encounters with the Tsar and his court, including tests of wisdom and a confrontation with the young Prince Nikolai; no women appear in any capacity.	This story focuses on the interactions between the rabbi and the Kaiser, and there is no mention of any women.
Shivhei-Harav_0009	Shivhei-Harav	minor	minor	minor	all-agree	Rabbi Leib's sister in Vilna appears briefly as a supporting character: she questions him about his Hasidic affiliation, accepts his cover story, and escorts him to the Gaon's study house to gain him entry. Her role facilitates one plot step but the story's main thrust — the spy mission, the political conflict between Hasidim and Mitnagdim, and the Rav's petition to the Tsar — does not depend on her.	The story revolves around Reb Leib and his mission to infiltrate the opposition. While his sister provides initial assistance, she is a minor character who facilitates his entry into Vilna society but doesn't drive the plot forward.
Shivhei-Harav_0010	Shivhei-Harav	no-women	no-women	no-women	all-agree	The story centers entirely on R' Leib, the Director, the Gaon, and male community leaders negotiating over a document's translation; no women appear or are referenced in any capacity, and the brief mention of an upcoming wedding names no female character.	This story focuses on Rabbi Leib's efforts to ensure a document is accurately copied by a director, and the political maneuvering surrounding it. No women appear in the narrative.
Shivhei-Harav_0011	Shivhei-Harav	no-women	no-women	minor	human=claude/gemini-differs	The story centers entirely on the Rebbe's arrest, imprisonment, and miraculous release, with no women appearing in any capacity. All characters mentioned — the Rebbe, the emperor, the merchant, Avigdor — are male.	While the story revolves around the imprisonment and release of a rabbi, a woman (the wife of the rabbi) is not present or mentioned. It's primarily about his interactions with the emperor and other men.
Shivhei-Harav_0012	Shivhei-Harav	major	major	major	all-agree	The woman is the central figure whose halachic predicament (inability to purify herself for her husband) drives the entire narrative, and her bold, active pursuit of the Rabbi — grabbing his garment, chasing him, blocking the door — is indispensable to the plot and to the manifestation of the Rabbi's spiritual discernment.	A woman's inability to purify herself to her husband is the central problem of the story, and her actions in seeking out the rabbi and pleading with him drive the plot. The rabbi's eventual intervention and solution hinge on her situation.
Shivhei-Harav_0013	Shivhei-Harav	minor	minor	minor	all-agree	A maidservant (שפחת הבית) briefly appears when she refuses the sexual advances of the merchant's servant and cries out, triggering the inn confrontation. She is not named, not developed, and the story's spiritual core—the Rav's humility and Torah acumen—does not depend on her.	A maidservant is mentioned, and the innkeeper might be female, but these are minor roles.
Shivhei-Harav_0014	Shivhei-Harav	no-women	no-women	minor	human=claude/gemini-differs	The narrative focuses entirely on male figures — the Rav, the Maggid of Mezeritch, R' Avraham the Angel, R' Menachem Mendel of Vitebsk, and the Gaon — with no women appearing in any capacity.	While the story focuses on male figures and their spiritual journeys, it mentions the communal role of the Chevra Kadisha (burial society), implicitly including women involved in preparing the dead for burial according to Jewish tradition. This suggests a minor presence of women in the community, even though they are not explicitly named or described.
Shivhei-Harav_0015	Shivhei-Harav	no-women	no-women	minor	human=claude/gemini-differs	The story revolves entirely around male rabbinic figures — Rabbi Shneur Zalman, R' Pinchas of Shklov, R' Sender, R' Levi Yitzchak, R' Shmuel Shmelke, and other disciples of the Maggid of Mezeritch. The only possible allusion to non-male figures is the vague phrase 'בני בית' (household members) of R' Levi Yitzchak who were being persecuted, but this is an incidental collective reference with no woman appearing as a character.	Although no women appear as active characters in this story, it references the suffering of the rabbi of Pinsk's wife and family, which are being persecuted by opponents.
Shivhei-Harav_0016	Shivhei-Harav	minor	major	major	models-agree/human-differs	The widow is the narrative catalyst: her daily service to the Rav, her desperate weeping and plea for help when her son is taken, and her receipt of the rescued son are all foregrounded and indispensable to the story's plot. Without her active role in seeking intervention, the entire episode of the son's rescue would not occur.	An unnamed widow plays a crucial role. Her son's conversion is the central problem, and her actions (seeking help from the narrator and Rebbe) are essential to the plot's resolution. The story revolves around her plight and the Rebbe's efforts to save her son.
Shivhei-Harav_0017	Shivhei-Harav	major	major	major	all-agree	Vitel (וויטיל) is a named woman whose past heroic actions (intercepting correspondence to protect the Rebbe during his imprisonment) are recounted in detail, and who actively drives the second half of the narrative by petitioning the Rebbe for two miracles — her daughter's healing and her husband's livelihood — both of which are fulfilled. Her character and deeds are indispensable to this episode of the story.	A woman named Vitil plays a crucial role. She helped the protagonist while he was imprisoned. Later, he miraculously heals her daughter and advises her husband on his business, indicating her significant presence in the narrative and shaping of events.
Shivhei-Harav_0018	Shivhei-Harav	no-women	no-women	minor	human=claude/gemini-differs	The story recounts Rabbi Shneur Zalman of Liadi's prayers against Napoleon, his flight with the Russian army, and his death — involving only male figures (the rabbi, Rabbi Shlomo of Karlin, his son Dov Ber, military commanders). The phrase 'עם כל בני ביתו' (with all his household) is incidental and no woman is named or individuated anywhere in the narrative.	The story focuses on a rabbi's actions during the war between the French and Russians. While the rabbi has a son, there are no women present as characters influencing the plot.
Shivhei-Harav_0019	Shivhei-Harav	no-women	minor	no-women	human=gemini/claude-differs	The Rebbe's young daughter Fridke is mentioned briefly as the intended bride in a proposed match (shidduch) with the young Aharon, but she does not appear as a character, takes no action, and the story's main focus is on Aharon's spiritual greatness and his relationship with his master.	"[parse error] {
  ""category"": ""minor"",
  ""reasoning"": ""A woman is mentioned as a potential bride for a young boy, but this is a brief anecdote that does not significantly impact the story's focus on the Rebbe and h"
Sipurei-Zadikim_0001	Sipurei-Zadikim	no-women	no-women	no-women	all-agree	The story features only male characters throughout — Rabbi Leib Sarahes, the negid, the servant/coachman, and a Jewish man encountered in Vienna. The name 'שרהס' (son of Sarah) references a woman only as a patronymic, not as a character in the narrative.	This story focuses exclusively on the actions and experiences of male characters: Rabbi Leib, the wealthy man, and the servant. No women are mentioned or play any role in the narrative.
Sipurei-Zadikim_0002	Sipurei-Zadikim	no-women	minor	major	all-differ	The innkeeper's wife is mentioned briefly as one of those who falls suddenly ill (along with his sons) when the innkeeper refuses to obey Rabbi Leib, and her recovery is promised as an incentive for compliance. She plays no independent role and is not foregrounded; the story centers on the miraculous authority of Rabbi Leib over the Polish prince.	The homeowner's wife falls ill and this illness is a major plot point, as her sickness is a catalyst for the homeowner to obey the rabbi's instructions. While she doesn't act directly, her condition is essential to the narrative's development.
Sipurei-Zadikim_0003	Sipurei-Zadikim	no-women	no-women	no-women	all-agree	The story involves only male characters — Rabbi Leib and a male merchant/shopkeeper. No women appear in any capacity.	This story revolves entirely around male characters and their financial dealings. No women are mentioned or involved in any capacity.
Sipurei-Zadikim_0004	Sipurei-Zadikim	major	minor	major	human=gemini/claude-differs	Two women are referenced: the avrech's wife, whose death is mentioned briefly as one of his misfortunes, and the wealthy maiden (הגבירה הבתולה), who is discussed at length by the matchmaker but does not herself appear or act in the narrative. Neither woman drives the plot; both serve as background elements to the central story of the avrech and the Rebbe.	The story describes an unnamed woman's death as a pivotal event in the life of the main character. It motivates his turn to Torah study, which then leads to the story's climax and resolution.
Sipurei-Zadikim_0005	Sipurei-Zadikim	minor	major	major	models-agree/human-differs	The wife is a central figure whose actions and suffering drive the plot: she refuses to divorce her Hasidic husband despite familial pressure and poverty, supports herself and two children through manual labor, and her letter reporting the children's illness is the pivotal event that moves Rabbi Meir to seek rabbinic counsel and advance the story's spiritual resolution.	The wife's suffering and actions (being cut off from her family, working to support herself and her children, writing the letter that prompts her husband's actions) are central to the plot and the moral dilemma faced by the main character, her husband.
Sipurei-Zadikim_0006	Sipurei-Zadikim	no-women	no-women	no-women	all-agree	The story centers entirely on Rabbi Leib, his adopted orphan boy, and the Hasidic disciples; no women appear or are mentioned in any capacity.	This story focuses on Rabbi Leib, a young man he raised, and interactions between Hasidic figures. No women are mentioned or play any role in the narrative.
Sipurei-Zadikim_0007	Sipurei-Zadikim	no-women	minor	minor	models-agree/human-differs	Two women are briefly mentioned: a village host's wife who imposed menial tasks on the protagonist, and an agunah whose case he adjudicated — but neither appears as an active character or shapes the story's spiritual thrust, which centers on the Spholer Zeide's spiritual formation and wanderings.	The story primarily focuses on the life and journey of Rabbi Leib of Spola. While his wife is mentioned in the context of his work as a teacher, she does not play a significant role in the unfolding of the narrative or its spiritual themes. Thus, the story is categorized as 'minor' in terms of the presence and role of women characters.
Sipurei-Zadikim_0008	Sipurei-Zadikim	no-women	no-women	no-women	all-agree	The story focuses entirely on the Saba Kadisha (a male Hasidic master) and his holy practices — prayers, blessings, playing with children, and dancing. No women appear or are mentioned in any capacity.	This story focuses entirely on the actions and practices of a male Hasidic figure. No women are mentioned or play any role in the narrative.
Sipurei-Zadikim_0009	Sipurei-Zadikim	no-women	no-women	no-women	all-agree	The story centers entirely on two male rabbinic figures — the Saba Kadisha and Rabbi Shalom ben HaMalach — and their spiritual interaction during Shabbat. No women appear or are referenced in any capacity.	This story describes interactions between Rabbi Shalom ben ha-Malakh and the narrator's grandfather. No women are mentioned or appear in the narrative.
Sipurei-Zadikim_0010	Sipurei-Zadikim	major	major	major	all-agree	The agunah is the unambiguous protagonist: her abandonment, suffering, initiative in traveling to the Rebbe, and stubborn persistence before him drive every stage of the plot, and the story's spiritual resolution—the Rebbe's miraculous foreknowledge and the husband's return—exists entirely to address her situation. Without her, there is no story.	The story revolves around an abandoned woman (an agunah) and her efforts to find out if her husband is alive. She takes action, consults a rebbe, and is eventually reunited with her husband. A servant woman also plays an active role in the plot.
